question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"the crime of attempt. State v. Martens, 274 Kan. 459, 466, 54 P.3d 960 (2002). We have previously determined that the crime of attempted rape does not require evidence of attempted penetration. State v. Gonzales, 245 Kan. 691, 698, 783 P.2d 1239 (1989). Although the overt act does not have to be the last proximate act in the consummation of the crime, it must be either the first or some subsequent step in a direct movement toward the commission of the crime after the preparations are made. Hedges, 269 Kan. at 905. Mere preparations include “devising or arranging the means or measures necessary” for committing the offense. State v. Garner, 237 Kan. 227, 239, 699 P.2d 468 (1985). It may be enough for the defendant to arrive at the scene where the crime is to occur. 237 Kan. at 238-40 (<HOLDING>). Each case is dependant on its particular",0,1,0,case_hold_mc,holding that the defendant committed an overt act toward the crime of attempted theft when he went to the owners property to prepare the cattle for shipment the next day,holding that uncharged sexual acts committed upon the same victim are admissible to show the conduct of the defendant toward the victim and to corroborate the evidence of the offense charged in the indictment,holding criminal conspiracy is sustained where the commonwealth establishes the defendant entered into an agreement to commit or aid in an unlawful act with another person with a shared criminal intent and an overt act was done in furtherance of the conspiracy a coconspirator may commit the overt act and conspirators are liable for acts of the coconspirators committed in furtherance of the conspiracy,holding that an overt act may be a verbal statement or a physical act,holding the crime of conspiracy is committed or not before the substantive crime begins
2,"the statute unambiguously defines the operative event as the discovery of the disposition of the asset, the statute cannot mean, that the one-year period runs from the claimant’s discovery of facts showing that the disposition of the asset may have been fraudulent as to creditors. To make the existing statutory term “transfer” carry that meaning, we would in effect have to delete it and replace it with a phrase like “fraudulent nature of the transfer” or “facts constituting the cause of action.” It is not within our authority, however, to rewrite an unambiguous statute. See Hayes v. State, 750 So.2d 1, 4 (Fla.1999) (“We are not at liberty to add words to statutes that were not placed there by the Legislature.”); FINR II, Inc. v. Hardee Cty., 164 So.3d 1260, 1264 (Fla. 2d DCA 2015) (<HOLDING>). That exercise is instead the respo'nsibility",853,150,1,case_hold_mc,holding that the court may not under the guise of statutory construction rewrite a statutory provision,holding that a court may not rewrite the statute to insert an additional requirement not placed there by the legislature,holding that the courts in the absence of ambiguity should as a general rule confine themselves to a construction of a statute as written and not attempt under the guise of construction to supply omissions or remedy possible defects in the statute or to insert exceptions not made by the legislature,holding that the legislature may create or expand privileges by statute,holding that a court may not rewrite the insurance contract under the guise of judicial interpretation
3,"“changing clothes or washing at the beginning or end of each workday which was excluded from measured working time during the week involved by the express terms of or by custom or practice under a bona fide collective-bargaining agreement applicable to the particular employee.” By their express terms §§ 203(o) and 254(a) do not apply to activities that occur during the continuous workday. See 29 U.S.C. § 203(o) (excluding time spent changing clothes or washing “at the beginning or end of each workday”), § 254(a) (limiting exclusion to activities “prior to the time on any particular workday at which such employee commences, or subsequent to the time on any particular workday at which he ceases, such principal activity or activities”); see also Alvarez, 546 U.S. at 37, 126 S.Ct. 514 (<HOLDING>). With these legal principles in mind, the",1709,293,0,case_hold_mc,holding that walking time performed after an employee performs the first principal activity and before the end of the last principal activity is not excluded by  254a,holding that agency relationship existed where principal paid plaintiff directly and written agreement stated agent was signing on behalf of principal,holding that a principal is bound by a contract entered into by the principals agent on her behalf if the agent had authority to bind the principal,holding that questioning of a juvenile by a principal in presence of a police officer did not constitute an interrogation because principal was sole questioner and was not acting as an agent for police,holding that where the first amendment does not protect a certain activity there can be no first amendment right of association to engage in that activity
4,"207 S.W. at 516. Similarly, when a widow filed suit in her individual capacity and later amended her pleadings to assert her capacity as administratrix, we held “[t]hat this defect did not prevent her suit from being ‘properly commenced,’ ” prior to expiration of the statute of limitations. Davis, 16 S.W.2d at 118. We noted that: The defect in her petition was that she sued as an individual, instead of as ad-ministratrix. She was the real party at interest, no matter by whom the suit was prosecuted. This action was commenced before it was barred under the terms of any statute of limitations by the filing of the original petition and the service of citation on the Director General. Id.; see also Mo., Kans. & Tex. Ry. Co. v. Wulf, 226 U.S. 570, 575-78, 33 S.Ct. 135, 57 L.Ed. 355 (1913) (<HOLDING>); Flores, 92 F.3d at 272-73 (5th Cir.1996)",2561,432,4,case_hold_mc,holding plaintiff stated claim in his individual capacity,holding that a pension plan participants son not designated a beneficiary lacked standing to maintain an erisa action in both his individual capacity and his capacity as the representative of the deceased participants estate,holding ftca jurisdictional requirements satisfied in wrongful death action by substituting husband in his individual capacity who had filed timely administrative claim for husband in his capacity as personal representative of decedents estate who had not filed claim and could not bring wrongful death action under state law,holding that nonsignatory wife asserting in her individual capacity claims for damages such as her own mental anguish and loss of consortium earnings companionship society and inheritance lacked the type of privity contemplated for the contracting parties to bind her to a contract that she did not sign in her individual capacity,holding that an amendment by a plaintiff to allege a claim in her representative capacity as adminis trator of estate under federal law related back to claims brought in her individual capacity under state law such an amendment was not equivalent to the commencement of a new cause of action so as to subject the amendment to the statute of limitations
5,"regarding the Marshals’ advance notice requirement did not, standing alone, provide the court with a basis upon which to grant a continuance under § 3161(h)(3). Compare United States v. Burrell, 634 F.3d 284, 292 (5th Cir.2011) (per curiam) (concluding the essential witness exclusion could not apply where the government failed to present any evidence showing its witness’s presence could not be obtained through reasonable efforts) and United States v. Ferguson, 574 F.Supp.2d 111, 115 (D.D.C.2008) (concluding an exclusion of time under § 3161(h)(3) was not warranted where the government failed to present any evidence to support its claim the Marshals were unable to transport two of its witnesses in time for trial) with United States v. Patterson, 277 F.3d 709, 711-12 (4th Cir.2002) (<HOLDING>). After concluding the district court violated",3416,582,0,case_hold_mc,holding the district court did not err in granting a continuance where the government presented testimony from a deputy marshal describing the hardship it would work on the agency,holding that trial court did not err,holding that the district court did not err in instructing the jury not to draw any adverse inferences from the governments failure to call a witness because the witness did not have a relationship with the government such that one would expect him to give testimony in favor of the government,holding that the trial court did not err in granting summary judgment to county on monell claim where plaintiff presented no evidence that similar conduct occurred in the past,holding that the trial court did not err by granting defendants motion for summary judgment
6,"improperly removed the action as there is no diversity of citizenship between the parties and the amount in controversy fails to meet the $75,000 threshold. (Dkt. No. 5.) Plaintiff seeks relief in the form of “compensatory, special and general damages in an amount according to proof at trial, but not less than $1,000,000.” (Dkt. No., Ex. A.) Plaintiff further states that the amount of the Note on the property in question is $440,000 (Id.) Accordingly, the Court finds that the amount in controversy requirement is satisfied. The question before the Court is whether, for the purposes of diversity jurisdiction, Wells Fargo is also a citizen of California. See, e.g., Uriarte v. Wells Fargo Bank, N.A., 2011 U.S. Dist. LEXIS 127497 at *9, 2011 WL 5295285 at *2-3 (S.D.Cal. Nov. 3, 2011) (<HOLDING>). But see Flores v. Wells Fargo Bank, N.A. 2012",4271,713,3,case_hold_mc,holding that for a domestic corporation the foreign principal place of business does not count,holding that the location of a corporations principal place of business for diversity purposes is the state where the corporation has its headquarters or nerve center,holding that if a domestic corporations principal place of business is abroad the foreign principal place of business cannot be considered for diversity jurisdiction purposes,holding that wells fargo is also a citizen of california where it has its principal place of business,holding that for diversity purposes a national bank is  a citizen of  the state of its principal place of business and the state listed in its organizational certificate
7,"a paid-up license was awarded. Although the jury heard evidence of two lump-sum licenses WhitServe had previously granted, the parties limited their damages arguments to past infringement rather than projected future infringement. The jury was instructed to award “damages,” which by definition covers only past harm. The jury’s verdict did not indicate that the award was meant to cover future use of WhitServe’s patents, and the trial court did not interpret the award as such. See Telcordia, 612 F.3d at 1377-78 (Fed.Cir.2010) (explaining trial courts have discretion to interpret verdict forms). We, accordingly, decline to find that post-trial relief was properly denied because a paid-up license was awarded. Cf. Innogenetics, N.V. v. Abbott Labs., 512 F.3d 1363, 1380-81 (Fed.Cir.2008) (<HOLDING>). As for the injunction, while the trial court",5126,855,0,case_hold_mc,holding that injunctive relief was unwarranted when the jurys award already included prospective relief,holding that the eleventh amendment precludes an award of injunctive or declaratory relief that is not prospective in nature,holding that eleventh amendment does not bar federal suit against state official for prospective injunctive relief,holding that a court may award injunctive relief against a state officer,holding that in a suit against state officials in their official capacities monetary relief unlike prospective injunctive relief is generally barred by the eleventh amendment
8,"of the Restatement of Torts, 2d.”). In Schmitz v. Smentowski, 109 N.M. 386, 785 P.2d 726 (1990), the Supreme Court of New Mexico stated: “We have also been very willing to adopt the view of the Restatement of Torts to assist our development of new tort areas.” 109 N.M. at 393, 785 P.2d at 736. The Supreme Court of New Mexico explained: Accordingly, New Mexico has recognized as tortious inducing a breach of contract, adopting the view promulgated in Restatement of Torts § 766 (1939). Wolf v. Perry, 65 N.M. 457, 461, 339 P.2d 679, 681 (1959)(requiring that “one who, without justification or privilege to do so, induces a third person not to perform a contract with another, is liable to the other for the harm caused thereby”); see also Williams v. Ashcraft, 72 N.M. 120, 381 P.2d 55 (1963)(<HOLDING>). We have adopted the cause of action of",5983,984,3,case_hold_mc,holding that sovereign immunity applies to claims alleging tortious interference with business relations because the tort requires proof of malice,recognizing the tort of interference with prospective contractual relations as a subspecies of the broader tort of interference with prospective economic advantage,recognizing tort of wrongful discharge,recognizing the tort of wrongful interference with anothers business relations,holding that the difference between interference with contract and prospective relations is that second tort requires showing of malice
9,"was involved.” Finally, we are not persuaded by Quin-tana’s argument that the government’s presentation of evidence that might have indicated Quintana was a manager necessarily demonstrated that the government was on notice regarding the managerial role criterion. In any drug conspiracy hearing, questions may be asked in an attempt to demonstrate the defendant’s involvement. Such questions do not mean that the government is attempting to prove the defendant served in a particular capacity. Based on the general nature of Quinta-na’s objections, and the course of the proceedings as just described, we are convinced that Quintana’s objections were not sufficiently specific to preclude the district court’s reliance on the PSR. See United, States v. Flores, 9 F.3d 54, 55-56 (8th Cir.1993) (<HOLDING>); see also, United States v. Coleman, 132 F.3d",6836,1133,1,case_hold_mc,holding that petitioners general objection to each and every recommendation was not specific enough to preserve an issue under section 10e,holding that a defendants general objection to his psrs recommendation of a sentence increase did not serve as an objection to specific factual allegations in the psr,holding that error was preserved by running objection because of defendants immediate objection to states specific question in combination with trial courts comments showing that it understood nature of defendants objection,holding that general objection did not preserve error on appeal,holding that an objection was adequate when the judge cut short the objection and the defendant was not afforded the opportunity to explain his objection fully
10,"in subsections (1) through (3). § 726.110 (emphasis added). The unambiguous text thus performs the exact function that distinguishes a statute of repose from a .statute of limitations; ,it extinguishes the cause of action rather than merely barring the remedy. For this reason, a number of courts in other jurisdictions interpreting various state codifications of the Uniform Act .have held that the statute is one of repose. See, e.g., MSKP Oak Grove, LLC v. Venuto, No. 10-6465(JBS/JS), 2014 WL 4385979, at *5 (D.N.J. Sept. 5, 2014) (“The use of the term ‘extinguished’ manifests legislative ■intent to eliminate a cause of action after a predetermined time period, a distinctive characteristic of a statute of repose.”); In re Jamuna Real Estate LLC, 365 B.R. 540, 567 (Bankr.E.D.Pa.2007) (<HOLDING>); Forman v. Jeffrey Matthews Fin. Grp., LLC,",7694,1263,3,case_hold_mc,holding that effect must be given if possible to every clause and word of a statute,holding that provision has the characteristics of a statute of repose,holding principle of statutory construction is to give effect to every clause and word of a statute,holding that provision is a statute of repose and noting that the word extinguished is emphasized because of its substantive effect,holding that provision is a statute of repose because by its own terms the provision does not just procedurally bar an untimely claim it substantively extinguishes the cause of action
