question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"against aiders and abettors of § 22(a) violations. To be sure, § 13(a) was amended in 1983 to remove language that limited its applicability to administrative proceedings, but we do not believe this alteration justifies construing the statute in such a way as to eviscerate the exclusivity proviso in § 22(a)(2). Rather, the better interpretation of this amendment is that it granted additional power to the CFTC to bring judicial, as well as administrative, proceedings against those who aid and abet violations of § 22(a). Plaintiffs argue that aiding and abetting liability under § 13(a) should be inferred into the statute in the same manner as responde-at superior liability has been imputed to principals through § 2(a)(1) of the CEA. See Bosco v. Serhant, 836 F.2d 271, 280 (7th Cir.1987) (<HOLDING>), cert. denied, 486 U.S. 1056, 108 S.Ct. 2824,",0,1,0,case_hold_mc,recognizing respondeat superior liability,holding that the liability reform act preempted in part the common law doctrine of respondeat superior,holding that a municipality cannot be liable on a respondeat superior theory,holding that employees defamatory statements made at work about matters relating to work were within the scope of their employment for purposes of respondeat superior and recognizing that californias respondeat superior doctrine imposes a broad rule of liability on employers,holding that county liability under  1983 cannot rest on a theory of respondeat superior
2,"excluded from participation in, be. denied the benefits of, or otherwise be subjected to discrimination under any program or activity for which the applicanVrecipient receives Federal financial assistance. The specific requirements of the United States Department of Transportation standard Civil Rights assurances with regard to the States’ highway safety program (required by 49 CFR 21.7 and on file with the U.S. DOT) are incorporated into this grant agreement. (See Pis.’ Opp’n, Ex. 27 at 2, ¶ 11; see also Pis.’ Tr. Ex. 27 at 4, ¶ 4.) Consequently, as intended third-party beneficiaries to contractual provisions like the one cited above, Plaintiffs have standing to enforce the Department’s promise to comply with Title VI and applicable regulatory requirements. See Lemon, 370 F.2d at 851 (<HOLDING>); see. also United States v. Frazer, 297",860,141,0,case_hold_mc,holding in class action educational desegregation case that when defendants received and accepted federal funds  they became bound bysection 601  2000d  consequently plaintiffs are entitled to bring this class action suit either under section 601 of the civil rights act of 1964  2000d or under the contractual assurances by which defendants are estopped to deny them the  rights to attend desegregated schools,holding that anesthesiologist whose staff privileges were terminated was not a hospital employee and thus could not bring suit under either the age discrimination in employment act or title vii of the civil rights act of 1964,holding that surgeon with surgical privileges was not an employee of hospital and thus could not bring suit under either the age discrimination in employment act or title vii of the civil rights act of 1964,holding that the right of all putative members of a proposed class in an action filed pursuant to kansass class action rule of civil procedure to file a separate action is preserved pending the determination of whether the initial case shall be maintained as a class action,recognizing that title vi of the civil rights act of 1964 and title ix of the educational amendments of 1972 created individual federal rights because those statutes were phrased with an unmistakable focus on the benefitted class
3,"as evidence of guilt, ""is at least a reliable method to eliminate a person as the unidentified speaker."" Id. at 383, 522 A.2d 405; see also id. at 383 n. 5, 522 A.2d 405 (""Similarly, in State v. Prudden, 212 N.J.Super. 608, 617, 515 A.2d 1260 (App.Div.1986), the court, while rejecting the use of footprint techniques to identify a defendant, recognized that the techniques were nevertheless sufficiently reliable to exclude a person as the guilty party.""). See generally Davis, supra, 96 N.J. at 621, 477 A.2d 308 (""We have recognized that standards of proof may vary depending upon the litigational context."") (citing Romano, supra, 96 N.J. 66, 474 A.2d 1; In re Polk License Revocation, 90 N.J. 550, 449 A.2d 7 (1982)); State v. Millett, 272 N.J.Super. 68, 98-99, 639 A.2d 352 (App.Div.1994) (<HOLDING>) (citing State v. Sturdivant, 31 N.J. 165, 179,",1714,273,2,case_hold_mc,holding that evidence is sufficient to support a conviction if viewing the evidence in the light most favorable to the prosecution any rational trier of fact could have found the essential elements  beyond a reasonable doubt,holding that a reviewing court must determine whether viewing the evidence in the light most favorable to the prosecution any rational trier of fact could have found proof beyond a reasonable doubt of each of the essential elements of the crime charged,recognizing that a criminal defendant may present evidence if the proof offered has a rational tendency to engender a reasonable doubt with respect to an essential feature of the states case,holding that a verdict must be sustained against a sufficiency of the evidence challenge if any rational trier of fact could have found the essential elements of the charged crime beyond a reasonable doubt,holding that proof of a criminal charge beyond a reasonable doubt is required by the constitution
4,"is a right to ‘draw[] from [a] sti-eam of income that ... begins to flow’ on retirement, as that stream is then defined,” and the “stream’s volume at retirement may depend on vai-ious events or conditions after separation and even after dissolution.” Lehman, 74 Cal.Rptr .2d 825, 955 P.2d at 454-55, quoting In re Marriage of Cornejo, 13 Cal.4th 381, 53 Cal.Rptr.2d 81, 916 P.2d 476, 478 (Cal.1996). California courts recognize the first years of employment during a marriage must be given just as much weight as the years after separation, and a post-sepai-ation increase in a pension’s value from continued employment is not entirely separate property, because the pension’s value ordinarily is dependent upon the total number of years of employment. Lehman, 74 Cal.Rptr.2d 825, 955 P.2d at 456 (<HOLDING>); In re Marriage of Judd, 68 Cal.App.3d 515,",2574,416,2,case_hold_mc,holding that a spouses military retirement benefits were community property even though the employee spouse enlisted in the united states air force six years prior to the marriage,holding railroad retirement benefits are not community property by congressional action,holding a nonemployee spouse who holds a community pioperty interest in an employee spouses retirement benefits owns a community property interest in the latters iethement benefits as enhanced by eaily xetirement incentives,holding that employee spouses accrued but unvested retirement benefits are a contingent property interest and a community asset,holding that a nonemployee spouse holds a community marital property interest in pension plan early retirement enhancements because practically by definition the right to retirement benefits that accrues at least in part during marriage before separation underlies any right to an enhancement
5,"leaving us with no basis for an appellate review. See Anthony v. Marion County General Hospital, 617 F.2d 1164 (5th Cir.1980). Similarly, the court determined the amount of the award without any reference to the guidelines established in Johnson v. Georgia Highway Express, Inc., 488 F.2d 714 (5th Cir.1974). The court’s reasons for its award are essential if we are to review the reasonableness of the award. Brown v. Bullard Independent School District, supra. Normally, we would remand to the district court for specific findings on whether White’s suit was without merit. A remand is not necessary, however, if the record would not support a finding that White’s suit was frivolous. See Stenseth v. Greater Fort Worth & Tarrant County Community Action Agency, 673 F.2d 842 (5th Cir.1982) (<HOLDING>); Crawford v. Western Electric Co., 614 F.2d",3433,556,2,case_hold_mc,holding that va must follow its own regulations,holding that the eleventh amendment protects a state from suit by its own citizens,holding suit not frivolous where agency did not follow its own manual,holding that an employers mere failure to follow its own rules and regulations does not give rise to a protected property interest,holding state immune from suit brought by its own citizens
6,"this threshold requirement. 1. Refusal and Inconsistency The parties vigorously contest whether D.J.’s trial testimony was inconsistent with her statements in the video. The government contends that D.J. refused to testify and that her refusal was inconsistent with the statements in her CAC interview. Appellant contends that because D.J. did not give any trial testimony related to the first time she was abused, there was no testimony for her prior statement to be inconsistent with. If anything, he argues, DJ.’s testimony was consistent with her C lding that refusal to testify about an event has the same evasive effect as a claim of memory loss and thus is inconsistent with a witness’s prior statements describing that event. E.g., United States v. Truman, 688 F.3d 129, 142 (2d Cir.2012) (<HOLDING>); United States v. Iglesias, 535 F.3d 150, 159",4287,693,3,case_hold_mc,holding that government could not impeach witness with prior statement because he refused to answer any questions and thus gave no testimony in court with which the prior statement could be judged to be inconsistent,holding that when a witness who testifies frankly under oath subject to crossexamination only two days later states that he now cant answer the question and is otherwise evasive and vague a district court may find that these statements are inconsistent,recognizing that trial court has duty to determine whether witness silence is properly grounded in fifth amendment and to require witness to answer where refusal to testify is not warranted,holding that where a witness who testifies under oath and is subject to crossexamination in a prior state court proceeding explicitly refuses to answer the same questions at trial the refusal to answer is inconsistent with his prior testimony,holding failure to object to conditioning instructions waived error arising from the jurys failure to answer question when answer could not be implied and that lack of objection waived right to new trial to have jury answer questions
7,"violation of the Decedent’s constitutional rights. Wrongful death recovery under § 1983 has “generated considerable confusion and disagreement.” Rhyne v. Henderson County, 973 F.2d 386, 390 (5th Cir.1992) (quoting Crumpton v. Gates, 947 F.2d 1418, 1420 (9th Cir.1991)). The Supreme Court has not yet addressed this issue, and, while the circuits are divided over whether such recovery is appropriate, we have consistently allowed it. See Rhyne, 973 F.2d at 390-91 (summarizing the line of cases permitting such recovery); Brazier, 293 F.2d at 406-07. Wrongful death statutes create new causes of action on behalf of the statutorily-designated persons in order to compensate them for the death of the decedent. See, e.g., Thames v. Mississippi ex rel. Shoemaker, 117 F.2d 949, 951 (5th Cir.1941) (<HOLDING>). Unlike a survival action, a wrongful death",5148,831,3,case_hold_mc,holding that a cause of action for wrongful death is an asset of an estate,recognizing cause of action for wrongful discharge,recognizing cause of action for wrongful death,holding that mississippis wrongful death statute creates an independent cause of action,holding that plaintiffs failure to prove decedents death was caused by the wrongful acts of the defendant precludes any recovery of wrongful death damages under mississippis wrongful death statute
8,"based on clearly erroneous facts”). For substantive reasonableness, the linchpin is “a plausible sentencing rationale and a defensible result.” United States v. Pol-Flores, 644 F.3d 1, 4-5 (1st Cir.2011) (internal quotation marks omitted). An established roadmap exists to guide sentencing courts when discerning a reasonable sentence, which begins with assessing the GSR. See Gall, 552 U.S. at 49-50, 128 S.Ct. 586; United States v. Madera-Ortiz, 637 F.3d 26, 29-30 (1st Cir.2011); United States v. Martin, 520 F.3d 87, 91-92 (1st Cir.2008). The sentencing court must also consider a number of relevant factors, see 18 U.S.C. § 3553(a), but “the weighting of those factors is largely within the court’s informed discretion.” Clogston, 662 F.3d at 593; see Gall, 552 U.S. at 49-50, 128 S.Ct. 586 (<HOLDING>). Indeed, “[t]here is no single reasonable",6005,962,2,case_hold_mc,holding that district court must conduct individualized assessment based on particular facts of each case,recognizing that the district court must place on the record an individualized assessment based on the particular facts of the case before it and that the individualized assessment  must provide a rationale tailored to the particular ease at hand and be adequate to permit meaningful appellate review,holding that while the gsr is a valuable starting point the sentencing judge must make an individualized assessment based on the facts presented,recognizing that sentencing facts are based on the evidence and testimony presented at sentencing under a preponderance of the evidence standard,recognizing that the district court must place on the record an individualized assessment based on the particular facts of the case before it and that the individualized assessment  must provide a rationale tailored to the particular case at hand and be adequate to permit meaningful appellate review
9,"in the order suggests that the district court independently evaluated the validity of the settlement agreement or passed upon the propriety of the City’s development decision. Cf. State ex rel. Martinez v. Kerr-McGee Corp., 120 N.M. 118, 122, 898 P.2d 1256, 1260 (Ct. App.1995) (observing that it would be “unfair to presume prior determination of an issue from the mere fact of settlement when the contrary may more likely be true”). We regard this seemingly technical distinction as something of substantive import. {13} As an approval of no more than a stipulation to dismiss because of a settlement agreement, the district court order does not represent an adjudication of rights that is entitled to preclusive effect. Cf. Sanchez v. Saylor, 2000-NMCA-099, ¶¶ 24-25,129 N.M. 742, 13 P.3d 960 (<HOLDING>). In other words, the nature of Wal-Mart’s suit",6861,1094,0,case_hold_mc,holding that a bankruptcy courts approval of sale did not bar a subsequent action for conversion because the matter under consideration was not actually litigated in the bankruptcy proceedings the action for conversion did not constitute an impermissible collateral attack on a federal judgment,holding complaint was not based on a conversion claim but was a declaratory judgment action thus not governed by conversion statute of limitations,holding that facts as they existed on the date of the original bankruptcy petition not on the date of conversion from chapter 13 to chapter 7 bankruptcy applied,holding that the 1994 amendment to  348 of the bankruptcy code should control in preamendment ongoing cases and that the debtors tort causes of action that accrued while the case was proceeding under chapter 13 did not become property of the estate or subject to the bankruptcy proceedings upon conversion of the case to chapter 7 proceedings,recognizing bankruptcy courts jurisdiction over such a collateral attack
10,"J. Justin Lamar Jones seeks a writ of habeas corpus, alleging one claim of ineffective assistance of appellate counsel. Specifically, he argues the attempted manslaughter jury instruction given in his case constituted fundamental error, and counsel’s failure to raise the issue on direct appeal constituted ineffective assistance. . We grant the petition. See Pierce v. State, 121 So.3d 1091, 1093-94 (Fla. 5th DCA 2013) (<HOLDING>). Jones was charged with attempted first-degree",7722,1232,1,case_hold_mc,recognizing that ineffective assistance of appellate counsel claims not premised on procedurally barred claims can be raised for the first time on appeal by new appellate counsel and are not limited to habeas review,holding failure of appellate counsel to argue on direct appeal that instructions for attempted manslaughter by act were fundamentally flawed constituted ineffective assistance of appellate counsel,holding no ineffective assistance of appellate counsel claim for failure to raise as basis for appeal of conviction ineffective assistance of trial counsel where basis for the latter claim was inadequate,recognizing that strickland applies to ineffective assistance of appellate counsel claims,holding that res judicata does not bar a defendant from raising a claim of ineffective assistance of trial counsel for the first time in a postcollateral proceeding if the defendant was represented by the same counsel at trial and on direct appeal or if an actual conflict of interest enjoined appellate counsel from raising a claim of ineffective assistance of trial counsel on direct appeal
