question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,What is the purpose of a pesticide?,"Pesticides are substances meant for attracting, seducing, and then destroying any pest",0,1,Pesticide,squad_extractive
2,What are pesticides most commonly used for?,The most common use of pesticides is as plant protection products,117,19,Pesticide,squad_extractive
3,What can pesticides protect plants from?,"protect plants from damaging influences such as weeds, fungi, or insects",242,39,Pesticide,squad_extractive
4,What is the difference between a pesticide and a plant protection product?,pesticides are also used for non-agricultural purposes,480,79,Pesticide,squad_extractive
5,"What item commonly used in hospitals, schools and offices is a pesticide?",sanitizer,827,116,Pesticide,squad_extractive
6,Are pesticides chemical or biological agents?,a pesticide is a chemical or biological agent,851,119,Pesticide,squad_extractive
7,What are three pests pesticides target?,"plant pathogens, weeds, mollusks",1059,148,Pesticide,squad_extractive
8,What are pesticides meant to prevent?,"destroy property, cause nuisance, or spread disease, or are disease vectors",1157,160,Pesticide,squad_extractive
9,What are possible cons of pesticides?,potential toxicity to humans and other species,1303,181,Pesticide,squad_extractive
10,Give three examples of target organisms of pesticides.,"herbicides, insecticides, fungicides",1570,218,Pesticide,squad_extractive
11,What is one way to group pesticides?,chemical structure,1654,227,Pesticide,squad_extractive
12,What are the two types of biopesticides?,microbial pesticides and biochemical pesticides,1855,250,Pesticide,squad_extractive
13,Which type of pesticides have seen rapid growth in development?,"Plant-derived pesticides, or ""botanicals",1904,255,Pesticide,squad_extractive
14,Organochlorine hydrocarbons effect what balance of the nerve fiber?,sodium/potassium,2414,314,Pesticide,squad_extractive
15,Why was the use of organochlorine hydrocarbons ended?,because of their persistence and potential to bioaccumulate,2564,336,Pesticide,squad_extractive
16,Organophospates and carbamates cause which symptoms?,weakness or paralysis,2868,372,Pesticide,squad_extractive
17,What type of herbicide selectively kills broad leef weeds?,Phenoxy compounds,3258,421,Pesticide,squad_extractive
18,What essential plan funtion is interrupted by triazines?,photosynthesis,3544,460,Pesticide,squad_extractive
19,What is one way you could group pesticides?,application method,3732,484,Pesticide,squad_extractive
20,What is the main way that peticides perform their function?,by poisoning pests,3773,489,Pesticide,squad_extractive
21,In which direction do systemic pesticide generally travel through a plant?,movement is usually upward,3914,510,Pesticide,squad_extractive
22,Which parts of a plant do systemic pesticides generally attack?,pollen and nectar in the flowers,4048,529,Pesticide,squad_extractive
23,Pesticides can be used to stop the spread of what dieseases?,"West Nile virus, yellow fever, and malaria",4334,571,Pesticide,squad_extractive
24,What sort of pesticides would you find in ponds and lakes?,Herbicides,4781,644,Pesticide,squad_extractive
25,Which agency regulates safety of pesticides in the US?,Environmental Protection Agency (EPA),5399,743,Pesticide,squad_extractive
26,Which agency regulates safety of pesticides in Canada?,Pest Management Regulatory Agency,5445,749,Pesticide,squad_extractive
27,What kind of pesticide is DDT?,an organochlorine,5538,764,Pesticide,squad_extractive
28,Why have DDTs been banned in some areas?,persistence in the environment and human toxicity,5824,807,Pesticide,squad_extractive
29,Is DDT 100% guaranteed to work?,DDT use is not always effective,5875,814,Pesticide,squad_extractive
30,How may species have been found to be resistant to DDT?,nineteen,5984,835,Pesticide,squad_extractive
31,On estimate how many megatonnes of pesticides were used between 2006 and 2007?,approximately 2.4,6080,851,Pesticide,squad_extractive
32,What amount of conventional pesticide use does the agricultural sector account for?,80%,6507,916,Pesticide,squad_extractive
33, Pesticides contain at least how many ingredients?,"more than 1,055",6801,962,Pesticide,squad_extractive
34,How maney pesticides are offered for sale in the US?,"over 20,000",6874,972,Pesticide,squad_extractive
35,What amount is spent annualoy on pesticides?,$10 billion,7119,1014,Pesticide,squad_extractive
36,What do monetary savings in crops from the use of pesticide amount to?,$40 billion,7155,1020,Pesticide,squad_extractive
37,How are consumers able to benefit from saved crops?,vast quantities of produce available year-round,7450,1072,Pesticide,squad_extractive
38,How is the health of the general publis affected by pesticides?,control of insect-borne diseases and illnesses,7567,1090,Pesticide,squad_extractive
39,In which area do pesticides creat jobs?,agrichemical sector,7692,1110,Pesticide,squad_extractive
40,Can pesticides have a serious effect on people?,cause acute and delayed health effects,7729,1114,Pesticide,squad_extractive
41,What is one of the most serious effects of exposure to pesticides?,cancer,8041,1162,Pesticide,squad_extractive
42,What is thought to possibly cause neurobehavioral alterations?,organophosphate insecticide exposures,8316,1200,Pesticide,squad_extractive
43,How many workers in agriculture die a year from severly poisining pesticides in developing countries?,"18,000",8718,1251,Pesticide,squad_extractive
44,Why are 99% of pesticide related deaths in underdeveloped countries?,inadequate regulation,8747,1257,Pesticide,squad_extractive
45,"In developing countries, how many workers are exposed to mild pesticide poisining?",as 25 million,8933,1285,Pesticide,squad_extractive
46,What careers put people in danger of being exposed to pesticide poisining?,"groomers, groundskeepers, and fumigators",9166,1320,Pesticide,squad_extractive
