question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,During World War II what resistance movement did he lead?,"the Partisans,",268,49,Josip_Broz_Tito,squad_extractive
2,"In the Non-Aligned Movement, which Egyptian leader did Tito work with?",Gamal Abdel Nasser,911,146,Josip_Broz_Tito,squad_extractive
3,What position in the League of Communists of Yugoslavia was Tito?,General Secretary,973,157,Josip_Broz_Tito,squad_extractive
4,During what years did Tito lead the Partisans?,1941–45,1159,187,Josip_Broz_Tito,squad_extractive
5,What foreign decorations did Tito recieve?,Legion of Honour and the Order of the Bath,1627,260,Josip_Broz_Tito,squad_extractive
6,Who captured him during World War I?,the Imperial Russians,1949,312,Josip_Broz_Tito,squad_extractive
7,Tito joined which unit in Omsk?,Red Guard,2106,340,Josip_Broz_Tito,squad_extractive
8,When did Tito implement a self-management system that differentiated Yugoslavia from other socialist coutnries?,1951,2695,437,Josip_Broz_Tito,squad_extractive
9,In what year was Broz born?,1892,3423,554,Josip_Broz_Tito,squad_extractive
10,What position in the army did he become after office school?,sergeant,4707,773,Josip_Broz_Tito,squad_extractive
11,What competition did he win a silver medal in?,fencing,4820,794,Josip_Broz_Tito,squad_extractive
12,For what crime was he arrested?,anti-war propaganda,4940,817,Josip_Broz_Tito,squad_extractive
13,Where was Tito serioiusly wounded and captured by the Russians at?,Bukovina,5391,892,Josip_Broz_Tito,squad_extractive
14,How long was Broz in the hospital?,13 months,5463,903,Josip_Broz_Tito,squad_extractive
15,Where was Broz's work camp?,Ural Mountains,5526,917,Josip_Broz_Tito,squad_extractive
16,What position was he selected for at work camp?,camp leader,5580,925,Josip_Broz_Tito,squad_extractive
17,Where did Broz flee to after a White counteroffensive?,Kirgiziya,6244,1038,Josip_Broz_Tito,squad_extractive
18,Who was elected mayor of Zagreb after the Communists won 59 parliamentary seats?,Svetozar Delić,7022,1170,Josip_Broz_Tito,squad_extractive
19,Where did Broz move in 1921?,Veliko Trojstvo,7426,1234,Josip_Broz_Tito,squad_extractive
20,Who became his ideological mentor in prison?,"Moša Pijade,",8143,1363,Josip_Broz_Tito,squad_extractive
21,When was Tito sent to Vienna?,1934,8302,1388,Josip_Broz_Tito,squad_extractive
22,Who did Stalin have murdered in 1937?,Milan Gorkić,9070,1515,Josip_Broz_Tito,squad_extractive
23,When did German forces launch an invasion of Yugoslavia?,6 April 1941,9185,1530,Josip_Broz_Tito,squad_extractive
