question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,What could yield one of the highest quality stones?,diamond unearthed in the southern African nation of Lesotho,11,4,newsqa_extractive
2,Where was the diamond mine found?,African nation of Lesotho,45,9,newsqa_extractive
3,What could the diamond yield?,and highest quality round polished,102,19,newsqa_extractive
4,How many carats is the stone?,478-carat,242,40,newsqa_extractive
5,What size is the diamond?,478-carat,242,40,newsqa_extractive
6,What was found at a mine in Lesotho?,478-carat diamond,242,40,newsqa_extractive
7,What is the carat weight of the gem?,478-carat,242,40,newsqa_extractive
8,How many carats was the stone?,478-carat,242,40,newsqa_extractive
9,Where was the diamond found?,southern African nation of Lesotho.,267,44,newsqa_extractive
10,What was the final score?,1-1 draw,1583,278,newsqa_extractive
11,Who is Adrian mutu?,Fiorentina striker,1696,295,newsqa_extractive
12,Who scored for Fiorentina?,Adrian Mutu,1715,297,newsqa_extractive
13,Who lifted the ban on foreigners?,Chinese government,2810,486,newsqa_extractive
14,What did China lift a ban on?,"20-year-old rule that banned foreigners with HIV and AIDS,",2842,491,newsqa_extractive
15,In what way did the Ban cause problems?,when the country was hosting international events.,3203,545,newsqa_extractive
16,What amount of people were living with HIV in China?,"740,000",3624,608,newsqa_extractive
17,How many people were estimated to be living in China with HIV according to the health ministry since October 2009?,"740,000",3624,608,newsqa_extractive
18,What does reformist newspapers report?,leader Mir Hossein Moussavi plans to form a new political party aimed at,4175,694,newsqa_extractive
19,What did Moussavi's loss lead to?,form a new political party,4212,700,newsqa_extractive
20,Who is to be sworn in?,Mahmoud Ahmadinejad,4764,782,newsqa_extractive
21,What sparked a mass protest?,Iran's disputed presidential election,4891,802,newsqa_extractive
22,What number were killed?,33,5682,921,newsqa_extractive
23,How many people are dead?,33,5682,921,newsqa_extractive
24,How many people were killed?,33,5682,921,newsqa_extractive
25,What has the flood done?,"killed at least 22 people and left more than 3,500 residents homeless,",5845,945,newsqa_extractive
26,How many people were affected by flooding?,"35,000",6359,1028,newsqa_extractive
27,How many schools will reopen monday.,165,7058,1141,newsqa_extractive
28,How many schools were closed in total?,174,7069,1144,newsqa_extractive
29,What number of schools closed?,174,7069,1144,newsqa_extractive
30,How many schools were closed?,174,7069,1144,newsqa_extractive
31,What city was filling sandbags?,"Fargo, North Dakota,",7388,1193,newsqa_extractive
32,what does the Fargo spokeswoman say?,"They hoped to fill 1 million,",7630,1234,newsqa_extractive
33,what is the city's goal,"fill 1 million,",7644,1237,newsqa_extractive
34,How many sandbags do they want to fill?,"1 million,",7649,1238,newsqa_extractive
35,who issued flood warning?,The National Weather Service,7995,1302,newsqa_extractive
36,what has the National Weather Service done,issued a flood warning,8024,1306,newsqa_extractive
37,What did the NWS issue?,a flood warning,8031,1307,newsqa_extractive
38,Who had a relationship with Tila Tequila?,"Casey Johnson,",8627,1410,newsqa_extractive
39,What caused death of Casey Johnson?,natural causes,8692,1421,newsqa_extractive
40,What kill Coroner?,"natural causes related to diabetes,",8692,1421,newsqa_extractive
41,What caused Johnson's death?,"natural causes related to diabetes,",8692,1421,newsqa_extractive
42,what says Coroner?,"She died of diabetic ketoacidosis,",9088,1479,newsqa_extractive
43,What does the coroner say?,"She died of diabetic ketoacidosis,",9088,1479,newsqa_extractive
44,What disease had been untreated?,diabetes.,9221,1499,newsqa_extractive
45,Who rescued the elephants?,Staff and tourists at Kapani Safari Lodge,10381,1687,newsqa_extractive
46,What got stuck in the mud at the game lodge?,a mother and baby elephant,10462,1701,newsqa_extractive
47,What get stuck in a mud at game lodge in Zambia?,mother and baby elephant,10464,1702,newsqa_extractive
48,Where were the Mother and baby elephant stuck?,in mud.,10504,1708,newsqa_extractive
49,Elephants were at risk of what?,"slowly die,""",10568,1719,newsqa_extractive
50,Who recued the elephants?,"South Luangwa Conservation Society (SLCS) and the local wildlife authority,",10639,1730,newsqa_extractive
51,What was used to rescue the elephants?,tractor and rope.,11399,1867,newsqa_extractive
52,Where was the fugitive apprehended?,"Israel,",11675,1912,newsqa_extractive
53,What was the fugitive's name?,"Micky Louis Mayon,",11771,1926,newsqa_extractive
54,What is the fugitive's name?,"Micky Louis Mayon,",11771,1926,newsqa_extractive
55,Who did Israeli authories apprehend?,"Micky Louis Mayon,",11771,1926,newsqa_extractive
56,Who is Micky Louis Mayon?,"one of the 100 most wanted people in the United States,",11882,1944,newsqa_extractive
57,Who apprehended the fugitive?,"Israeli immigration authorities,",12123,1985,newsqa_extractive
58,What is the Klan member accused of?,"of setting a judge's car on fire in Pennsylvania,",12993,2124,newsqa_extractive
59,What are the government responding to?,"a spate of attacks allegedly by a drug cartel,",13120,2147,newsqa_extractive
60,What has more than tripled?,"the number of federal police officers patrolling the state of Michoacan,",13192,2160,newsqa_extractive
61,Where were the deadly attacks?,"Michoacan state,",13322,2180,newsqa_extractive
62,What caused the sudden spike in violence?,"followed the arrest Saturday of Arnoldo Rueda Medina,",13784,2250,newsqa_extractive
63,Who have been accused of the slayings?,The Michoacan cartel,14206,2312,newsqa_extractive
64,How many police officers is La Familia accused of killing?,12 federal,14261,2322,newsqa_extractive
65,What  person got married in Montana?,David Letterman,15055,2456,newsqa_extractive
66,Which talk show host married Regina Lasko?,David Letterman,15055,2456,newsqa_extractive
67,What talk-show host?,David Letterman,15055,2456,newsqa_extractive
68,What did he talk about on Monday night?,"David Letterman married his longtime girlfriend,",15055,2456,newsqa_extractive
69,The talk show host married whom?,"his longtime girlfriend, Regina Lasko,",15079,2459,newsqa_extractive
70,Where were Lasko and Letterman married?,"courthouse in Choteau, Montana,",15308,2496,newsqa_extractive
71,What Monday night show?,"with David Letterman""",15403,2511,newsqa_extractive
72,Do they have a child?,"a son, Harry.",15976,2612,newsqa_extractive
73,What makes hard landing near busy road?,single-engine plane,16609,2735,newsqa_extractive
74,Where did the Beechcraft make a hard landing?,"outside a bank in Oklahoma City, Oklahoma,",16646,2739,newsqa_extractive
75,When did the plane develop engine problems?,"shortly after leaving the city's Wiley Post Airport,",16888,2777,newsqa_extractive
76,Where were the fliers headed?,"Enid, Oklahoma,",17478,2876,newsqa_extractive
77,Where were fliars headed?,"Enid, Oklahoma,",17478,2876,newsqa_extractive
78,What city in Oklahoma were fliers on the Beechcraft originally headed when beginning their flight?,"Enid,",17478,2876,newsqa_extractive
79,What do new rules require?,short-term visitors must register,18327,3021,newsqa_extractive
80,What do the new rules require visa-free visitors to do?,must register their details online at least three days before they depart.,18347,3023,newsqa_extractive
81,What do the new rulres require visa-free visitors to the U.S. to do?,register,18352,3024,newsqa_extractive
82,What system debuted this month?,for Travel Authorization,18633,3069,newsqa_extractive
83,When does the system become mandatory?,"January 12, 2009.",18699,3078,newsqa_extractive
84,When will the system become compulsory?,"January 12, 2009.",18699,3078,newsqa_extractive
85,How many hours can the process take?,72,19017,3129,newsqa_extractive
86,The process could take how many hours?,72,19017,3129,newsqa_extractive
