question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"Aug. 23, 2010). 3 The Superior Court Rules make the Federal Rules of Civil Procedure 26 through 37 applicable for the purposes of discovery in all civil cases. See SUPER. Ct. R. 39. 4 We note that the Superior Court held the Molloys to the wrong standard, requiring them to prove personal jurisdiction by a preponderance of the evidence without holding an evidentiary hearing. Instead, as we stated above, the Superior Court should only have required the Molloys to make a prima facie showing supported by competent evidence. Additionally, the trial court, after reciting the undisputed facts presented by both parties’ submissions, focused on what contacts the defendants lacked, instead of analyzing and considering what contacts BCBSAhad with the Virgin Islands. See Metcalfe, 566 F.3d at 332 (<HOLDING>). Notwithstanding these errors, because our",0,1,4,case_hold_mc,holding that proper focus is reasonableness of inquiry not frivolousness,holding that the courts analysis should focus on the nature of the abuse injuries inflicted and the effect of both,holding that the conspiracy theory of personal jurisdiction requires that the outofstate coconspirator was or should have been aware of the acts performed in the forum state in furtherance of the conspiracy,holding that in determining whether a crime is a continuing offense the court must focus on the nature of the substantive offense and not on the specific characteristics of the conduct in the case at issue,holding that the proper focus should be on whether the outofstate defendant engaged in any act that might provide the court with jurisdiction
2,"of undisputed facts as admitted, however, the court implicitly chose to base its decision on all of the evidentiary materials in the record on summary judgment. See Tipton v. Bergrohr GMBH-Siegen, 965 F.2d 994, 998 (11th Cir.1992) (“In opposing summary judgment, the nonmoving party may avail itself of all facts and justifiable inferences in the record taken as a whole.”); Tippens v. Celotex Corp., 805 F.2d 949, 952 (11th Cir.1986) (“The District Court shall consider all evidence in the record when reviewing a motion for summary judgment— pleadings, depositions, interrogatories, affidavits, etc. — and can only grant summary judgment if everything in the record ... demonstrates that no genuine issue of material fact exists.”) (internal quotation marks omitted); Holtz, 258 F.3d at 73 (<HOLDING>) (internal quotation marks and citations",857,135,0,case_hold_mc,holding that while a court is not required to consider what the parties fail to point out in their local rule 561 statements it may in its discretion opt to conduct an assiduous review of the record even where one of the parties has failed to file such a statement,holding that in its review of the irs exercise of discretion the court is limited to a review of the administrative record,holding parties to an exculpatory clause where the parties intent is clear,holding that an appellate court has discretion to consider an issue not argued by the parties,holding that parties can stipulate that they were both parties to a contract and thus the real parties in interest even when one party did not sign the contract
3,"L.Ed.2d at 1035-86). Unfortunately, the adjective ""readily"" is subject to differing interpretations, and there has been disagreement regarding the meaning of ""readily mobile."" Decisions of the Indiana Court of Appeals are not consistent regarding whether automobiles under police observation or control are readily mobile so as to be subject to warrantless search under the automobile exception. E.g., compare, v. State, T5 N.E.2d 1207, 1211 (Ind.Ct.App.2002) (legally parked automobile surrounded by police officers held not inherently mobile to qualify for automobile exeeption), transfer denied, and Edwards v. State, 768 N.E.2d 506, 508-09 (Ind.Ct.App.2002) (impounded vehicle no longer ""inherently mobile""), trams. not sought, with Johnson v. State, 766 N.E2d 426, 483 (Ind.Ct.App. 2002) (<HOLDING>), trans. demied, and Justice v. State, 765",1707,265,1,case_hold_mc,holding that even a driver not listed as an authorized driver for a rental car could nevertheless have an expectation of privacy if given permission to use the car by an authorized driver,holding that ready mobility existed when a car was capable of being driven even after the driver was arrested and despite the absence of other potential drivers,holding that ocga  40520 as safeharbor provision requires a defendant to produce a drivers license that was valid at the time the vehicle was being driven,holding warrantless search of vehicle was improper where car was not stopped on a highway but was parked at a residence with no occupants inside or near the vehicle and capable of being driven away by the turn of an ignition key,holding detention lawful when police referred driver to secondary to check ownership of the vehicle after the driver admitted that the car did not belong to him and the registration revealed that the car was owned by another
4,"provider in the course of treatment. In cases involving successive tortfeasors whose separate causal contributions to the plaintiff’s harm can be measured, the doctrine of joint and several liability applies only to the enhanced portion of the injury. See Keeton et al. § 52, at 352 (discussing distinction between original tortfeasor’s liability, which encompasses entire injury, and treating physician’s liability, which extends only to negligent treatment); Restatement (Second) of Torts § 433A cmt. c. 17. Even though the original tortfeasor may be held hable for both the original and the enhanced injury, the imposition of entire liability is only temporary. The original tortfeasor, whose duty is of a different character and who is not in pari delicto with a successive 35, 42 (1985) (<HOLDING>). Thus liability for the enhanced injury may be",2560,385,4,case_hold_mc,recognizing the right under federal maritime law to contribution or indemnity from another tortfeasor,holding that contribution will lie where no statute precludes recovery from the joint tortfeasor against whom contribution is sought,holding original tortfeasor had no right to indemnification because it was not an innocent party,recognizing a right to contribution,holding original tortfeasor had no right to indemnification because claim properly was for contribution
5,"all of the circumstances, to apprise interested parties of the pendency of the settlement proposed and to afford them an opportunity to present their objections. See, e.g., Mullane v. Central Hanover Bank & Trust Co., 339 U.S. 306, 314, 70 S.Ct. 652, 94 L.Ed. 865 (1950) (“An elementary and fundamental requirement of due process in any proceeding which is to be accorded finality is notice reasonably calculated under all the circumstances, to apprise interested parties of the pendency of the action and afford them an opportunity present their objections.”); Mars s case clearly satisfies all of the necessary requirements. The Class Notice indicates the nature of the pending litigation. Stipulation of Settlement, Ex. F-2, at 4-7. The Class Notice indicates that any 00, 503 (10th Cir.1975) (<HOLDING>). 117. Though the Court will address all of the",3417,518,1,case_hold_mc,holding that notice of judgment was insufficient,holding that notice apprised class members sufficiently of information that notice was intended under the rule to convey,holding that notice to the attorney of record constitutes notice to the petitioner,holding that notice to supervisor is notice to city,holding that entry of settlement decree without notice to putative class members violated the due process rights of the class members
6,"have read the Supreme Court’s discretionary function cases as denying protection to actions that are unauthorized because they are unconstitutional, proscribed by statute, or exceed the scope of an official’s authority.” Thames Shipyard & Repair Co. v. United States, 350 F.3d 247, 254-55 (1st Cir.2003) (col lecting cases). However, we have not resolved whether the discretionary function exception extends to actions that are otherwise outside the scope of an official’s actual federal authority, and we need not do so here. Nor do we address whether Desrosiers had implied federal authority to participate in the arrest to the limited extent of swearing out the criminal complaint, receiving the arrest warrant, and assisting Wing in the execution of that warrant. See, e.g., id. at 260 (<HOLDING>). Assuming, arguendo, that the USPS is not",4278,655,0,case_hold_mc,holding that the discretionary function exception applied where the coast guard had implied statutory authority to order the evacuation of a sinking ship,holding that the coast guards forcible evacuation of a sinking sea vessel constituted a seizure of the persons therein,holding that the discretionary function does not apply where the decisionmaker lacks authority,holding that the discretionary function exception may apply in the absence of a conscious decision ,recognizing a discretionary function exception to that waiver
7,"supervisory official may be liable because he or she created a policy or custom under which unconstitutional practices occurred, or allowed such a policy or custom to continue. [4] [A] supervisory official may be personally liable if he or she was grossly negligent in managing subordinates who caused the unlawful condition or event. [5] [Supervisory liability may be imposed where an official demonstrates “gross negligence” or “deliberate indifference” to the constitutional rights of inmates by failing to act on information indicating that unconstitutional practices are taking place. Wright, 21 F.3d at 501; see Colon v. Coughlin, 58 F.3d 865, 873 (2d Cir.1995); Williams v. Smith, 781 F.2d 319, 323-24 (2d Cir.1986) (citations omitted); McCann v. Coughlin, 698 F.2d 112, 125 (2d Cir.1983) (<HOLDING>). A review of the plaintiffs complaint reveals",5128,787,3,case_hold_mc,holding that a defendant is not entitled to relief from default judgment because notice to an attorney of filing of motions and orders is constructive notice to the client even when the client did not have actual notice,holding that a defendant is entitled to credit only for periods in which defendant is in actual or constructive control of jail or prison officials,holding that because the hospital had no actual or constructive notice that the parties were separated at the time services were rendered the separation exception did not apply,holding that defendant coughlin had actual or constructive notice of unconstitutional procedures and therefore could not escape personal responsibility,holding trial court and appellate court erred in requiring defendant to show he had meritorious defense when record established that defendant had filed answer but had no actual or constructive notice of trial setting
8,"for the offenses on different days and under different cause numbers. Kennedy contends that, because the offenses were originally brought in the same indictment, they should have counted as one sentence for criminal-history purposes, but he fails to provide any legal authority either supporting his assertion or even addressing the district court’s implicit determination that the offenses being originally charged in one indictment did not alter the result under the guideline provision governing whether prior sentences are counted separately or as a single sentence. Accordingly, Kennedy cannot demonstrate counsel’s failure to object to the criminal-history calculation on prior felony offenses constituted deficient performance. E.g., McCoy v. Lynaugh, 874 F.2d 954, 968 (5th Cir.1989) (<HOLDING>). As for Kennedy’s claim that counsel was",5988,918,4,case_hold_mc,holding that appellate counsel could not be found to have rendered ineffective assistance for failing to raise issues that are without merit,holding that counsel was not deficient in failing to present a meritless argument,holding that an attorney is not ineffective for failing to make a meritless objection,holding counsel was not deficient for declining to make a meritless argument,holding that counsel was not deficient for failing to make an objection that lacked merit
9,"F.3d 257, 262 (4th Cir. 1999) (stating that differential diagnosis “has widespread acceptance in the medical community, has been subject to peer review, and does not frequently lead to incorrect results”) (citation omitted); Heller, supra, 167 F.3d at 154-55 (noting that “differential diagnosis consists of a testable hypothesis, has been peer reviewed, contains standards for controlling its operation, is generally accepted, and is used outside of the judicial context”) (internal quotation marks omitted). Several state courts also have accepted differential diagnosis as a reliable form of expert testimony. See, e.g., Carlson v. Okerstrom, 267 Neb. 397, 675 N.W.2d 89, 105-07 (2004) (finding rehable differential diagnosis testimony admissible); Easum v. Miller, 92 P.3d 794, 804 (Wyo.2004) (<HOLDING>). Accordingly, because of the widespread",6839,1040,0,case_hold_mc,holding doctors differential diagnosis testimony admissible,holding future dangerousness expert testimony to be admissible,holding ehildvictims testimony at pretrial investigation admissible under residual exception in addition to doctors testimony under medical treatment exception,holding that even in separate trial other crimes evidence would not have been admissible and identification testimony would have been admissible,holding that federal rule of evidence 8034 the hearsay exception for statements made for medical diagnosis or treatment does not apply to statements made by doctors
10,"does not justify a warrant-less blood draw from a driver who refuses to consent... or objects to the blood draw .... Consent to a search must be voluntary.""); State v. Wulff, 337 P.3d 575, 581 (Idaho 2014) (same); Byars v. State, 336 P.3d 939, 946 (Nev. 2014) (""The implied consent provision . . . does not allow a driver to withdraw consent, thus a driver's so-called consent cannot be considered voluntary. Accordingly, we conclude that [the implied consent provision] is unconstitutional.""); State v. Fierro, 853 N.W.2d 235, 243 (S.D. 2014) (ruling that a Fourth Amendment totality of the circumstances analysis must be performed to determine whether consent to a blood draw taken pursuant to state implied consent law was voluntary); Aviles v. State, 443 S.W.3d 291, 294 (Tex. Ct. App. 2014) (<HOLDING>). 5 People v. Hyde, 393 P.3d 962, 966 (Colo.",7694,1162,2,case_hold_mc,holding that the implied consent law allows law enforcement officers to obtain blood in circumstances in which a warrant or actual consent may otherwise be required,holding that the implied consent statutes are irrelevant when the defendant gives actual consent to a blood or breath test,holding that implied consent and blood draw statutes are not permissible exceptions to the warrant requirement and stating that to hold otherwise flies in the face of mcneelys repeated mandate that courts must consider the totality of the circumstances of each case,recognizing that consent is an exception to the warrant requirement and that voluntariness of consent depends on the totality of the circumstances,holding that independent of the implied consent law the fourth amendment requires an arrestees consent to be voluntary to justify a warrantless blood draw
