question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"or irrelevant differences. Richardson, 107 N.M. at 694, 763 P.2d at 1159 (quoting Espanola Hous. Auth. v. Atencio, 90 N.M. 787, 789, 568 P.2d 1233, 1235 (1977)). As Amicus points out, “[ejpidemiologic studies of workers exposed to radiation, including [u]ranium miners, have established a [five to fifteen] year latency period for development of lung cancer from exposure to radiation.” As noted by the Ohio Supreme Court in a similar case, because available medical knowledge shows that workers exposed to radiation can develop lung cancer “beyond the magical [ten-year], post-exposure period,” the ten-year limitation for bringing such claims is arbitrary and not based on substantial or real distinctions. See Caruso v. Aluminum Co. of Am., 15 Ohio St.3d 306, 473 N.E.2d 818, 821 (1984) (<HOLDING>); Stevenson v. Industrial Comm’n, 190 Colo.",0,1,0,case_hold_mc,holding an eightyear limitation period applying to silicosisrelated deaths unconstitutional under a variation of the rational basis test,holding that limitation period begins to run at the time of the breach,holding that a law survives rational basis review so long as there is any reasonably conceivable state of facts that could provide a rational basis for the classification,holding that there is a rational basis for the distinction,recognizing heightened rational basis scrutiny
2,"claims, specifically, those tort claims that are intertwined with ecclesiastical investigations or proceedings involving the employment or discipline of clergy. As demonstrated above, the plaintiffs’ tort claims are intertwined with ecclesiastical investigations and proceedings involving the employment and discipline of Reverend Greer. Therefore, the plaintiffs’ tort claims would trigger the same type of impermissible investigation prohibited by Ex parte Bole, regardless of the plaintiffs’ third-party status. Because the petitioners have demonstrated that the First Amendment protections set out in Ex parte Bole are applicable to this case, I would grant the relief requested in the petition for the writ of mandamus. Accordingly, I respectfully dissent. 1 . inn.Ct.App. Sept. 22, 1997) (<HOLDING>); Missouri: Gibson v. Brewer, 952 S.W.2d 239,",851,132,4,case_hold_mc,holding that first amendment barred parishioners negligent hiring and supervision and breach of fiduciary duty claims against pastor and church for sexual contact that occurred between pastor and parishioner during the course of a counseling relationship,holding that first amendment barred child victim of sexual abuse by priest from bringing negligent hiring and supervision claims but that first amendment would not be violated by adjudication of claim of intentional failure to supervise priest,holding that first amendment barred negligent hiring and supervision claim against archdiocese for alleged sexual abuse of minor by priest,recognizing torts of negligent hiring supervision and retention,holding that negligent retention and supervision claims based upon a pastors sexual contact with parishioners was barred by the first amendment
3,"the court held that the discretion of the trial court to impose such sanctions has constitutional limitations. TransAmerican, 811 S.W.2d at 917. When a trial court dismisses a ease based on a claimant’s conduct during discovery, it adjudicates the claimant’s cause of action without regard to the merits of the case. Discovery sanctions cannot be used to adjudicate a party’s claims unless that party’s conduct justifies a presumption that his claim lacks merit. Id. at 918. The court further explained that “[s]anctions which are so seve d 167, 171 (Tex.1993) (death-penalty sanctions held inappropriate where nothing in the evidence suggested Remington’s argument lacked merit, a finding necessary to a justify death-penalty sanction); Koepp v. Utica Mut. Ins. Co., 833 S.W.2d 514 (Tex.1992) (<HOLDING>). Denton failed to appear for his deposition",1708,252,2,case_hold_mc,holding that there was no question that the full and fair opportunity element was met where there was no indication that such an opportunity was unavailable,holding deathpenalty sanctions inappropriate where party inadvertently failed to comply with courts order and nothing in the record  even approaches the flagrant bad faith or abuse necessary for the imposition of such sanctions,holding deathpenalty sanctions inappropriate where plaintiff refused to name coworkers who used drugs and was late in answering interrogatories because of attorneys illness because there was no indication of bad faith,holding that without a demonstration of bad faith on the part of the attorney in question sanctions pursuant to this statute are inappropriate,holding that it was error for the trial court to refuse to permit plaintiff to amend his complaint to include a new affidavit and report complying with section 2622 where there was no indication that the plaintiffs failure to file the report earlier in the litigation was in bad faith
4,"an unconstitutional prior restraint on First Amendment expression for two reasons. First, Vermont’s vanity plates are a nonpublic forum and access is, by definition, selective. Second, as discussed in subsections II.A.2(a) and (b), ante, Vermont’s restrictions are reasonable and viewpoint-neutral. Vermont’s vanity-plate regime is governed by Vt. Ann. Stat. tit. 23, § 304(d) and by the state regulation implementing that provision — that is, vanity plates are issued subject to the granting of permission by an authorized state official. While § 304(d) grants the state the power to revoke “offensive” or “confusing” vanity plates, the regulation limits this discretion by specifying content and includes the right to a prerevocation hearing. Cf. Lewis v. Wilson, 253 F.3d 1077 (8th Cir.2001) (<HOLDING>). Because we have concluded that the",2564,383,2,case_hold_mc,holding that federal law can provide source of state public policy for determining whether discharge of employee violated clear mandate of public policy,holding that a vanity plate is a designated public forum where a state allows groups to place various slogans and designs on license plates,holding that a state statute authorizing the rejection of vanity plates deemed contrary to public policy violated the first amendment because it granted unfettered discretion to state officials,holding that a vanity plate is not a public forum,holding that the plain meaning of the uim policy language was clear and not contrary to public policy
5,"the authority for which the section provides is being abused.” The government has provided no basis upon which to distinguish the reasoning of In re Letter of Request. In addition, that reasoning finds support in decisions of at least one other circuit and the Supreme Court. See In re Letter Rogatory from Justice Court, 523 F.2d 562, 563-64 (6th Cir. 1976) (“Although it is well-established that records of account belong to the bank and that a depositor may not prevent their disclosure on [F]ourth or [F]ifth Amendment grounds, it does not follow that appellant lacks standing to challenge the district court’s power to issue á subpoena under the terms of an authorizing statute.” (citations omitted)); see also Reisman v. Caplin, 375 U.S. 440, 449, 84 S.Ct. 508, 11 L.Ed.2d 459 (1964) (<HOLDING>). Consequently, the Court concludes that the",3413,510,0,case_hold_mc,holding that taxpayer who is the target but not the recipient of an administrative subpoena pursuant to 26 usc  7602 may challenge the subpoena,holding that a denial of an order to quash a subpoena not directed to a movant was a final order if the movant had no further opportunity to challenge the subpoena,holding that because a grand jury subpoena issued through normal channels is presumed to be reasonable  the burden of showing unreasonableness must be on the subpoena recipient who seeks to avoid compliance but recognizing that a court may be justified under some circumstances in requiring the government to reveal the general subject of the grand jurys investigation before requiring the challenging party to carry its burden of persuasion,holding that while a grand jury subpoena for the production of books and papers may implicate the fourth amendment when presented with a challenge to such a subpoena a court need only determine whether the request is far too sweeping in its terms to be regarded as reasonable,holding that the term timely should be read in conjunction with 45c2b that requires a party subject to a subpoena to object to a subpoena duces tecum within 14 days of service of the subpoena
6,"States v. Verdunn, 89 F.3d at 802). Although the Debtor disputes whether he is liable on his unsecured debts stemming from the Michigan and Ohio law suits, the issue of whether a debtor is hable for a particular debt is separate from whether that debt is liquidated as of the filing date for purposes of § 109(e). See Slack v. Wilshire Ins. Co. (In re Slack), 187 F.3d 1070, 1074-75 (9th Cir.1999) (“Even if a debtor disputes the existence of liability, if the amount of the debt is calculable with certainty, then it is liquidated for the purposes of § 109(e).”); In re Sylvester, 19 B.R. at 673 (“the fact the claim was disputed was not relevant for purposes of section 109(e), and the fact it was subject to defenses and counterclaims was likewise not relevant”); In re Jordan, 166 B.R. at 202 (<HOLDING>). As the Court in In re Jordan determined,",4265,649,2,case_hold_mc,holding that an attempted setoff in response to a debtors postpetition lawsuit was enjoined by  524a2 notwithstanding that acts giving rise to action occurred prepetition,holding that legal malpractice claim against chapter 7 debtor arose prepetition when the conduct giving rise to the claim occurred and therefore was subject to the debtors discharge,holding disputed claim for misappropriation of funds is noncontingent and liquidated because all events giving rise to liability occurred prepetition and the amount of the debt can be calculated,holding that in a dispute between insurer and insured in which the insurer admitted liability hut disputed the amount of damages it was only after entry of a judgment upon that verdict that the claim became liquidated,holding that every prepetition debt is discharged subject to the provisions of  523
7,"cases holding particular sanctions to constitute non-punitive regulatory measures have served far clearer and more substantial societal interests than the attenuated justifications provided for felon disenfranchisement. For example, in Hendricks, the state civil commitment law held to be non-punitive was intended to protect the public from dangerous mentally ill persons “likely to engage in ‘predatory acts of sexual violence.’ ” 521 U.S. at 350, 117 S.Ct. 2072. Similarly, Alaska’s sexual offender registration requirement, held to be non-punitive in Smith, had the express purpose of “protecting the public from sex offenders” who “pose a high risk of reoffending.” 538 U.S. at 93, 123 S.Ct. 1140; see also United States v. Salerno, 481 U.S. 739, 747, 107 S.Ct. 2095, 95 L.Ed.2d 697 (1987) (<HOLDING>). On the other hand, the provision being",5122,802,1,case_hold_mc,holding that the prison litigation reform act requires a prior showing of physical injury that need not be significant but must be more than de minimis ,holding that preventative detention under bail reform act justified by the need to prevent danger to the community was regulatory and preventative rather than punitive,holding that a prisoners claim was saved by his request for nominal and punitive damages even though he could not recover compensatory damages under the prison litigation reform act,holding that the bankruptcy reform act of 1978 publ no 95598 92 stat 2549 precluded dismissal of cases pending before enactment of the reform act in order to refile under the act,holding that a defendants propensity to commit crime generally even if the resulting harm would be not solely physical may constitute sufficient risk of danger to come within contemplation of the bail reform act
8,"amendment is not futile. Moreover, “the statute of limitations under the New York State Labor Law is six years, posing no hurdle to amendment here.” Hosking v. New World Mortg., Inc., 602 F.Supp.2d 441, 446 (E.D.N.Y.2009). However, with respect to plaintiff Vanderheydt, the Court finds that it lacks sufficient information to determine whether the proposed amendment would be futile because the Proposed Second Amended Complaint fails to provide the time period in which Vanderheydt contends he was denied minimum wage and overtime compensation in violation of the FLSA. Generally, the absence of such information from a complaint is grounds for dismissal pursuant to Fed.R.Civ.P. 12(b)(6). See DeSilva v. North Shore-Long Island Jewish Health Sys., Inc., 770 F.Supp.2d 497, 509 (E.D.N.Y.2011) (<HOLDING>). On the other hand, “the statute of",5975,932,2,case_hold_mc,holding that flsa which provides an exemption from the acts wage and overtime provisions for fishermen preempts claims under alaskas minimumwage and overtime statute,holding that a plan administrators decision to deny benefits was arbitrary and capricious even though an attending physician had submitted a form stating the plaintiff could sit for six hours stand for two hours and walk for two hours,holding that to state a claim for wage violations under the flsa plaintiffs must provide at least some approximation of the overtime hours that defendants required them to work and a time frame for when those hours were worked,holding that the flsa does not prohibit changes in wage rates it prohibits the payment of overtime at less than one and onehalf times the regular wage rate,holding illinois wage law only applied where at least some work was performed within the state
9,"it would be unjust for the estate to retain any benefit it might receive, we find no merit to the Crittells’ unjust enrichment claim. IV. CONCLUSION For these reasons, we AFFIRM the superior court’s award of attorney’s fees. 1 . Crittell v. Bingo, 36 P.3d 634, 636-37 (Alaska 2001). 2 . Id. at 637-38. 3 . Id. at 647-52 (appendix containing superior court’s findings). 4 . Id. at 641-42. 5 . Id. at 642. 6 . Id. 7 . Id. at 636, 643. 8 . Id. at 643. 9 . The Crittells make parallel arguments regarding the trial court's award of Rule 79 costs. Because the Crittells neither appealed the cost award in Crittell I nor adequately raised the issue on remand, the Crittells have waived any claim as to costs. See State Commercial Fisheries Entry Comm'n v. Carlson, 65 P.3d 851, 873-74 (Alaska 2003) (<HOLDING>); Brandon v. Corr. Corp. of Am., 28 P.3d 269,",6824,1061,4,case_hold_mc,holding an issue not raised in the bankruptcy court was waived on appeal,holding that an issue not raised on appeal is waived,holding issue waived because it was not mentioned in brief but was only raised in notice of appeal,holding that the caldwell claim is procedurally barred because it could have been raised on direct appeal but was not,holding that state had waived argument because it could have been raised in an earlier appeal but was not and because it fell outside the scope of remand
10,"that there “might” be narcotics. It was entirely conjectural and conclusory. The government presented no evidence regarding the basis for the FBI’s third degree of speculation. For all we know, the FBI’s information was based on an anonymous tip providing the same speculative and unsupported assessment of the house. As the Supreme Court recently reaffirmed, such a tip is insufficient to provide reasonable suspicion for an investigatory stop. Florida v. J.L., — U.S. -, -, 120 S.Ct. 1375, 1378, 146 L.Ed.2d 254 (2000). Courts will uphold an investigatory stop based on a tip or other secondary information only when the information possesses sufficient indicia of reliability that are independently corroborated by the police. See Florida v. J.L., — U.S. at ---, 120 S.Ct. at 1378-79 (<HOLDING>); Alabama v. White, 496 U.S. 325, 332, 110",7680,1217,4,case_hold_mc,holding an informants tip can establish reasonable suspicion without investigative confirmation if the tip is credible,holding that an anonymous tip must have sufficient indicia of reliability to justify a stop and frisk,holding that anonymous call that gave police no predictive information to corroborate tip lacked sufficient indicia of reliability to justify stop and frisk,holding that an anonymous tip supported a terry stop where the informant provided several details but refused to give his name,holding stop invalid where anonymous tip provided no predictive information and therefore left the police without means to test the informants knowledge and credibility
