question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,When did the Southern and Northern Nigeria Protectorates merge?,1914,272,42,Nigeria,squad_extractive
2,How many people live in Nigeria?,182 million,879,131,Nigeria,squad_extractive
3,How many languages are spoken by Nigerians?,over 500,1248,195,Nigeria,squad_extractive
4,What is Nigeria's 2015 GDP?,$500 billion,1706,268,Nigeria,squad_extractive
5,What is Nigeria's 2015 purchasing power parity?,$1 trillion,1723,271,Nigeria,squad_extractive
6,What is Nigeria's debt-to-GDP ratio? ,11 percent,1906,300,Nigeria,squad_extractive
7,How many people had Boko Haram killed by May 2014?,"at least 12,000",2839,455,Nigeria,squad_extractive
8,How many schoolgirls did Boko Haram kidnap?,276,3083,495,Nigeria,squad_extractive
9,What is Nigeria named after?,the Niger River,3189,513,Nigeria,squad_extractive
10,Who came up with the name Nigeria in the 19th century?,Flora Shaw,3312,533,Nigeria,squad_extractive
11,What was Nigeria's region called by the British before the name Nigeria?,Central Sudan,3399,551,Nigeria,squad_extractive
12,What language does the name of the Niger River come from?,Tuareg,3533,576,Nigeria,squad_extractive
13,When was Nri taken over by the British?,1911,3860,628,Nigeria,squad_extractive
14,Who ruled Nri?,the Eze Nri,3883,633,Nigeria,squad_extractive
15,Which clan is Nri in the territory of?,Umeuri,4054,665,Nigeria,squad_extractive
16,Igbo Ukwu made the oldest bronze art using which process?,lost-wax,4199,689,Nigeria,squad_extractive
17,Which countries' explorers were the first Europeans to trade with Nigeria?,Spanish and Portuguese,4517,739,Nigeria,squad_extractive
18,What is the current name of the Bight of Biafra?,Bight of Bonny,4913,803,Nigeria,squad_extractive
19,Who were the major slave traders through Nigeria from the southwest?,Oyo Empire,5611,920,Nigeria,squad_extractive
20,When did Britain outlaw slave trade?,1807,6047,987,Nigeria,squad_extractive
21,After which war did Britain establish its West Africa Squadron?,Napoleonic Wars,6067,990,Nigeria,squad_extractive
22,Where did Britain take slaves it seized from traders?,Freetown,6309,1029,Nigeria,squad_extractive
23,Which Lagos king had supported the slave trade?,Oba Kosoko,6536,1063,Nigeria,squad_extractive
24,Where was Britain's claim to West Africa recognized in 1885?,the Berlin Conference,7035,1142,Nigeria,squad_extractive
25,What company was led by Sir George Taubman Goldie?,Royal Niger Company,7095,1151,Nigeria,squad_extractive
26,When did the British government take over the Royal Niger Company's territory?,1900,7169,1163,Nigeria,squad_extractive
27,When did Nigeria become a British protectorate?,1 January 1901,7320,1188,Nigeria,squad_extractive
28,When did northern Nigeria ban slavery?,1936,8487,1366,Nigeria,squad_extractive
29,What was Nigeria's status after independence from the UK?,a Commonwealth Realm,8627,1387,Nigeria,squad_extractive
30,Which Nigerian political party was mostly Islamic?,Nigerian People's Congress,8733,1403,Nigeria,squad_extractive
31,Which Nigerian political party was mostly Christian?,National Council of Nigeria and the Cameroons,8869,1423,Nigeria,squad_extractive
32,Who led the NCNC party?,Nnamdi Azikiwe,8929,1433,Nigeria,squad_extractive
33,Which Nigerian political party was mostly Yoruba?,Obafemi Awolowo,9126,1461,Nigeria,squad_extractive
34,Which group led the first 1966 coup?,Igbo soldiers,9491,1514,Nigeria,squad_extractive
35,Which Prime Minister was murdered in the Igbo coup?,Abubakar Tafawa Balewa,9621,1532,Nigeria,squad_extractive
36,Which Northern Premier was murdered in the Igbo coup?,Ahmadu Bello,9653,1536,Nigeria,squad_extractive
37,Which Western Premier was murdered in the Igbo coup?,Ladoke Akintola,9701,1544,Nigeria,squad_extractive
38,When did Eastern Nigeria declare its independence?,May 1967,9949,1582,Nigeria,squad_extractive
39,What did Eastern Nigeria want to call itself as an independent nation?,Republic of Biafra,10022,1594,Nigeria,squad_extractive
40,Who led Eastern Nigeria during the Nigerian Civil War?,Lt. Colonel Emeka Ojukwu,10066,1601,Nigeria,squad_extractive
41,How many people died during the Nigerian Civil War?,between 1 and 3 million,10447,1666,Nigeria,squad_extractive
42,Which oil group did Nigeria join?,OPEC,10599,1691,Nigeria,squad_extractive
43,Who failed to use the oil revenues to invest in infrastructure?,the military administration,10712,1709,Nigeria,squad_extractive
44,Overdependence on oil income led to the fall of what form of government in Nigeria?,federalism,11316,1801,Nigeria,squad_extractive
45,Which Nigerian leader transferred power in 1979?,Olusegun Obasanjo,11418,1816,Nigeria,squad_extractive
46,Which Nigerian leader received power in 1979?,Shehu Shagari,11480,1825,Nigeria,squad_extractive
47,How did Nigerians view the Shagari administration?,corrupt and incompetent,11535,1833,Nigeria,squad_extractive
48,Who led a military coup against Shagari?,Muhammadu Buhari,11626,1847,Nigeria,squad_extractive
