question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"489 F.3d 26, 34-35 (1st Cir.2007); Hartford Enters. v. Coty, 529 F.Supp.2d 95, 98 (D.Me.2008). However, in “extraordinary circumstances,” abstention may be inappropriate: Extraordinary circumstances include those situations in which ‘core constitutional values are threatened during an ongoing state proceeding and there is a showing of irreparable harm that is both great and immediate.’ Maymo-Melendez, 364 F.3d at 37 (internal quotation marks omitted). Among those extraordinary circumstances are cases in which extreme bias completely renders a state adjudicator incompetent and inflicts irreparable harm upon the petitioner. [Gibson v. Berryhill, 411 U.S. 564, 577, 93 S.Ct. 1689, 36 L.Ed.2d 488 (1973)]; accord Kugler v. Helfant, 421 U.S. 117, 125 n. 4, 95 S.Ct. 1524, 44 L.Ed.2d 15 (1975) (<HOLDING>). Esso II, 522 F.3d at 143. 1. Ongoing State",0,1,2,case_hold_mc,holding in the absence of exceptional circumstances deference should be given to trial court,recognizing hot pursuit exception as one example of exigent circumstances exception,recognizing gibson bias as an example of the exceptional circumstances which warrant federal intervention,holding that such a threat would not supply exceptional circumstances,recognizing that exceptional circumstances implicating a criminal defendants constitutional rights might warrant breaching the attorneyclient privilege
2,"far more than the building demolition called for by the project. Despite the completion of the Wal-Mart complex and other edifices, significant projected construction and renovation remain unfinished. Plaintiffs’ requested relief — declaratory judgments invalidating the existing MOA as well as the environmental assessment and FONSI, plus injunctions halting construction and requiring preparation of a proper and legal MOA and environmental assessment — could, if granted, eliminate or alleviate a multitude of their expressed environmental and historical preservation concerns. • Accordingly, we conclude that the case is not moot and proceed to consider the merits of the plaintiffs’ claims. Cf. Benavides v. Housing Authority of City of San Antonio, Tex., 238 F.3d 667, 670 (5th Cir.2001) (<HOLDING>); Bayou Liberty Ass’n v. U.S. Army Corps, 217",858,129,3,case_hold_mc,holding that the plaintiffs claim was moot because the construction project which was the subject of the dispute had been completed,holding that complaint seeking to enjoin highway construction project pending completion of environmental impact statement for larger project no longer presented any live controversy after highway project was completed and thus was moot and provided no basis for federal court jurisdiction,holding plaintiffs appeal of the denial of a preliminary injunction moot where defendants directive no longer in effect,holding a demolition project to be moot where demolition was only 55 complete but had progressed to the point where units were no longer habitable,holding that the case was not moot even though claims for injunctive and declaratory relief were no longer alive because the plaintiff had requested pecuniary relief
3,"Cal.App.3d 1174, 1184, 214 Cal.Rptr. 746 (1985) (“[Questions about jail personnel’s actual or constructive knowledge of a prisoner’s need for immediate medical care as well as the reasonableness of actions taken to meet this need are factual questions.”) (emphasis added); Johnson v. Cnty. of Los Angeles, 143 Cal.App.3d 298, 317, 191 Cal.Rptr. 704 (1983) (“[T]he questions of Sheriffs’ actual or constructive knowledge of Decedent’s need for immediate care, and of Sheriffs’ reasonable action to summon or not to summon such care, are questions of fact to be determined at trial.”). The objective knowledge standard under the state law claim therefore reaches conduct that Plaintiffs’ federal claim does not. See Lucas v. Cnty. of Los Angeles, 47 Cal.App.4th 277, 288, 54 Cal.Rptr.2d 655 (1996) (<HOLDING>). The Court finds, viewing the evidence in the",1715,255,4,case_hold_mc,holding that disagreement with a doctors judgment does not support a claim of deliberate indifference,holding that res judicata did not apply where a trial courts order was not a final judgment,holding that a federal courts dismissal of state claims without prejudice is not res judicata as to adjudication in either state or federal courts,holding that under federal law the dismissal of a claim as timebarred is adjudication of merits for purposes of res judicata,holding federal courts dismissal of deliberate indifference claim did not constitute res judicata for plaintiffs section 8456 claim in part because of differing knowledge requirements
4,"with the government’s discovery violation. Lastly, appellant argues the military judge could not properly determine whether a mistrial was appropriate because he was also the finder of fact and had already announced findings. Appellant essentially argues the military judge was unable to make a proper, objective determination regarding the motion for mistrial because he was also the subjective fact-finder. We find no merit in this assertion. It is hardly unusual for legal issues to arise after findings are made, including ones for which mistrial may be a permissible remedy. Both the military judge’s roles of fact-finder and judicial arbiter of whether mistrial was appropriate are actions done in an official capacity. See United States v. Soriano, 20 M.J. 337, 340 (C.M.A.1985) (<HOLDING>). As detailed above, we find the military judge",2575,388,4,case_hold_mc,holding that where appellant moved to recuse trial judge from deciding the motion for new trial the judge of the administrative district was required to designate a judge to hear the recusal motion,holding that under section 455 a judge should not recuse himself based upon conclusory unsupported or tenuous allegations,holding that the fact that the judge received adverse publicity for granting postconviction relief in another case did not require the judge to recuse herself,holding that counsel was not ineffective for not filing a motion to recuse the judge who presided at trial when the judge had also prosecuted a prior case that was used to enhance the current case,holding a military judge need not recuse himself solely on the basis of prior judicial exposure  
5,"provided a standard of care for bobsled rides, the Utah court denied the defendants’ motion for summary judgment. Pearce, 179 P.3d at 768. Applying Utah law to this case would probably require that we reverse the district court’s grant of summary judgment. It is undisputed that no Utah precedent or legislative enactment specifically establishes the standard of care for running mixed-course bicycle races. Thus, under Utah law, the standard of care in this case is not “fixed by law,” and summary judgment would be inappropriate. Under federal law, on the other hand, a defendant need not establish that the standard of care specific to the factual context of the case has been “fixed by law” in order to be granted summary judgment. See Gans v. Mundy, 762 F.2d 338, 342 (3rd Cir.1985) (<HOLDING>) (emphasis in original); see also id. at 343",3426,519,2,case_hold_mc,holding expert testimony is ordinarily required in legal malpractice cases to establish the standard of care,holding expert testimony not required to defeat summary judgment in medical malpractice suit because defendant doctors admissions were sufficient to establish the standard of care,holding that defendant moving for summary judgment in a legal malpractice claim need not present expert testimony establishing a standard of care even though a plaintiff in that position would need to do so because the case law establishing the plaintiffs duty to provide expert testimony cannot fairly be characterized as applying to a defendants motion under rule 56,holding that jurors do not need expert testimony on matters of common knowledge,holding that permitting jury to find malpractice from blood draw without expert testimony by applying the doctrine of res ipsa loquitur instead of eliciting expert testimony as to the standard of care to be reversible error
6,"estate were “at best speculative and hypothetical”). Neither of the cases Cytomedix cites, In re Ames Department Stores Inc., 190 B.R. 157, 161 (S.D.N.Y.1995) (“related to” jurisdiction proper where recovery in the case was accounted for in the structure of the reorganization plan); Larami Limted v. Yes! Entertainment Corp., 244 B.R. 56, 60 (D.N.J.2000) (“related to” jurisdiction over patent infringement suit against debtor appropriate during ongoing Chapter 11 proceedings) provides support for its argument. Moreover, the Seventh Circuit has rejected the Pacor analysis applied in these cases, settling on a more limited definition of “related to” jurisdiction. See FedPak, 80 F.3d at 213 (rejecting “sweeping test” adopted in Pacor, Inc. v. Higgins, 743 F.2d 984, 994 (3rd Cir.1984) (<HOLDING>)). Cytomedix points out that in confirming its",4276,661,1,case_hold_mc,holding that a proceeding that by its nature could arise only in the context of a bankruptcy case is a core matter subject to the jurisdiction of the bankruptcy court,holding that related to jurisdiction exists whenever a proceeding could conceiv ably have any effect on the bankruptcy estate,holding that bankruptcy court is without jurisdiction to control disposition of chapter 13 debtors property that is not property of the bankruptcy estate unless the property is related to the bankruptcy proceedings of the code,holding that if dispute involves funds that are not property of estate it cannot be maintained in the bankruptcy court unless it is related to the bankruptcy proceeding which means it is likely to affect the debtors estate,holding that congress jurisdictional grant to bankruptcy courts to hear proceedings related to a bankruptcy case suggests a grant of some breadth and includes inter alia suits between third parties which have an effect on the bankruptcy estate
7,"illegal. Section 5G1.2 of the Sentencing Guidelines generally directs the district court to impose a sentence for each count of conviction when initially sentencing a defendant. See U.S.S.G. § 5G1.2 (dictating the manner in which the district court should impose a sentence “on each such count” or “sentences on all counts”). But the imposition of a sentence upon revocation of supervised release is not governed by § 5G1.2. Instead, it is governed by Chapter Seven of the Guidelines, which contains no provision similar to § 5G1.2. See generally U.S.S.G. Ch. 7. Indeed, we’ve previously declined to extend some requirements under U.S.S.G, § 5G1.2 to restrict the district court’s discretion under Chapter 7 of the Guidelines. See United States v. Quinones, 136 F.3d 1293, 1295 (11th Cir. 1998) (<HOLDING>). When a term of supervised release is revoked,",5130,788,4,case_hold_mc,holding that the revocation of one term of supervised release did not automatically terminate another,holding that there is no significant conceptual difference between the revocation of probation or parole and the revocation of supervised release,holding that reasonableness review applies to a sentence imposed upon a revocation of supervised release,holding the district courts revocation of defendants term of supervised release did not end the courts jurisdiction over defendants release,holding that  5g12 did not limit the district courts authority to impose consecutive terms of imprisonment upon revocation of supervised release since the policy statements in chapter 7 governed revocation sentences
8,"Bain’s brief, at 29. To the extent that Bain argues that. HKH held out to the public that the emergency-room physicians working in the hospital were HKH employees because it operated a full-service hospital with an emergency room that was “open for business,” we must conclude that this evidence is not sufficient, in itself, to meet the requirement that HKH held out its emergency-room physicians as its employees. .Cer tainly, the mere existence of an emergency department in a hospital cannot be evidence of an affirmative act by HKH from which we could conclude that HKH . held itself out as employing the physicians who worked in the emergency department. See Brown, 899 So.2d at 237 (quoting Birmingham News Co. v. Birmingham Printing Co., 209 Ala. 403, 405, 96 So. 336, 339 (1923) (<HOLDING>)). -Further, to the-extent that Bain'contends",5990,925,0,case_hold_mc,holding that the injured partys mere belief at the authority existed without cause is notenough,holding that there can be no common liability upon which to base a contribution claim between a third party and an injured partys employer because the exclusive remedy provision means that the employers liability is not based on negligence so that application of the common liability rule deprives a third party of the opportunity to secure contribution from the injured partys employer,holding that standing existed,holding that the test for good faith is the actual belief of the party and not the reasonableness of that belief,holding that a party must at least have a subjective belief that litigation was a real possibility and that belief must have been objectively reasonable
9,"that the same sentence would have been levied had the UUMV conviction not been considered. Again, the trial court twice alluded to the state jail felony when sentencing appellant, and the prosecution had moments earlier solicited a particular sentence applicable only to a first degree felony. Additionally, the term of imprisonment levied approached the maximum authorized for a second degree felony. Consequently, we are not convinced that the error did not have a substantial and injurious effect or influence on the outcome. So, we cannot find that the trial court’s consideration of the state jail felony in enhancing, appellant’s punishment was harmless under Texas Rule of Appellate Procedure 44.2(b). Fite v. State, 60 S.W.3d 314, 320 (Tex.App.—Houston [14th Dist.] 2001, pet. ref'd) (<HOLDING>). Accordingly, the motion for rehearing is",6841,1065,4,case_hold_mc,holding that defendant should be resentenced where district court imposed a sentence under an erroneously calculated guidelines range  even where the sentence imposed fell within the correct range,holding that trial courts failure sua sponte to give reasonabledoubt in struction during punishment phase about pen packets offered during punishment was harmless error because sentence imposed was well within punishment range and prosecutor had asked for greater sentence,holding that consideration by a sentencing court of acquitted conduct was appropriate in establishing the applicable guideline range or in determining the sentence to impose within the guideline range,holding that the trial judges failure to admonish the appellant regarding the range of punishment was harmless because the record was replete with statements by the parties concerning the punishment range and because there was nothing in the record to indicate that the appellant was unaware of the range of punishment,holding that consideration of a state jail felony to enhance punishment was not harmless even though the sentence actually assessed fell within the lawful range
10,"” and therefore should be dismissed. Id. (quoting Fed.R.Civ.P. 8(a)(2)). In other words, if after taking the complaint’s well-pleaded factual allegations a d to perform under the contract for three years until the end of September 2012 when Defendant breached the contract by terminating it two years prematurely. These allegations are sufficient to state a claim for breach of contract under North Carolina law. Defendant’s contention that the five-year term was part of an oral agreement does not require dismissal. Under North Carolina law, a valid contract may be partially written and partially parol. McMichael v. Borough Motors, Inc., 14 N.C.App. 441, 444, 188 S.E.2d 721, 722 (1972); see also Beal v. K.H. Stephenson Supply Co., Inc., 36 N.C.App. 505, 508, 244 S.E.2d 463, 465 (1978) (<HOLDING>). The Statute of Frauds does not apply to",7693,1195,1,case_hold_mc,holding parol evidence is admissible to show mistake,holding that when a contract is partially parol and partially written parol evidence may prove the parol terms,holding the parol evidence rule presumes finality with respect to the written terms of the agreement only and does not prevent consideration of parol evidence concerning the duration of contract,holding that parol evidence can be presented when the terms of the agreement are ambiguous,holding that parol evidence is admissible to determine intent of parties
