question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"“most damaging” to Vos’ case — Vos’ alleged use of Florida’s banking system to facilitate its sales to A & V. Our review of the evidence on this issue reveals that in the transactions involving A & V, CommerzBank Nederland sent shipping documents to SunBank, Sun-Bank notified A & V of the documents’ arrival, A & V signed the trade acceptance forms and submitted payment to SunBank. SunBank then transferred the funds and paperwork to CommerzBank. Vos’ involvement in the process was virtually non-existent, and SunBank merely operated to facilitate the international transfer of money under a letter of credit. Such contacts are clearly insufficient to establish personal jurisdiction over Vos. See Banco Continental, S.A. v. Transcom Bank (Barbados) Ltd., 922 So.2d 395, 400 (Fla. 3d DCA 2006) (<HOLDING>); La. Reunion Franqaise, S.A. v. La Costeña,",0,1,4,case_hold_mc,holding the bank liable where the bank had almost complete control over the operation of the company during its last three quarters of operation and where withheld taxes were not paid to the irs on instructions from the bank,holding that a bank owed no duty of care to a noncustomer who was defrauded by a bank depositer since the bank had no direct relationship with the noncustomer,holding that the mere maintenance of a correspondent account in new york is insufficient to establish minimum contacts with the united states,holding that defendants bank account and open line of credit in florida utilized to transfer money in international commerce was insufficient to confer jurisdiction under section 481932 florida statutes where defendant operated its business in honduras had no employees or agents in florida and did not advertise or solicit business in florida,holding that a correspondent relationship with a florida bank where the bank merely facilitates the international transfer of monies under a letter of credit is insufficient to meet the minimum  contacts requirement
2,"that only Oxford moved for removal of the default in the December 4, 2007 motion, so the default is still in effect as to B&M. 9 This language falls within the recording requirements for “(ljiens under sections two and four ...” G.L.c. 254, §8. A lien under section one, however, incorporates the above-quoted language by requiring “a like statement. . .” Id. 10 See The American Heritage Dictionary College Edition at 307 (2d ed. 1985) (defining “conditioned” as “[p]repared for a specific action or process”). 11 bn Count II of the Lead case the Plaintiffs assert a claim for breach of contract under 29 U.S.C. §185 against B&M. Count II is not dependent on the existence of the Lien and therefore survives Oxford’s motion. See Driscoll v. Boston Edison Co., 25 Mass.App.Ct. 954, 955 (1988) (<HOLDING>). In May of 2007, however, the clerk entered a",859,138,1,case_hold_mc,holding that state law controls whether issues decided in a prior state court action are entitled to preclusive effect and setting forth the elements of collateral estoppel under washington law,holding that an action under 29 usc  185 may be brought in a state court    but federal law controls over inconsistent state law internal citations omitted,holding that federal courts presiding over causes of action created by state law should apply state substantive law but federal procedural law,holding that state court with jurisdiction over  301 claim should have applied federal labor law rather than state contract law,holding that the plaintiffs state law claims are preempted by federal law
3,"requirements under UFTA, Gulf and Security nevertheless contend that as a matter of law and of public policy the statute of limitations should not have commenced in this action until they obtained the default judgment against Clark in August of 1997 in California. ¶24 As far as the law is concerned, Gulf and Security vigorously argue under the mistaken assumption that a creditor may not assert an UFTA claim until after the underlying judgment is entered. This persistent assumption represents a fundamental misunderstanding of the law under UFTA. ¶25 Gulf and Security base their theory on our decision in Murphy v. Atkinson (1993), 262 Mont. 164, 864 P.2d 273, as well as a recent appellate court decision from California, Cortez v. Vogt (Cal.Ct.App. 1997), 60 Cal.Rptr.2d 841, 853-54 (<HOLDING>). In Murphy, we determined that a cause of",1716,284,2,case_hold_mc,holding that the twoyear time limitation of rule 3850 does not commence until the sentence becomes final,holding that statements and charges by municipality may not be amended in light of legislative purpose of shielding police and similar employees from harassment,holding that in view of legislative statements of policy and purpose of the ufta as a cumulative and additional remedy limitation period did not commence until debtorcreditor relationship existed after judgment was made final,holding that a district court judgment is not a final judgment appealable by the defendant unless it includes the final adjudication and the final sentence,holding that statements made in the course of negotiation were not contracts and such statements were merged into the final written agreement
4,"as Aladdin argues, to only section 29, it could just as reasonably be read to refer, as Bayerische argues, to the PMA as a whole. Indeed, the latter interpretation seems more likely. The clause at issue comes at the end of a sentence that states “no other person shall have any right ... under ... this Agreement, except as otherwise specifically provided herein.” (emphasis supplied). The following sentence, which identifies the Swap Counterparty as “an intended third party beneficiary” (emphasis supplied) has no language of limitation and could reasonably be read as clarification that, whomever else might be a third-party beneficiary, the Swap Counterparty is for certain. See also Sony Computer Entm’t Inc. v. Nippon Express U.S.A. (Ill), Inc., 313 F.Supp.2d 333, 336-38 (S.D.N.Y.2004) (<HOLDING>). By contrast, in one of the cases the district",2566,422,2,case_hold_mc,holding that a rule requiring an excess carrier to drop down upon the insolvency of the primary carrier would impermissibly shift the risk of the primary carrier to the excess carrier and would require insurance companies to scrutinize one anothers financial stability before issuing secondary policies,holding that bill of lading not charterparty governed contract dispute between carrier and shipper,holding specifically provided otherwise herein broad enough to refer to full contract between sony and common carrier but not to provision in separate contract between a subcontracted carrier and railway company,holding the only lawful interstate common arrangement or through ticketing  is an arrangement between a motor carrier and the air carrier,recognizing a breachofduty action by an employee against a workers compensation carrier even though the carrier issued its policy to the employer
5,"around Miller’s conduct, which could not be determined without his testimony. See, e.g., Med. Protective Co. v. Bubenik, No. 4:06-CV-01639, 2008 WL 5070042, at *27 (E.D.Mo.2008) (“[I]t is clear from the facts of this case that [the defendant’s] testimony was, in fact, highly important to the defense of the medical malpractice claim filed against him.”), aff'd 594 F.3d 1047 (8th Cir.2010). Second, Miller’s failure to appear for his court-ordered deposition led to the entry of default judgment against Medical Assurance, thereby foreclosing trial on the issues of liability and proximate cause and eliminating Medical Assurance’s ability to defend the ease in any way, including by presenting defenses. See, e.g., Smith v. Nationwide Mut. Ins. Co., 175 Vt. 355, 830 A.2d 108, 114 (2003) (<HOLDING>); Allstate Ins. Co. v. State Farm Mut. Auto.",3425,557,0,case_hold_mc,holding that to constitute prejudice an insureds noncooperation must have significantly hindered or precluded the insurer from presenting a credible defense to the underlying claim,holding assignable to injured party insureds claim against insurer for negligently failing to claim contribution,holding that if an insurer denies coverage based on an assertion that the underlying claim is excluded from coverage there is a presumption that the insurer did not suffer prejudice because prompt notice would have merely resulted in an earlier denial of coverage,holding that the insureds ordinary burden to allocate a verdict between covered and noncovered claims does not shift to the insurer unless the insurer had an affirmative duty to defend the underlying claims,holding insurers right to subrogation arises only upon the insurers showing that the sum of the insureds recovery from the insurer and from persons legally responsible for the injury exceeds the insureds loss
6,"will neither gain nor lose by the court’s determining who the children’s biological father is. The court’s paternity determination will not impact the need for Husband to raise a third-party custody claim if he wishes to seek custody of Wife’s children, and it will not impair or impede his ability to do so. Husband argues, however, that the paternity case is the only action in which he can assert his third-party custody claim, because he cannot assert it in the dissolution of marriage case. We agree with Husband that the court does not have the authority in a dissolution proceeding to determine the custody of children not born of the marriage or adopted by the parties. Warlop v. Warlop, 254 S.W.3d 262, 263 (Mo.App.2008). See also In re Marriage of Said, 26 S.W.3d 839, 843 (Mo.App.2000) (<HOLDING>). Merely because Husband cannot assert his",4277,690,2,case_hold_mc,holding that although husband and wife were both fit and proper persons to have custody of the child custody in a dissolution action should have been awarded to wife the biological parent in light of blood test showing that husband was not the childs biological father,holding that natural parents have a fundamental liberty interest in the care custody and management of their children,holding that the issue of custody was foreign to the dissolution action because the husband was not the natural father but that the husband could seek to intervene to assert a thirdparty custody claim in a pending custody modification proceeding between the childs natural parents,holding that a modification of custody should not be based on one parents default because it is the childs best interests that are at stake,holding the foster parents responsible for support where the childs natural parents are unknown and noting that an earlier new york case held that an agreement to adopt did not terminate the natural parents duty of support but that in that earlier case the natural parent was alive and capable of providing for the child
7,"the maximum fine on Count Two, an Arms Export Control Act violation, 22 U.S.C. § 2778, was“$l million or twice the gain. or twice the loss.” DA 77. The government then argues that because the defendant corporation was advised the maximum total fine which could be imposed was $1,010,000 and defendant was fined one millions dollars, the error was harmless. In support of its position, Defendant relies primarily on. United States v. Herrold, 635 F.2d 213 (3d Cir.1980), for the proposition that “failure to instruct defendant of the actual maximum sentence before the submission of a guilty plea violates Rule 11(e)(1),” id. at 215, and affords grounds for .withdrawal of a plea under Rule 32(e) (formerly Rule 32(b)). See id. at 216. See also Kelsey v. United States, 484 F.2d 1198 (3d Cir.1973) (<HOLDING>). The Herrold court reviewed the proceeding",5134,834,4,case_hold_mc,holding that a defendant must have knowledge of the likely consequences of entering the guilty plea in order for a plea to be voluntary and knowing,holding that a counsels oral statements at a plea hearing  that the plea being entered was conditional  did not satisfy the rule 11 writing requirement,holding that the government was not responsible for delay from withdrawal of guilty plea,holding that defendant was responsible for the delay from the withdrawal of his guilty plea,holding that defense counsels informing a defendant the maximum penalty was more than the statute allowed resulted in the plea not being knowing or voluntarily and necessitated withdrawal of the plea
8,"are minimal is not arbitrary and capricious. 2. Reliance on NMFS’s BiOp NEDC contends that the Corps’ reliance on NMF S’s BiOp caused its cumulative impacts analysis to be arbitrary and capricious and that the Corps’ EA falls short of the “quantified or detailed information” that is necessary for a cumulative impact analysis. Bark v. U.S. Bureau of Land Mgmt., 643 F.Supp.2d 1214, 1224 (D.Or.2009) (citations omitted). First, NEDC argues that the BiOp itself is flawed. As I have already determined that the BiOp was proper under Claims 1, 2, 3, 4, and 6, this argument needs no further analysis. Second, NEDC contends that the BiOp is not a NEPA document, therefore the Corps may not tier to it as a substitute for the Corps’ own analysis. See League of Wilderness Defenders, 549 F.3d at 1219 (<HOLDING>) (citations omitted). It was proper for the",5992,975,4,case_hold_mc,holding that nsf must comply with procedural requirements of nepa when considering incineration of food waste in antarctica because 1 the presumption against extraterritoriality does not apply because nepa is designed to regulate conduct occurring within the territory of the united states 2 the united states exercises legislative control over antarctica 3 any concerns about nepa interference with foreign policy were overstated because when foreign policy interests outweighed benefits of nepa compliance nepas requirements must yield and 4 broad language of the statute supports broad application of nepa requirements,holding an agency need not demonstrate that all responsive documents were found and that no other relevant documents could possibly exist,recognizing that nepa merely prohibits uninformed  rather than unwise agency action,holding that an agency carries its burden of proof by providing affidavits to explain why documents are subject to an exemption,holding that an agency may only tier to documents subject to nepa review and citing cases
9,"insurers. Plaintiffs contend that coverage is available under the Guaranty Act because the insurance policy at issue is not “ocean marine” insurance under the 1989 amendments to the Guaranty Act. Plaintiffs argue, alternatively, that even if the policy is “ocean marine” insurance, the amendments are substantive and cannot be applied retroactively. Plaintiffs additionally contend that the cut-through endorsement by EAIC is an “insurance policy” under the Guaranty Act because the 1989 amendment excluding cut-through endorsements from the coverage of the Guaranty Act is also substantive and cannot be applied retroactively. Defendant LIGA disputes both contentions and claims that coverage is unavailable under the Guaranty Act for the insurance policy at issue. III. CONCLUSI W.D.La.1987) (<HOLDING>). In an attempt to resolve the conflict, the",6849,1120,1,case_hold_mc,holding that a standard wcel policy with a maritime endorsement is an ocean marine policy,holding that a standard employers liability policy is not an ocean marine policy,holding that a professional liability policy provided primary coverage over a general liability policy for acts committed by a pastor during counseling sessions,holding that the proceeds of a liability insurance policy were not property of the estate,holding that the standard fire policy and a broader homeowners policy were so intertwined that the prescriptive period in the standard fire policy applied to nonfire perils
10,"advertising regarding the digestive benefits of “Align,” a daily food supplement. Plaintiff alleged that although Procter & Gamble promoted the “clinically proven” digestive benefits of “Align,” in fact, there was no clinical data showing that Align improved digestion. The Rikos court held that the plaintiff had alleged “injury in fact” in the form of economic injury: “Plaintiff purchased Align in reliance on P & G’s claims that the product provides defined health benefits, when these advertisements were allegedly false and deceptive.... Accordingly, Plaintiff maintains that [his] purchase of the product is the economic harm, because it was not provided as advertised.” Id. at 530, at *5. See also In re Celexa and Lexapro Mktg. and Sales Practices Litig., 751 F.Supp.2d 277 (D.Mass.2010) (<HOLDING>). Defendants’ reliance on “no-injury” products",7705,1244,0,case_hold_mc,holding that the plaintiff sufficiently alleged injuryinfact where he alleged that the product an antidepression drug was unsatisfactory because it was inappropriate and not efficacious for his son,holding that the plaintiff had sufficiently alleged injuryinfact based on impact to sites that the plaintiff had visited in the past and planned to revisit each year in the future,holding that police chiefs son who alleged that he was denied an interview for a position because his father had criticized the local officials did not have standing to assert the first amendment rights of his father,holding that evidence of prior drug sales was sufficiently similar to the crimes charged  to be probative of the fact that the defendant was not merely an innocent driver who was involved in the drug transaction by accident,holding that the plaintiff alleged sufficient facts in his complaint to state a claim for wrongful discharge where he alleged he was discharged due to his political affiliation and activities
