question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,Who rivals Hamburg?,Munich,16,4,newsqa_extractive
2,Who agrees to make a deal?,Munich,16,4,newsqa_extractive
3,What player did Bayern Munich agree to sign?,Ivica Olic,81,14,newsqa_extractive
4,Will it cost a fee?,free transfer,570,98,newsqa_extractive
5,What is the length of his contract with Bayern?,three-year,610,107,newsqa_extractive
6,How old is Ivica Olic?,29-year-old,749,131,newsqa_extractive
7,What happened because of the derailment?,toxic chemical spill,1537,267,newsqa_extractive
8,What leaked acid?,Two train cars,1882,319,newsqa_extractive
9,What leaked from the train cars?,highly corrosive hydrochloric acid,1904,323,newsqa_extractive
10,Is the chemical safe?,spill caused a toxic cloud to form above the site.,2062,347,newsqa_extractive
11,What happened from the chemical spill?,caused a toxic cloud to form above the site.,2068,348,newsqa_extractive
12,Where did the cloud form?,above the site.,2097,354,newsqa_extractive
13,What did authorities evacuate?,"about 3,500 homes and businesses",2145,360,newsqa_extractive
14,WHat can irritate skin?,Hydrochloric acid,2634,443,newsqa_extractive
15,What does exposure to the chemical do?,"irritate the skin,",2781,466,newsqa_extractive
16,What is the maximum withdrawal?,"500,000 Zimbabwean dollars",3506,577,newsqa_extractive
17,What is the limit on daily withdrawals?,"500,000 Zimbabwean dollars",3506,577,newsqa_extractive
18,What is the new cap on withdrawals?,"500,000 Zimbabwean dollars",3506,577,newsqa_extractive
19,How much is 100 million dollars in Zimbabwe's currency worth?,($50 U.S.),3754,623,newsqa_extractive
20,How much is 100 million Zimbabwean dollars in U.S. dollars?,($50 U.S.),3754,623,newsqa_extractive
21,What is Zimbabwe's extremely high inflation rate?,231 million percent,4051,669,newsqa_extractive
22,What is the inflation rate?,231 million percent,4051,669,newsqa_extractive
23,What is the inflation rate in Zimbabwe?,231 million percent,4051,669,newsqa_extractive
24,What did they rob?,Las Vegas hotel,5094,834,newsqa_extractive
25,Who is in court?,"Charles Cashmore, Charles Erlich, Michael McClinton and Walter Alexander",5302,865,newsqa_extractive
26,Who accompanied Simpson and another man in robbery?,"Charles Cashmore, Charles Erlich, Michael McClinton",5302,865,newsqa_extractive
27,Names of the four accomplices of OJ Simpson?,"Charles Cashmore, Charles Erlich, Michael McClinton and Walter Alexander",5302,865,newsqa_extractive
28,Who all is in court?,"Charles Cashmore, Charles Erlich, Michael McClinton",5302,865,newsqa_extractive
29,How long are the prison terms they could face?,"12 months to 84 months,",6063,986,newsqa_extractive
30,What is the judge still deciding in the case?,restitution,6985,1136,newsqa_extractive
31,What must the judge in the case decide?,restitution,6985,1136,newsqa_extractive
32,What must the judge still decide?,restitution,6985,1136,newsqa_extractive
33,When did the two people die?,Saturday morning,7334,1195,newsqa_extractive
34,What was the cause of death?,tour buses,7412,1207,newsqa_extractive
35,where was this located,"Shreveport, Louisiana.",7432,1211,newsqa_extractive
36,Where was Adkins not at?,"on the bus,",7475,1216,newsqa_extractive
37,When did Adkins perform?,Saturday's,8035,1318,newsqa_extractive
38,Who was seized?,"international journalists, along with their Somali colleague and a driver,",8617,1413,newsqa_extractive
39,Who was kidnapped?,"international journalists, along with their Somali colleague and a driver, were",8617,1413,newsqa_extractive
40,Who else was kidnapped?,"their Somali colleague and a driver,",8655,1417,newsqa_extractive
41,What Canadian person was involved in this case?,"Amanda Lindhout,",8862,1449,newsqa_extractive
42,What ethnicity is Nigel Brenan?,Australian,8923,1458,newsqa_extractive
43,What had the group been doing before the kidnapping?,conducting interviews at a refugee camp.,9324,1519,newsqa_extractive
44,Why were the journalists in this area?,conducting interviews at a refugee camp.,9324,1519,newsqa_extractive
45,What was the group doing?,conducting interviews at a refugee camp.,9324,1519,newsqa_extractive
