question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,Where did the diseare originate from,Australian honey bees,34,8,newsqa_extractive
2,What has killed millions of bees?,Colony collapse disorder,272,46,newsqa_extractive
3,What disorder has killed millions of bees?,Colony collapse,272,46,newsqa_extractive
4,What are the crops worth?,$15 billion,595,95,newsqa_extractive
5,What monetary value of crop in the US depend on bees,$15 billion,595,95,newsqa_extractive
6,What is the monetary cost of U.S. crops dependent on bees for pollination each year?,$15 billion,595,95,newsqa_extractive
7,What is the value of US crops that bees pollinate,$15 billion,595,95,newsqa_extractive
8,What is the value of yearly crops dependent on bees for pollination?,$15 billion,595,95,newsqa_extractive
9,What amount of money in U.S. crops is dependent on bee pollination?,$15 billion,595,95,newsqa_extractive
10,When did the disorder first show up in the United States?,"2004,",810,131,newsqa_extractive
11,When did it first crop up?,"2004,",810,131,newsqa_extractive
12,When did the disorder first appear?,"2004,",810,131,newsqa_extractive
13,Where were bees imported from?,Australia.,878,141,newsqa_extractive
14,From which country were bees imported?,Australia.,878,141,newsqa_extractive
15,Which country did the bees originally come from?,Australia.,878,141,newsqa_extractive
16,What do scientists suspect to be the cause?,Israeli Acute Paralysis Virus (IAPV),1099,178,newsqa_extractive
17,What did the scientists suspect?,"IAPV is acting alone,""",1900,310,newsqa_extractive
18,what is the price of the kidney,"$5,300;",3966,643,newsqa_extractive
19,What is the cost of a new organ?,"$30,700",4011,651,newsqa_extractive
20,what is going on in pakistan?,"abducting people, drugging them and stealing their kidneys.",4087,664,newsqa_extractive
21,WHAT HAS CREATED A TRADE FROM POORER COUNTRIES?,a dire shortage of donated organs,4173,677,newsqa_extractive
22,What has created the trade,a dire shortage of donated organs in rich countries,4173,677,newsqa_extractive
23,what is problem in rich states?,dire shortage of donated organs,4175,678,newsqa_extractive
24,What are organ shortages?,in rich countries,4207,683,newsqa_extractive
25,What problem has organ shortages caused?,"sending foreigners with end-stage illnesses to poorer places like China, Pakistan, Turkey, Egypt, Colombia and the Philippines to buy a new lease of life.",4228,687,newsqa_extractive
26,Who wants to buy organs?,foreigners with end-stage illnesses,4236,688,newsqa_extractive
27,What countries are  organs being purchased from,"China, Pakistan, Turkey, Egypt, Colombia",4294,696,newsqa_extractive
28,What do they call people who buy organs from poor countries,"""transplant tourists""",5222,849,newsqa_extractive
29,Who travels to the poorer countries,"""transplant tourists""",5222,849,newsqa_extractive
30,What are transplant tourists,who travel to poor countries to buy body parts from people with few other routes to a better living.,5244,851,newsqa_extractive
31,"What are ""transplant tourist""?",who travel to poor countries to buy body parts from people,5244,851,newsqa_extractive
32,"What are ""Transplant Tourists""?",who travel to poor countries to buy body parts from people with few other routes to a better living.,5244,851,newsqa_extractive
33,What or who is a transplant tourist?,travel to poor countries to buy body parts from people with few other routes to a better living.,5248,852,newsqa_extractive
34,"Where to ""transplant tourists"" travel?",poor countries,5258,854,newsqa_extractive
35,"WHAT DO ""TRANSPLANT TOURISTS"" BUY WHEN THEY TRAVEL?",body parts from people,5280,858,newsqa_extractive
36,What is the cost for a new kidney?,"$30,000 in the United States.",5411,882,newsqa_extractive
37,How old was the rescued child?,2-year-old,7950,1301,newsqa_extractive
38,How old was the child in question?,"2-year-old boy,",7950,1301,newsqa_extractive
39,What did Sandra Samuel do?,risked her life to keep the toddler safe.,8015,1312,newsqa_extractive
40,Who saved a toddler's life?,Sandra Samuel,8058,1320,newsqa_extractive
41,What is the name of the person who saved the child?,Sandra Samuel,8058,1320,newsqa_extractive
42,Who saved the toddler's life?,Sandra Samuel,8058,1320,newsqa_extractive
43,Who saved a toddler's life?,Sandra Samuel,8058,1320,newsqa_extractive
44,What did Sandra Samuel do that was heroic?,"saved the life of Moshe Holtzberg,",8080,1323,newsqa_extractive
45,What is the name of the toddler who was rescued?,"Moshe Holtzberg,",8098,1327,newsqa_extractive
46,Who faced gunfire ?,Sandra Samuel,8168,1340,newsqa_extractive
47,How did this children's parents die?,terror attacks on India's financial capital,8230,1351,newsqa_extractive
48,What did the hero face while saving the child?,a gunman,9013,1488,newsqa_extractive
49,How many gunshots did Sandra Samuel say that one gunshot is like?,"a hundred gunshots,""",9986,1670,newsqa_extractive
50,What warrants were issued?,Arrest,11006,1858,newsqa_extractive
51,Where did the fire start?,northwestern Mexico,11110,1876,newsqa_extractive
52,Who  died in the fire?,"48 children,",11150,1882,newsqa_extractive
53,How many remain hospitalized?,Fourteen children,11638,1962,newsqa_extractive
54,What is the expulsion a protest to?,"carry out ""genocide"" against the Palestinian people.",12454,2084,newsqa_extractive
55,What caused Chavez to expel Israelis?,"""genocide"" against the Palestinian people.",12464,2086,newsqa_extractive
56,What is the name of the president of Venezuela?,Hugo Chavez,12531,2093,newsqa_extractive
57,What did Hugo Chavez call Israeli army?,"""cowards.""",12567,2099,newsqa_extractive
58,What did Chavez call the forces in the Israeli army?,"""cowards.""",12567,2099,newsqa_extractive
59,What minister was quoted in this passage?,Venezuelan foreign,12986,2163,newsqa_extractive
60,"What did the Venezuelan government statment do to ""flagrant violations"" by Israel?","""condemns strongly the flagrant violations of international law""",13116,2183,newsqa_extractive
61,What did the government condemn?,"the flagrant violations of international law"" by Israel",13135,2185,newsqa_extractive
62,What is in protest?,"flagrant violations of international law""",13139,2186,newsqa_extractive
63,What did Hugo Chavez say?,"""They are cowards,"" he said. ""It's as though a boxing professional were to come here and challenge you to box. Well, how courageous! How courageous is the Israeli army!""",13563,2246,newsqa_extractive
64,What has an Israeli spokesman say Venezuela has given to extremists?,automatic support,14333,2379,newsqa_extractive
65,Who is Brisco?,Miami rapper,14735,2448,newsqa_extractive
66,What all was stolen?,"$40,000 in jewelry and his luxury SUV",14760,2452,newsqa_extractive
67,What was Brisco getting?,"a trim,",14862,2470,newsqa_extractive
68,What does security video show?,"Brisco,",14959,2487,newsqa_extractive
69,What were stolen?,"gold watch, bracelet, chain",15350,2555,newsqa_extractive
70,What was stolen?,"gold watch, bracelet, chain and pendant were taken from him, along with the keys to his Range Rover.",15350,2555,newsqa_extractive
71,What is great material for my next album?,"""I'll get bigger jewelry and still go hard,""",15718,2618,newsqa_extractive
72,What has died on monday,polar bear,16079,2678,newsqa_extractive
73,What animal were German zookeepers concerned about?,polar bear,16079,2678,newsqa_extractive
74,who died in germany,The young polar bear,16275,2714,newsqa_extractive
75,who are concerned,the zoo,16406,2737,newsqa_extractive
76,What do mothers often eat if they sense danger?,their young,17109,2863,newsqa_extractive
77,When were the babies born,One year ago,17373,2910,newsqa_extractive
78,WHo is charged with conspiracy to commit murder?,"Mohammed Asha,",17670,2959,newsqa_extractive
79,Who were charged with conspiracy to murder?,"Mohammed Asha,",17670,2959,newsqa_extractive
80,What were the men accused of?,conspiracy to murder and cause explosions.,17709,2966,newsqa_extractive
81,Who is going on trial?,"Bilal Abdulla and Mohammed Asha,",17755,2972,newsqa_extractive
82,What profession were the men?,"both doctors,",17788,2977,newsqa_extractive
83,What was their occupation?,"both doctors,",17788,2977,newsqa_extractive
84,What was the occupation of the men charged with conspiracy?,"doctors,",17793,2978,newsqa_extractive
85,What were they charged with?,conspiracy to murder and conspiracy to cause explosions.,17819,2982,newsqa_extractive
86,Where did people march in protest?,"in Paris, Texas.",19767,3304,newsqa_extractive
87,Where did the march take place?,"Paris, Texas.",19770,3305,newsqa_extractive
88,Who is Brandon?,24-year-old African-American,19834,3315,newsqa_extractive
89,Where was the body of Brandon McClelland found?,"on the side of a rural road,",19916,3325,newsqa_extractive
90,What happened to Brandon McClelland?,"he was run over, dragged, and killed.",19969,3334,newsqa_extractive
91,Who waved a flag with a Nazi swastika?,White demonstrators,20326,3390,newsqa_extractive
92,What were supremacists waving?,a flag emblazoned with a Nazi swastika,20352,3393,newsqa_extractive
93,What will the white men be charged with?,disorderly conduct,20686,3446,newsqa_extractive
94,who are some of the artists on the record,"David Crosby, Jackson Brown, Devo, Third Eye Blind, Yo La Tengo, Lloyd Cole, The Guthrie Family and filmmaker/activist Michael Moore",21450,3571,newsqa_extractive
95,What are the names of two of the artists involved with the record?,"David Crosby, Jackson Brown,",21450,3571,newsqa_extractive
96,Name an artist who will be on the record?,"David Crosby, Jackson Brown, Devo, Third Eye Blind, Yo La Tengo, Lloyd Cole, The Guthrie Family",21450,3571,newsqa_extractive
97,what inspired the album,the Occupy Wall Street movement,21684,3609,newsqa_extractive
98,The album is inspired by who?,the Occupy Wall Street movement,21684,3609,newsqa_extractive
99,Proceeds from the record will be distributed to who?,the Occupy Wall Street General Fund.,22396,3733,newsqa_extractive
100,Where did Hines fire his gun?,Los Angeles bus stop,22835,3804,newsqa_extractive
101,Who was shot by the gunfire?,eight people,22865,3810,newsqa_extractive
102,Who fired into the crowd?,Billy Ray Hines,23001,3831,newsqa_extractive
103,Who is believed to have fired into a crowd?,Billy Ray Hines,23001,3831,newsqa_extractive
104,What was the number of children shot?,Five,23699,3948,newsqa_extractive
105,Who revealed a love for ABBA's hits?,Vladimir Putin,24601,4107,newsqa_extractive
106,What is the name of the band the prime minister likes?,ABBA,24667,4119,newsqa_extractive
107,What does Putin love?,ABBA,24667,4119,newsqa_extractive
108,Where did the ABBA tribute band play a private concert?,lake town north of Moscow.,24722,4130,newsqa_extractive
109,What is the name of the Russian Prime Minister?,Vladimir Putin,24773,4138,newsqa_extractive
110,Who gave a private concert?,ABBA tribute band,24796,4142,newsqa_extractive
111,Were there a lot of people in the audience?,only eight guests.,24986,4174,newsqa_extractive
112,What is Energie Cottbus' ranking in the league?,second from the bottom of the German Bundesliga.,26557,4455,newsqa_extractive
113,How many fans are announced?,More than 600 Energie Cottbus supporters,26609,4463,newsqa_extractive
114,Who watch the team suffer?,More than 600 Energie Cottbus supporters,26609,4463,newsqa_extractive
115,How many supporters came out to watch the team?,More than 600,26609,4463,newsqa_extractive
