question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,The unruly passenger was aboard what flight?,AirTran,248,42,newsqa_extractive
2,What did the airline spokesman say the passenger was?,belligerent,362,59,newsqa_extractive
3,Passenger would not leave which area?,"the restroom,",395,64,newsqa_extractive
4,what was the cause of his behavior,"The passenger appeared to be intoxicated,",461,74,newsqa_extractive
5,Where was the Atlanta to San Francisco flight diverted to?,"Colorado Springs, Colorado,",741,118,newsqa_extractive
6,Where did fighters escort the jet back to?,"Colorado Springs, Colorado,",741,118,newsqa_extractive
7,Atlanta-to-San Francisco flight was diverted to what area?,"Colorado Springs, Colorado,",741,118,newsqa_extractive
8,What happened to boy?,"was digging a tunnel with friends on a beach in Ocean City, Maryland, on Tuesday when part of it collapsed on top of him, authorities said.",1699,271,newsqa_extractive
9,Where was the boy digging the tunnel?,"on a beach in Ocean City, Maryland,",1733,277,newsqa_extractive
10,Where is Ocean City?,"Maryland,",1759,283,newsqa_extractive
11,What did the Beach Patrol captain say?,"The boy was not breathing, and he had no pulse,",1924,312,newsqa_extractive
12,Lifeguards rushed to help; boy had no pulse and?,"was not breathing,",1932,314,newsqa_extractive
13,Beach Patrol captain: He basically went from?,"dead to life,""",2226,368,newsqa_extractive
14,When is the boy expected to be released?,"later Wednesday,",2749,459,newsqa_extractive
15,Where was the woman student stabbed?,"in a chemistry lab,",2946,490,newsqa_extractive
16,What lab was student stabbed in?,chemistry,2951,492,newsqa_extractive
17,Who is saying that stabbed person is recovering?,"UCLA Medical Center, authorities say.",3037,504,newsqa_extractive
18,Where was the woman stabbed?,the lab in Young Hall.,3366,555,newsqa_extractive
19,What was the bond amount?,$1 million,3409,565,newsqa_extractive
20,What is the bond amount set for the UCLA student?,$1 million,3409,565,newsqa_extractive
21,"According to the victim's family, is the victim recovering?","showing signs of improvement,",3638,604,newsqa_extractive
22,What person said he liked her very much,Liv Tyler,4099,677,newsqa_extractive
23,What person said she is a supporter of her father,Liv Tyler,4099,677,newsqa_extractive
24,Who said she is a supporter?,Liv Tyler,4099,677,newsqa_extractive
25,Where is Tyler promoting her new movie?,"Sundance Film Festival,",4491,741,newsqa_extractive
26,What movie is Tyler promoting?,"""Robot and Frank,""",4551,750,newsqa_extractive
27,What is the name of the new movie Tyer is promoting?,"""Robot and Frank,""",4551,750,newsqa_extractive
28,Sikorsky-92 A helicopters need what part replaced?,gearbox mounting,5717,951,newsqa_extractive
29,what part of helicopter needs to be replaced?,gearbox mounting,5717,951,newsqa_extractive
30,Who issued emergency directive ordering repair?,the U.S. Federal Aviation Administration,6104,1012,newsqa_extractive
31,What organization will issue an emergency directive for repair?,U.S. Federal Aviation Administration,6108,1013,newsqa_extractive
32,Who issued the emergency directive ordering repair?,U.S. Federal Aviation Administration,6108,1013,newsqa_extractive
33,What did Canadian authorities warn against the Sikorsky-92 A helicopters?,"emergency airworthiness directive,",6159,1020,newsqa_extractive
34,Where did the Sikorsky-92 A crash?,in the Atlantic Ocean off the coast of Newfoundland.,6392,1054,newsqa_extractive
