question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,What was unicode developed in conjunction with?,Universal Coded Character Set (UCS),191,29,Unicode,squad_extractive
2,Unicode contains how many thousands of characters in its repertoire? ,"120,000 characters",340,52,Unicode,squad_extractive
3,What is the most recent version of Unicode?,Unicode 8.0,927,140,Unicode,squad_extractive
4,Who maintains the Unicode Standard? ,Unicode Consortium,974,148,Unicode,squad_extractive
5,What are the most commonly used encodings of Unicode?,"UTF-8, UTF-16 and the now-obsolete UCS-2",1093,164,Unicode,squad_extractive
6,What does UTF-8 use in terms of bytes? ,UTF-8 uses one byte for any ASCII character,1135,170,Unicode,squad_extractive
7,What type of code does UCS-2 use?,16-bit code unit,1309,203,Unicode,squad_extractive
8,How are two 16-bit units used? ,(4 × 8 bits,1547,241,Unicode,squad_extractive
9,What is the aim of Unicode?,transcending the limitations of traditional character encodings,1638,258,Unicode,squad_extractive
10,What is the major limitation of traditional character encodings?,wide usage in various countries of the world but remain largely incompatible with each other,1762,276,Unicode,squad_extractive
11,Bilingual computer processing uses what characters?,usually using Latin characters,1966,307,Unicode,squad_extractive
12,Traditional character encodings don't allow what type of computer processing?,multilingual computer processing,2028,316,Unicode,squad_extractive
13,What is multilingual computer processing?,(computer processing of arbitrary scripts mixed with each other,2061,319,Unicode,squad_extractive
14,What were the first 256 code points of Unicode made identical to? ,ISO-8859-1,2192,340,Unicode,squad_extractive
15,Why were the first 256 code points made identical to ISO-8859-1?,to make it trivial to convert existing western text,2209,343,Unicode,squad_extractive
16,"What does the ""fullwidth forms"" section of code points encompass?",a full Latin alphabet that is separate from the main Latin alphabet,2580,396,Unicode,squad_extractive
17,What are the CJK languages referenced?,"Chinese, Japanese, and Korean",2667,411,Unicode,squad_extractive
18,When was a surrogate character mechanism implemented in Unicode 2.0?,1996,2875,444,Unicode,squad_extractive
19,Why was a surrogate character mechanism implemented?,so that Unicode was no longer restricted to 16 bits,2945,454,Unicode,squad_extractive
20,Why was the Unicode 2.0 codespace increased? ,allowed for the encoding of many historic scripts,3072,476,Unicode,squad_extractive
21,What are some characters not originally intended for Unicode? ,rarely used Kanji or Chinese characters,3315,512,Unicode,squad_extractive
22,Why are some foreign characters rarely used? ,many of which are part of personal and place names,3356,518,Unicode,squad_extractive
23,How many General Category properties does each code point have?,a single General Category property,3535,548,Unicode,squad_extractive
