question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,What sorts of departments might one see in a major department store?,"clothing, furniture, home appliances, toys, cosmetics, gardening, toiletries, sporting goods",63,10,Department_store,squad_extractive
2,"Other than at the check-out lanes at the front of a store, where may customers check out?",at sales counters within each department.,425,59,Department_store,squad_extractive
3,Who started influencing department stores in the 1970's? ,discounters,608,90,Department_store,squad_extractive
4,What has begun pressuring department stores in more recent years?,online stores such as Amazon.,681,101,Department_store,squad_extractive
5,"When did the idea of a ""consumer society"" begin? ",at the turn of the 19th century.,802,121,Department_store,squad_extractive
6,What social group grew as a result of the industrial revolution? ,the affluent middle-class,895,135,Department_store,squad_extractive
7,What is one explanation for the rise of retail stores in earlier history?,urbanized social group,951,144,Department_store,squad_extractive
8,Who was Josiah Wedgewood?,entrepreneurs,1374,205,Department_store,squad_extractive
9,What business in Manchester claims to be the first department store? ,Kendals (formerly Kendal Milne & Faulkner),1705,250,Department_store,squad_extractive
10,What did Kendals change it's name to in 2005? ,House of Fraser,1906,285,Department_store,squad_extractive
11,What year did the Manchester institution begin?,1836,1964,294,Department_store,squad_extractive
12,Who acquired the Manchester store in 1919? ,Harrods,2338,361,Department_store,squad_extractive
13,Who founded Selfridges in 1909?,Harry Gordon Selfridge,2528,387,Department_store,squad_extractive
14,What made Selfridges different from many department stores at the time? ,the radical notion of shopping for pleasure rather than necessity,2613,398,Department_store,squad_extractive
15,How was the store most often presented to the public? ,paid advertising,2798,426,Department_store,squad_extractive
16,What sort of customers did Selfridges most often cater to?,shoppers with educational and scientific exhibits,3364,515,Department_store,squad_extractive
17,What were the origins of the Paris department store? ,magasin de nouveautés,3699,569,Department_store,squad_extractive
18,What year was the first Paris department store founded? ,1784,3783,583,Department_store,squad_extractive
19,What book described the functionality and operation of a contemporary Paris department/novelty store?,César Birotteau,3975,613,Department_store,squad_extractive
20,What factors influenced the increase of department stores in Paris? ,the arrival of the railroads in Paris and the increased number of shoppers they brought,4011,619,Department_store,squad_extractive
21,Where did department stores begin to advertise after the large influx of new shoppers?,newspapers,4220,655,Department_store,squad_extractive
22,"What store was founded in Paris, in 1838, which sold a wide variety of products? ",Au Bon Marché,4255,660,Department_store,squad_extractive
23,Who became a partner to this store in 1852 and drastically changed operations?,Aristide Boucicaut,4505,699,Department_store,squad_extractive
24,What was the change in profit to Au Bon Marche after these changes? ,"increased from 500,000 francs in 1852 to five million in 1860",4743,735,Department_store,squad_extractive
25,What engineering company helped the store expand in 1872,Gustave Eiffel,4959,776,Department_store,squad_extractive
26,What was Boucicaut most widely known for? ,marketing innovations,5313,839,Department_store,squad_extractive
27,Where was The Grands Magasins Dufayel built? ,the northern part of Paris,5705,897,Department_store,squad_extractive
28,What were employees taught that made a shopping experience different? ,exciting social activity not just a routine exercise in obtaining necessities,5945,939,Department_store,squad_extractive
29,What sort of stores were The Grands Magasins Dufayel compared to? ,bourgeois stores,6114,966,Department_store,squad_extractive
30,How were these stores different than most during that time?,transform consumption from a business transaction into a direct relationship between consumer and sought-after goods,6142,970,Department_store,squad_extractive
31,"What is recognized as the ""first"" department store in America?","Arnold, Constable",6537,1026,Department_store,squad_extractive
