question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,Who are the indigenous people of the Americas descended from?,pre-Columbian inhabitants of the Americas,66,12,Indigenous_peoples_of_the_Americas,squad_extractive
2,What is a common term in Spanish speaking countries for the indigenous peoples?,Pueblos indígenas,109,17,Indigenous_peoples_of_the_Americas,squad_extractive
3,What term is used in Argentina to refer to the original peoples of a continent?,Aborigen,196,28,Indigenous_peoples_of_the_Americas,squad_extractive
4,"In Quebec, The Guianas and places in the Caribbean where English is spoken, what is the preferred term for the indigenous people of the Americas?",Amerindian,256,36,Indigenous_peoples_of_the_Americas,squad_extractive
5,What was Beringia?,a land bridge which connected the two continents,754,109,Indigenous_peoples_of_the_Americas,squad_extractive
6,Most experts can at least agree that the earliest pre-modern human migration took place when?,"13,500 years ago",949,141,Indigenous_peoples_of_the_Americas,squad_extractive
7,How do the indigenous peoples explain how they came to live in the Americas?,a wide range of creation myths,1349,202,Indigenous_peoples_of_the_Americas,squad_extractive
8,Where did Columbus believe he had arrived?,East Indies,1517,230,Indigenous_peoples_of_the_Americas,squad_extractive
9,"Because of Columbus' mistake, the Americas came to be known as what?",West Indies,1568,241,Indigenous_peoples_of_the_Americas,squad_extractive
10,"What is implied by the global term of ""Indian""?",some kind of racial or cultural unity,1705,265,Indigenous_peoples_of_the_Americas,squad_extractive
11,What did many segments of the indigenous population also practice?,aquaculture and agriculture,2279,348,Indigenous_peoples_of_the_Americas,squad_extractive
12,What remains as a testament to the time and work the indigenous people spent cultivating the flora of the Americas?,agricultural endowment,2328,355,Indigenous_peoples_of_the_Americas,squad_extractive
13,What did many of the societies practice a mix of?,"farming, hunting, and gathering",2552,390,Indigenous_peoples_of_the_Americas,squad_extractive
14,Where are there still populations of indigenous peoples?,Many parts of the Americas,2720,410,Indigenous_peoples_of_the_Americas,squad_extractive
15,How many different indigenous languages are spoken in the Americas?,At least a thousand,2915,436,Indigenous_peoples_of_the_Americas,squad_extractive
16,What do many indigenous cultures still practice to different extends to this day?,"religion, social organization, and subsistence practices",3203,477,Indigenous_peoples_of_the_Americas,squad_extractive
17,What have some indigenous peoples managed to remain in relative isolation from?,Western culture,3480,515,Indigenous_peoples_of_the_Americas,squad_extractive
18,What allowed people to move across Beringia to North America?,falling sea levels,3913,578,Indigenous_peoples_of_the_Americas,squad_extractive
19,What confined the nomadic inhabitants to East Beringia for thousands of years?,Laurentide Ice Sheet,4148,617,Indigenous_peoples_of_the_Americas,squad_extractive
20,Where did the single ancestral population of all the indigenous peoples of the Americas likely develop?,in isolation,4433,658,Indigenous_peoples_of_the_Americas,squad_extractive
21,How many years may the isolation of the peoples in Beringia lasted?,"10–20,000 years",4536,674,Indigenous_peoples_of_the_Americas,squad_extractive
22,When did the glaciers begin to melt?,"16,500 years ago",4560,677,Indigenous_peoples_of_the_Americas,squad_extractive
23,What did the people follow in the corridors between the ice sheets?,Pleistocene megafauna,4733,705,Indigenous_peoples_of_the_Americas,squad_extractive
24,What does the data indicate about the population the individual was from?,directly ancestral,4907,729,Indigenous_peoples_of_the_Americas,squad_extractive
25,What populations is the individual closely related to?,present North American Native American,5025,745,Indigenous_peoples_of_the_Americas,squad_extractive
26,Theories that there were invasions which overwhelmed or assimilated previous migrants into the Americas have been what?,ruled out,5347,789,Indigenous_peoples_of_the_Americas,squad_extractive
27,The term Pre-Columbian technically refers to which era?,before Christopher Columbus' voyages of 1492,5398,797,Indigenous_peoples_of_the_Americas,squad_extractive
28,When was Columbus' first voyage?,1492,5438,802,Indigenous_peoples_of_the_Americas,squad_extractive
29,"In practice, Pre-Columbian refers to the history of the indigenous cultures of America prior to Europeans doing what to them?",conquered or significantly influenced,5557,820,Indigenous_peoples_of_the_Americas,squad_extractive
30,What term is used most often when discussing the great civilizations of the Americas?,"""Pre-Columbian""",5682,837,Indigenous_peoples_of_the_Americas,squad_extractive
31,What had long faded prior to the first European and African arrivals?,Some of these civilizations,6228,909,Indigenous_peoples_of_the_Americas,squad_extractive
32,How do we know about some of the civilizations that were gone by the time of European arrival?,oral history and through archaeological investigations,6403,937,Indigenous_peoples_of_the_Americas,squad_extractive
33,What did European colonists destroy on their pyres?,written records,6786,993,Indigenous_peoples_of_the_Americas,squad_extractive
34,What gave today's historians a glimpse of the culture and knowledge of the indigenous civilizations?,a few documents,6808,996,Indigenous_peoples_of_the_Americas,squad_extractive
35,What had the civilizations in the Americas achieved by the time the Europeans encountered them?,many accomplishments,7080,1033,Indigenous_peoples_of_the_Americas,squad_extractive
36,What had the Aztec civilization constructed?,one of the largest cities in the world,7133,1040,Indigenous_peoples_of_the_Americas,squad_extractive
37,What did the European colonization forever change?,lives and cultures of the peoples of the continents,7505,1093,Indigenous_peoples_of_the_Americas,squad_extractive
38,How much did the population of the Americas decrease after first contact with the Europeans?,between 80 and 90%,7693,1120,Indigenous_peoples_of_the_Americas,squad_extractive
39,What triad of disease epidemics ravaged the American continent?,"smallpox, measles, and cholera",7856,1147,Indigenous_peoples_of_the_Americas,squad_extractive
40,Why did Native Americans suffer such high mortality rates to the diseases?,lack of prior exposure,8092,1183,Indigenous_peoples_of_the_Americas,squad_extractive
41,Who was the first group of indigenous people Columbus encountered?,"the 250,000 Taínos of Hispaniola",8539,1252,Indigenous_peoples_of_the_Americas,squad_extractive
42,What did the Taínos represent in the Greater Antilles and Bahamas?,dominant culture,8592,1260,Indigenous_peoples_of_the_Americas,squad_extractive
43,Why were outbreaks of measles and smallpox able to so easily decimate the Taínos' population?,no immunity to European diseases,8713,1281,Indigenous_peoples_of_the_Americas,squad_extractive
44,What led to the last great Taínos rebellion?,Increasing punishment,8810,1295,Indigenous_peoples_of_the_Americas,squad_extractive
45,What behaviors did the Taínos begin to adopt after years of mistreatment?,suicidal,9113,1339,Indigenous_peoples_of_the_Americas,squad_extractive
46,What did Taínos women start doing to their infants?,aborting or killing,9144,1343,Indigenous_peoples_of_the_Americas,squad_extractive
47,Why would ingesting untreated cassava be a bad idea?,violent poison,9244,1359,Indigenous_peoples_of_the_Americas,squad_extractive
