question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,How long has Steven Spielberg had his career so far?,more than four decades,21,5,Steven_Spielberg,squad_extractive
2,What type of films did Spielberg find early success with?,y science-fiction and adventure,116,19,Steven_Spielberg,squad_extractive
3,What issue did Spielberg address in his movie Schindler's List?,the Holocaust,291,43,Steven_Spielberg,squad_extractive
4,What issue did Spielberg address in his movie Amistad?,the transatlantic slave trade,328,48,Steven_Spielberg,squad_extractive
5,In what film did Spielberg cover the slave trade?,Amistad,362,53,Steven_Spielberg,squad_extractive
6,In what films did Spielberg address war?,"Empire of the Sun, Saving Private Ryan, War Horse and Bridge of Spies",380,56,Steven_Spielberg,squad_extractive
7,What issue did Spielberg address in his movie Munich?,terrorism,455,70,Steven_Spielberg,squad_extractive
8,Where was Steven Spielberg born?,"Cincinnati, Ohio",626,96,Steven_Spielberg,squad_extractive
9,Where was Spielberg born?,"Cincinnati, Ohio",626,96,Steven_Spielberg,squad_extractive
10,What religion was Steven Spielberg's family?,Orthodox Jewish,650,100,Steven_Spielberg,squad_extractive
11,What religion was Spielberg's family?,Orthodox Jewish,650,100,Steven_Spielberg,squad_extractive
12,What was Spielberg's mother's career?,restaurateur and concert pianist,725,112,Steven_Spielberg,squad_extractive
13,What job did Steven Spielberg's father have?,electrical engineer,812,125,Steven_Spielberg,squad_extractive
14,What was Spielberg's father's career?,electrical engineer involved in the development of computers,812,125,Steven_Spielberg,squad_extractive
15,Where were Steven Spielberg's granparents from?,Ukraine,921,139,Steven_Spielberg,squad_extractive
16,Where did Spielberg's paternal grandparents immigrate from?,Ukraine,921,139,Steven_Spielberg,squad_extractive
17,Where did Steven Spielberg's family move to in 1953?,"Phoenix, Arizona",1122,176,Steven_Spielberg,squad_extractive
18,What did Spielberg win for Schindler's List?,Academy Award for Best Director,1259,197,Steven_Spielberg,squad_extractive
19,How much money has all of Steven Spielberg's movies grossed worldwide?,exceeds $9 billion,1588,242,Steven_Spielberg,squad_extractive
20,What record does Steven Spielberg have?,the highest-grossing director in history,1629,248,Steven_Spielberg,squad_extractive
21,How much money is Steven Spielberg worth?,more than $3 billion,1713,261,Steven_Spielberg,squad_extractive
22,What is Spielberg's net worth?,more than $3 billion,1713,261,Steven_Spielberg,squad_extractive
23,When did Steven Spielberg have trouble dealing with being an Orthodox Jew?,As a child,1866,286,Steven_Spielberg,squad_extractive
24,At what age was Spielberg embarrassed by his family being Jewish?,"seven, eight, nine years old",2070,321,Steven_Spielberg,squad_extractive
25,How did Steven Spielberg feel about being an Orhtodox Jew?,embarrassed,2122,331,Steven_Spielberg,squad_extractive
26,What kind of prejudice did Spielberg have to deal with in High school?,anti-Semitic,2356,371,Steven_Spielberg,squad_extractive
27,What was Spielberg bullied because of?,anti-Semitic prejudice,2356,371,Steven_Spielberg,squad_extractive
28,When did Spielberg join the Boy Scouts?,1958,2483,391,Steven_Spielberg,squad_extractive
29,What film did Spielberg make to earn a merit badge?,The Last Gunfight,2614,414,Steven_Spielberg,squad_extractive
30,Why did Spielberg make a movie instead of taking still photos for the photography merit badge?,dad's still-camera was broken,2696,426,Steven_Spielberg,squad_extractive
31,At what age did Spielberg make 'Escape to Nowhere'?,thirteen,2928,474,Steven_Spielberg,squad_extractive
32,"How long was Spielberg's film ""Escape to Nowhere""?",40-minute,2991,485,Steven_Spielberg,squad_extractive
33,What was Spielberg's first indepenent film?,Firelight,3277,531,Steven_Spielberg,squad_extractive
34,What film led to Close Encounters?,Firelight,3277,531,Steven_Spielberg,squad_extractive
35,How much money did Spielberg spend to film Close Encounters?,$500,3354,543,Steven_Spielberg,squad_extractive
36,What job was SPielberg offered when he was a student?,Universal Studios,3541,579,Steven_Spielberg,squad_extractive
37,What studio gave Spielberg an unpaid internship?,Universal Studios,3541,579,Steven_Spielberg,squad_extractive
38,What department did Spielberg have an unpaid internship with?,editing,3568,583,Steven_Spielberg,squad_extractive
39,How long was 'Amblin'?,26-minute,3672,600,Steven_Spielberg,squad_extractive
40,What short film did Spielberg make for theatrical release?,Amblin,3689,602,Steven_Spielberg,squad_extractive
41,What was Sidney Sheinberg's position with Universal?,vice president,3734,609,Steven_Spielberg,squad_extractive
42,Who offered Spielberg a contract at Universal Studios?,Sidney Sheinberg,3749,611,Steven_Spielberg,squad_extractive
43,How long of a contract did Sheinberg give Spielberg?,seven-year,3851,629,Steven_Spielberg,squad_extractive
44,What did Steven Spielberg do to begin directing TV prouctions for Universal?,dropped out of college,4006,653,Steven_Spielberg,squad_extractive
45,"What year was Spielberg hired to direct one of the segments for ""Night Gallery""?",1969,4186,683,Steven_Spielberg,squad_extractive
46,What was the first TV episode Spielberg directed part of?,1969 pilot episode of Night Gallery,4186,683,Steven_Spielberg,squad_extractive
47,"Who starred in the TV show segment ""Eyes""",Joan Crawford,4252,693,Steven_Spielberg,squad_extractive
48,Who starred in Spielberg's TV debut?,Joan Crawford,4252,693,Steven_Spielberg,squad_extractive
49,What was the relatioship between Joan Crawford and Steven Spielberg?,reportedly close friends,4290,699,Steven_Spielberg,squad_extractive
50,What was Steven Spielberg's first feature-length assignment?,"an episode of The Name of the Game called ""L.A. 2017"".",4561,743,Steven_Spielberg,squad_extractive
51,What was Spielberg's first full TV episode to direct?,"an episode of The Name of the Game called ""L.A. 2017""",4561,743,Steven_Spielberg,squad_extractive
52,What genre was 'LA 2017'?,futuristic science fiction,4621,755,Steven_Spielberg,squad_extractive
