question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,Where is the island of Guan located?,northwestern Pacific Ocean,171,26,Guam,squad_extractive
2,What is the most populous city in Guam?,Dededo,340,52,Guam,squad_extractive
3,How many people currently call Guam home as of 2015?,"161,785",357,55,Guam,squad_extractive
4,What is the name of the largest mountain in Guam?,Mount Lamlam,801,127,Guam,squad_extractive
5,When did Guam's indigenous people first arrive?,"4,000 years ago",931,146,Guam,squad_extractive
6,Who was the first European to visit the island?,Ferdinand Magellan,968,151,Guam,squad_extractive
7,What year was Guam colonized?,1668,1070,169,Guam,squad_extractive
8,"Along with Guam, which other territories were in the United States jurisdiction before WWII?","American Samoa, Hawaii, and the Philippines",1553,247,Guam,squad_extractive
9,What was the date on the attack of Pearl Harbor?,"December 7, 1941",1661,264,Guam,squad_extractive
10,What happened just after the attack on Peal Harbor?,Guam was captured by the Japanese,1719,274,Guam,squad_extractive
11,How long did the Japanese occupation last?,thirty months,1775,284,Guam,squad_extractive
12,Which four classes made up the ancient -Chamorro society?,"chamorri (chiefs), matua (upper class), achaot (middle class), and mana'chang (lower class)",2186,342,Guam,squad_extractive
13,Where were the matua located on the island?,coastal villages,2315,360,Guam,squad_extractive
14,Where were the mana'chag located?,interior of the island,2433,379,Guam,squad_extractive
15,What year did Magellan locate the island of Guam?,1521,2965,459,Guam,squad_extractive
16,What were the name of outrigger canoes?,Proas,3221,499,Guam,squad_extractive
17,In what year was Guam claimed by Spain?,1565,3834,598,Guam,squad_extractive
18,What was the name of the general who claimed Guam?,General Miguel López de Legazpi,3842,600,Guam,squad_extractive
19,What did Spain build to protect their fleet at Guam?,built several defensive structures,4178,654,Guam,squad_extractive
20,When did Spanish colonization commence?,"June 15, 1668",4494,702,Guam,squad_extractive
21,Which two Spaniards aided this colonization and started the first catholic church?,Diego Luis de San Vitores and Pedro Calungsod,4528,709,Guam,squad_extractive
22,What was the name of the first Cathedral?,Dulce Nombre de Maria,4924,774,Guam,squad_extractive
23,When did Guam's Cathedral first open?,"February 2, 1669",4969,782,Guam,squad_extractive
24,In what years was there intermittent war fare?,"July 23, 1670 until July 1695",5395,851,Guam,squad_extractive
25,When did the Smallpox epidemic take place?,1688,5505,871,Guam,squad_extractive
26,What did the smallpox epidemic reduce the population down to in Chamorro?,"50,000 to 10,000",5548,877,Guam,squad_extractive
27,What was the name of the person who started the campaign to pacify the area?,Juan de Santiago,5761,913,Guam,squad_extractive
28,When did Captain Damian de Esplana arrive?,1674,5919,938,Guam,squad_extractive
29,What did Captain Damian do after his arrival?,ordered the arrest of rebels,5951,943,Guam,squad_extractive
30,Who was the first Spanish Governor of Guam?,Francisco de Irrisarri y Vinar,6223,984,Guam,squad_extractive
31,In what year did Jose de Quiroga arrive?,1680,6468,1020,Guam,squad_extractive
32,What happened that allowed the United States to have Guam?,Spanish–American War,7167,1130,Guam,squad_extractive
33,What is the name of the executive order that transferred Guam over to the U.S?,108-A,7302,1153,Guam,squad_extractive
34,Which two people were exiled to Guam after the Philippine-American war?,Emilio Aguinaldo and Apolinario Mabini,7604,1204,Guam,squad_extractive
35,Why were the Chamorros brought to Guam?,to serve as interpreters,7829,1240,Guam,squad_extractive
36,How were Guamanian Chamorro viewed by the Japanese?,as an occupied enemy,7949,1258,Guam,squad_extractive
37,Who were loyal to Japan?,Northern Mariana Chamorros,8262,1305,Guam,squad_extractive
38,What conflict did the Organic Act come after?,After World War II,8311,1312,Guam,squad_extractive
39,What established Guam as an unincorporated territory?,Guam Organic Act of 1950,8335,1317,Guam,squad_extractive
40,What did the Guam Act allow the population now that they were a U.S territory?,granted the people U.S. citizenship,8508,1343,Guam,squad_extractive
41,How many square miles is Guam?,212,8939,1412,Guam,squad_extractive
42,How was this island chain created?,the colliding Pacific and Philippine Sea tectonic plates,9172,1453,Guam,squad_extractive
43,How deep is the Mariana Trench located near Guam?,"35,797",9437,1498,Guam,squad_extractive
44,How many miles is Guam across?,30 miles,9580,1524,Guam,squad_extractive
45,What natural disaster that is not predictable does Guam have to worry about?,earthquakes,9700,1548,Guam,squad_extractive
46,"Due to Guam being so close to Anatahan, what dod they have to worry about?",volcanic smog,10055,1606,Guam,squad_extractive
47,What is Guam's climate characterized as?,tropical marine,10137,1617,Guam,squad_extractive
48,What is the mean high temperature in Guam?,86 °F (30 °C),10316,1643,Guam,squad_extractive
49,What is the average annual rainfall of Guam?,"96 inches (2,180 mm)",10395,1661,Guam,squad_extractive
50,When does the dry season in Guam typical run?,December to June,10442,1670,Guam,squad_extractive
51,Which months are considered the coldest in Guam?,January and February,10543,1686,Guam,squad_extractive
52,hat years did the Spanish rule Guam?,1668–1898,11267,1797,Guam,squad_extractive
53,What religion was the general population converted to?,Roman Catholicism,11326,1805,Guam,squad_extractive
54,Which two major holidays become popular in Guam?,Easter and Christmas,11378,1812,Guam,squad_extractive
55,What is the name of the modern Chamorro language?,Malayo-Polynesian,11641,1850,Guam,squad_extractive
56,What two indiginous pre-hispanic culture has survived to this point?,chenchule' and inafa'maolek,11997,1900,Guam,squad_extractive
57,What is the name of the intricate system in Guam?,. Chenchule,12024,1903,Guam,squad_extractive
58,What do the Chamorro believe in according to Historian Lawrence Cinningham,the land and its produce belong to everyone,12225,1935,Guam,squad_extractive
59,What is the culture of Pengngan Chamorro based on?,social protocol,12657,2002,Guam,squad_extractive
60,What does mangnging refer to that directly involves one major human scense?,sniffing over the hands of the elders,12701,2008,Guam,squad_extractive
61,What is a belembaotuyan in Guam?,string musical instrument made from a gourd,13048,2058,Guam,squad_extractive
62,What posses some challenges for the Chamorros who find it hard to keep their culture?,cosmopolitan and multicultural nature of modern Guam,13245,2086,Guam,squad_extractive
63,What else has led to the Chamorro find it hard to keep their culture that involves it's children?,relocating to the U.S. Mainland,13475,2116,Guam,squad_extractive
64,What has recently led to a resurgence in the Chamorros culture and preservation of their old ways?,young Chamorros who seek to continue the ancient ways of the Chamorro people.,13789,2163,Guam,squad_extractive
65,Who is the current non-voting delegate for Guam?,Democrat Madeleine Z. Bordallo,14041,2201,Guam,squad_extractive
66,How many electoral votes does Guam currently have?,Guam has no votes,14233,2232,Guam,squad_extractive
67,What major movement occurred in Guam in the 80's and 90's?,becoming a commonwealth,14597,2290,Guam,squad_extractive
68,Why would Guam becoming a commonwealth be so important?,would give it a level of self-government similar to Puerto Rico,14628,2294,Guam,squad_extractive
69,What has the U.S military proposed?,building a new aircraft carrier berth on Guam,15146,2376,Guam,squad_extractive
70,How many Marines would the United States move to Guam?,"8,600 Marines",15203,2386,Guam,squad_extractive
71,"Because of the EPA, how many Marines would the United States be able to send to Guam to live?","4,800 Marines",15622,2452,Guam,squad_extractive
72,Around how many Hotels does Guam currently have?,20 large hotels,15866,2491,Guam,squad_extractive
73,About how many tourist visit Guam yearly?,a million,16172,2536,Guam,squad_extractive
74,Which major U.S store does Guam currently have that happens to be the largest in the world?,Kmart,16540,2590,Guam,squad_extractive
75,"What is the name of the pact held between the United States, Micronesia, Marshal Islands, and Palau?",The Compacts of Free Association,16565,2592,Guam,squad_extractive
76,What is the benefit of the  Compacts of Free Association?,no restrictions to reside in the United States (also its territories),16925,2648,Guam,squad_extractive
77,What has Guam claimed about Compacts of Free Association?,the territory has had to bear the brunt of this agreement,17143,2684,Guam,squad_extractive
78,What type of postal service does Guam currently have today?,U.S. postage,17953,2803,Guam,squad_extractive
79,What is the current Zip Code range in Guam?,96910–96932,18094,2827,Guam,squad_extractive
80,Which three major companies do not consider Guam as domestic when shipping is involved?,"FedEx, UPS, and DHL",18243,2849,Guam,squad_extractive
81,What determines the speed in which mail reaches Guam from the United States?,on size and time of year,18412,2879,Guam,squad_extractive
82,Which type of service usually takes less than a week to get postage to the island?,first-class,18445,2886,Guam,squad_extractive
83,What do most Guam residents use when receiving mail?,post office boxes or private mail boxes,18688,2926,Guam,squad_extractive
84,What is considered to be the lifeline of Guam?,The Commercial Port,18999,2974,Guam,squad_extractive
85,Why is the port so important?,most products must be shipped into Guam for consumers,19060,2984,Guam,squad_extractive
86,What is the name of the shipping company in Hawaii that connects Guam?,"Matson, Inc",19178,3003,Guam,squad_extractive
87,What is the name of the international airport in Guam?,Antonio B. Won Pat,19695,3077,Guam,squad_extractive
88,What major airline resides at the airport?,United Airlines,19756,3088,Guam,squad_extractive
89,What is Guam responsible for when goods both come in and leave?,operating its own customs and quarantine agency,19870,3106,Guam,squad_extractive
90,Which animal was accidentally introduced into Guam?,brown tree snake,20306,3171,Guam,squad_extractive
91,What was accidentally introduced into Guam?,brown tree snake,20306,3171,Guam,squad_extractive
92,With the introduction of a non native snake in the area of Guam what impact did it have the island?,nearly eliminated the native bird population,20431,3190,Guam,squad_extractive
93,What has the U.S Department of Agriculture done to help watch for the snakes?,has trained detector dogs to keep the snakes out of the island's cargo flow,20959,3271,Guam,squad_extractive
94,What are the names of the two native birds in Guam before the brown snake intrusion?,Guam rail (or ko'ko' bird in Chamorro) and the Guam flycatcher,21285,3324,Guam,squad_extractive
95,How many bird species have been driven to extinction in Guam?,twelve bird species,21640,3384,Guam,squad_extractive
96,What other bird was very common before WWII according to the elders?,ko'ko' birds,21734,3399,Guam,squad_extractive
97,What insect was detected in 2007?,coconut rhinoceros beetle,21811,3413,Guam,squad_extractive
98,What other American territory has these beetles that have infested Guam?,American Samoa,21965,3439,Guam,squad_extractive
99,Where is the Coconut Beetle native to?,Southern Asia,22458,3518,Guam,squad_extractive
100,What plagues the Guam dry season?,Wildfires,22722,3556,Guam,squad_extractive
101,What causes water quality problems in Guam?,sediment is carried by the heavy rains into the Fena Lake Reservoir and Ugum River,23174,3628,Guam,squad_extractive
102,What has Guam recently being trying to protect?,coral reef habitats,23558,3688,Guam,squad_extractive
103,What has led to the decrease of fish near Guam?,"pollution, eroded silt and overfishing",23583,3692,Guam,squad_extractive
104,What is the name of the flying mammal in Guam that some are concerned for?,Mariana fruit bats,24296,3800,Guam,squad_extractive
105,What are the names of the two colleges in Guam?,The University of Guam (UOG) and Guam Community College,24317,3803,Guam,squad_extractive
106,Who are these two schools accredited by?,Western Association of Schools and Colleges,24403,3817,Guam,squad_extractive
107,What is the name of the small Christian college in Guam?,Pacific Islands University,24591,3847,Guam,squad_extractive
108,What is the name of the governing body of the school in all of Guam?,The Guam Department of Education,24821,3878,Guam,squad_extractive
109,How many students as of 2000 were attending public schools in Guam?,"32,000",24897,3891,Guam,squad_extractive
110,What has plagued Guam public schools?,high dropout rates and poor test scores,25002,3906,Guam,squad_extractive
111,Who runs Guam's main health care facility?,The Government of Guam,25392,3965,Guam,squad_extractive
112,What is the name of the main health care facility in Guam?,Guam Memorial Hospital,25465,3976,Guam,squad_extractive
113,Which privately owned medical facility opened in 2016?,Guam Regional Medical City,25881,4034,Guam,squad_extractive
114,What are the Jehovah Witnesses?,millenarian restorationist Christian denomination,25971,4049,Jehovah%27s_Witnesses,squad_extractive
