question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,What caused the navy to lose confidence in their officer's ability?,"misconduct by crew members,",123,21,newsqa_extractive
2,What was the reason for the crew members discipline?,misconduct by,123,21,newsqa_extractive
3,Who had lost confidence?,Cmdr. Michael B. Portland,230,38,newsqa_extractive
4,Who did the Navy lose confidence in?,Cmdr. Michael B. Portland,230,38,newsqa_extractive
5,what has the navy lost confidence in?,Cmdr. Michael B. Portland,230,38,newsqa_extractive
6,What had been faked?,inspection records,434,73,newsqa_extractive
7,what was the crew faking?,falsified existing records to make it appear the work had been done.,625,102,newsqa_extractive
8,What have 10 people been relieved of?,duty on the submarine,846,142,newsqa_extractive
9,What kind of discipline did the crew members receive?,"""nonjudicial punishment""",1093,183,newsqa_extractive
10,Who will sing at the Super Bowl?,Bruce Springsteen,1886,305,newsqa_extractive
11,What group is Nils Lofgren with?,E Street Band,1998,324,newsqa_extractive
12,What Super Bowl is being discussed?,XLIII,2036,331,newsqa_extractive
13,What band does Nils Lofgren play for?,E Street,2087,339,newsqa_extractive
14,Who is Nils Lofgren?,E Street guitarist,2087,339,newsqa_extractive
15,Who won't say what four songs Springsteen will play?,Nils Lofgren,2106,342,newsqa_extractive
16,What did  Nils Lofgren say?,"promises it will be ""a very cool thing,"" but would only hint at",2119,344,newsqa_extractive
17,What did Nils Lofgren promise for the show?,"it will be ""a very cool thing,""",2128,345,newsqa_extractive
18,What other woman is expected to sing with Faith Hill?,Jennifer Hudson,3088,528,newsqa_extractive
19,What female singers will perform at the big game?,Faith Hill,3276,558,newsqa_extractive
20,Jennifer Hudson will be singing at what event?,2009 Super Bowl,3376,574,newsqa_extractive
21,what did the company say,"attacks were made on Royal Dutch Shell oil facilities in Nigeria on Sunday,",3613,614,newsqa_extractive
22,Who would run the investigation?,Royal Dutch Shell,3634,618,newsqa_extractive
23,what did Royal Dutch Shell say,"Investigating the attacks will be difficult because they happened in remote areas,",3774,639,newsqa_extractive
24,where is the pipeline?,"eastern part of the Niger Delta in Nigeria,",3926,662,newsqa_extractive
25,Where were the Pipelines attacked?,"Niger Delta in Nigeria,",3946,666,newsqa_extractive
26,who attacked the pipelines?,Winzenried refused to speculate on,4527,755,newsqa_extractive
27,who claimed responsiblity?,"the Movement for the Emancipation of the Niger Delta, or MEND",4627,771,newsqa_extractive
28,What group said they attacked a facility?,"the Movement for the Emancipation of the Niger Delta, or MEND",4627,771,newsqa_extractive
29,What group took responsibility for attacking an offshore facility?,"the Emancipation of the Niger Delta, or MEND",4644,774,newsqa_extractive
30,What did MEND claim to attack?,"had attacked an offshore facility earlier Sunday and that ""the structure is ... engulfed in fire.""",4700,785,newsqa_extractive
31,What car can reach 160,The average F1,6547,1090,newsqa_extractive
32,What speed can a Formula One car reach in under six seconds?,160km/h,6576,1096,newsqa_extractive
33,what temperature can the breaks operate at,over 600 degrees Celsius.,6870,1146,newsqa_extractive
34,Over what temperature do F1 car brakes operate?,600 degrees Celsius.,6875,1147,newsqa_extractive
35,how much does the car weigh,"around 600 kilograms in race trim,",6926,1155,newsqa_extractive
36,Who much do the cars weigh in race trim?,around 600 kilograms,6926,1155,newsqa_extractive
37,what its about this topic?,KERS powered cars,7165,1193,newsqa_extractive
38,who are trapped underground?,six men,7390,1232,newsqa_extractive
