question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,What millennium did Mosaic start?,the 3rd millennium BC,54,10,Mosaic,squad_extractive
2,What kind of mosaic were made in Tiryns?,Pebble mosaics,77,14,Mosaic,squad_extractive
3,When did mosaic fall out of fashion?,the Renaissance,599,98,Mosaic,squad_extractive
4,The pebble mosaics found at Tiyns are from what age?,Bronze age,807,130,Mosaic,squad_extractive
5,"When was the famous mosaic ""The Beauty of Durres"" created?",the 4th-century BC,944,154,Mosaic,squad_extractive
6,The Beauty of Durres is in what country?,Albania,1016,166,Mosaic,squad_extractive
7,When was the Greek figure style mostly formed?,the 3rd century BC,1107,182,Mosaic,squad_extractive
8,The famous artists Sosus was from what area?,Pergamon,1347,220,Mosaic,squad_extractive
9,Which culture adapted the use of mosaics for large ground coverings in their villas?,the Romans,1663,275,Mosaic,squad_extractive
10,Often regular everyday craftsman were most likely what?,slaves,1950,319,Mosaic,squad_extractive
11,Carthage and Tunisia are in what general area?,North Africa,2014,329,Mosaic,squad_extractive
12,What type of mosaic uses small tesserae?,opus vermiculatum,2196,359,Mosaic,squad_extractive
13,What was the benefit of using small pieces to create a mosaic?,very fine detail,2427,395,Mosaic,squad_extractive
14,What were small panel mosaics known as?,emblemata,2519,410,Mosaic,squad_extractive
15,What was the name of the mosaic technique that used larger tesserae?,opus tessellatum,2641,429,Mosaic,squad_extractive
16,Why were black and white pieces used in most italian mosaics?,cheaper than fully coloured work,2802,456,Mosaic,squad_extractive
17,Which caesar hired builders to construct the Domus Aurea?,Nero,2846,463,Mosaic,squad_extractive
18,When was the Domus Aurea constructed?,64 AD,2954,482,Mosaic,squad_extractive
19,When did figure wall mosaics become the highest form of artistic expression?,the Christian era,3067,503,Mosaic,squad_extractive
20,The imperial family of Rome used the church of Santa Costanza as what?,a mausoleum,3207,526,Mosaic,squad_extractive
21,Who most likely lived in the large villa rustica?,Emperor Maximian,3662,602,Mosaic,squad_extractive
22,What caused the mosaics at the villa rustica to be protected for centuries? ,a landslide,3780,622,Mosaic,squad_extractive
23,How long is the hunting scene at the villa rustica?,64m,3879,639,Mosaic,squad_extractive
24,"Where in Sicily were the ""Orpheus,"" and the ""Four Seasons"" discovered?",Piazza Vittoria in Palermo,4278,700,Mosaic,squad_extractive
25,What scenes are depicted on the Zliten mosaic?,gladiatorial contests,4513,738,Mosaic,squad_extractive
26,How long was the mural discovered in Libya?,30 ft,4675,762,Mosaic,squad_extractive
27,The mosaics uncovered in Libya were from which century?,1st or 2nd century AD,4732,772,Mosaic,squad_extractive
28,The gladiator mosaic is on par with the Alexander mosaic in which city?,Pompeii,5191,858,Mosaic,squad_extractive
29,Around what century were mosaics adapted for Christian churches?,the late 4th century,5246,866,Mosaic,squad_extractive
30,What Christian church besides the Santa Costanza was built in the 4th century?,Santa Pudenziana,5429,895,Mosaic,squad_extractive
31,What was the original function of the Santa Costanza church?,a mausoleum,5699,936,Mosaic,squad_extractive
32,Under what period were the 4th century churches built?,Constantinian,5769,947,Mosaic,squad_extractive
33,In which basilica is the Tomb of Julii?,St Peter's Basilica,5975,978,Mosaic,squad_extractive
34,Which city besides Ravenna served as the capital of the Western Roman Empire?,Milan,6581,1070,Mosaic,squad_extractive
35,Who do the mosaics at the the basilica of San Lorenzo depict as being abducted?,Elijah,6825,1114,Mosaic,squad_extractive
36,When was the baptistry at the Basilica of Sant'Ambrogio demolished?,the 15th century,7277,1185,Mosaic,squad_extractive
37,The shrine of San Vittore in ciel d'oro had mosaics from which century?,the 5th century,7549,1232,Mosaic,squad_extractive
38,What years was the Mausoleum of Galla Placidia decorated with mosaics?,425–430,7969,1304,Mosaic,squad_extractive
39,What other famous landmark in Ravenna was established by Galla Placidia? ,the church of San Giovanni Evangelista,8213,1344,Mosaic,squad_extractive
40,Why did Galla Placidia erect the church of San Giovanni Evangelista?,fulfillment of a vow,8271,1354,Mosaic,squad_extractive
41,When were most of the mosaics at the church of San Giovanni Evangelista destroyed?,1747,8622,1412,Mosaic,squad_extractive
42,When was Ravenna conquered by the Eastern Roman Empire?,After 539,8629,1413,Mosaic,squad_extractive
43,When did the biggest achievement in Christian mosaics take place?,the second half of the 6th century,8843,1448,Mosaic,squad_extractive
44,What event led up to the creation of the amazing mosaics in in the Basilica of San Vitale?,the Byzantine conquest,9147,1497,Mosaic,squad_extractive
45,When were the mosaics at the Basilica of Sant'Apollinare created?,549,9245,1512,Mosaic,squad_extractive
