question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"analysis and did not provide any guidance as to its future implications.... ”); Schafer, 598 N.E.2d at 553 (“Sturrup is out of the mainstream of caselaw on equal protection analysis_(citation omitted));. Robbins, 941 F.Supp. at 793 (“Federal equal protection ‘rational basis’ analysis does not contain an ‘overbroad’ component. Rather, high school transfer rules, like the rule in question, are valid and enforceable.” (citations omitted)); Jordan, 813 F.Supp. at 1381 (refusing to apply Sturrup overbreadth scrutiny and writing “Indiana’s practice of subjecting equal protection and procedural due process claims to ‘over 75 (N.D.Ill.1978) (finding Illinois version of Transfer Rule did not violate equal protection); Simkins v. S.D. High Sch. Activities Ass’n, 434 N.W.2d 367 (S.D.1989) (<HOLDING>); Chabert v. La. High Sch. Athletic Ass’n, 323",0,1,1,case_hold_mc,holding illinois high school associations version of the transfer rule did not violate federal equal protection,holding transfer rule did not violate federal equal protection,holding that the cap does not violate equal protection,holding that doctrine does not violate equal protection,holding transfer rule did not violate federal equal protection as rule was uniformly applied not arbitrary and rationally related to legitimate government interest
2,"statute is clearly erroneous. First, the FCHR’s conclusion that a personal representative of a decedent’s estate is not a “legal representative” of the deceased for all purposes is consistent with the specific and limited duties and powers of a personal representative as set forth in the Florida Probate Code. See §§ 733.602, 733.608, Fla. Stat. (2014). Second, the FCHR’s interpretation of the statute is in conformity with federal case law interpreting similar language in Title VIL See, e.g., Wright ex rel. Wright v. United States, 914 F.Supp.2d 837 (S.D.Miss.2012) (Title VII claim cannot be brought by personal representative of employee’s estate where the employee did not initiate the complaint for discrimination prior to death); Pueschel v. Veneman, 185 F.Supp.2d 566, 571 (D.Md.2002) (<HOLDING>). Here, Mr. Cimino did not initiate a complaint",853,125,0,case_hold_mc,recognizing that the survivor of a deceased federal employee has no standing to file an eeo complaint on behalf of that former employee but personal representative of deceased employee can be substituted as plaintiff if deceased employee initiated complaint prior to death,holding that employee may claim contract created based on employer promise of severance pay to employee,holding county employee with unenforceable contract was atwill employee,holding that a sexual assault on a female employee was of a personal nature and not directed against the employee as part of the employment relationship,holding that where an employee has never requested the union to file a grievance the employee can hardly argue a breach of the duty of fair representation on the unions part
3,"the words of Mr. Chief Justice Marshall, 'is of the very essence of judicial duty.”\’) (internal citation omitted); Columbia Falls Elem. Sch. Dist. No. 6 v. State, 326 Mont. 304, 109 P.3d 257, 260-61 (2005) (rejecting Baker v. Carr-based political question argument and concluding that, ""[a]s the final guardian and protector of the right to education, it is incumbent upon the court to assure that the system enacted by the Legislature enforces, protects and fulfills the right [to education]”); Claremont Sch. Dist. v. Governor, 138 N.H. 183, 635 A.2d 1375, 1381 (1993) (concluding that constitutional right to adequate education is justiciable and that ""any citizen” has standing to ""enforce the State’s duty” to fulfill this right); Abbott v. Burke, 149 N.J. 145, 693 A.2d 417, 428-29 (1997) (<HOLDING>); Campaign for Fiscal Equity, Inc. v. State, 86",1714,257,4,case_hold_mc,holding in the absence of exceptional circumstances deference should be given to trial court,holding that a school board policy prohibiting employees from sending their children to private schools interfered with employees constitutional right to control the education of their children,holding that while legislative findings are due deference that cannot foreclose a courts constitutional analysis,holding that a trial courts statutory interpretation is given no deference on review,holding that while deference should be given to legislative content and performance standards it is still the courts duty to ensure that these standards together with funding measures comport with the constitutional guarantee of a thorough and efficient education for all new jersey school children
4,"F.2d 1180 (3d Cir.1985), we held that ACME Scale & Supply met the ERISA definition of fiduciary as an employer-administrator of the plan at issue. Id. at 1184. We found that the employer exercised discretionary authority and control in managing the plan by notifying certain employees when they were eligible for an increase in life insurance coverage not explained in the terms of the plan. Id. at 1184-85. The employer’s failure to notify all employees generally was deemed a breach of the fiduciary duty ERISA imposes. Id. at 1185-86. See also Fischer v. Philadelphia Elec. Co., 994 F.2d 130, 133 (3d Cir.1993) (finding employer to have fiduciary status solely on the basis of its role as plan administrator under ERISA); Hozier v. Midwest Fasteners, Inc., 908 F.2d 1155, 1158 (3d Cir.1990) (<HOLDING>). ERISA makes clear that a fiduciary is one",2575,394,0,case_hold_mc,holding that when employers serve as plan administrators they assume the role of fiduciary under erisa,holding that unlike the social security disability program erisa does not require plan administrators to give special deference to the opinions of treating physicians and noting that there are critical differences between the two programs that nothing in erisa requires employers to establish employee benefit plans and that erisa does not mandate what kind of benefits employers must provide if they choose to have such a plan quotations omitted,holding that because an erisa plan is not a participant beneficiary or fiduciary subject matter jurisdiction did not exist under  502e of erisa over a suit brought by such a plan,recognizing that benefit plans must designate a fiduciary to serve as the plan administrator,recognizing that plan participants should be able to access information about the plan administrators fiduciary duties from the plan administrators counsel
5,"documents that may be exempt from disclosure under the Sunshine Law. See Chasnoff v. Bd. of Police Comm’rs, 334 S.W.3d 147, 150 (Mo.App. E.D.2011) (noting trial court reviewed investigative file log of 59 documents in camera to determine disclosure under Sunshine Law); Bill, 935 S.W.2d at 663 (noting trial court granted in camera review of retirement benefit records of government employees; subsequently finding records exempt from disclosure under Sunshine Law); accord State ex rel. Lester E. Cox Med. Ctr. v. Keet, 678 S.W.2d 813, 815 (Mo. banc 1984) (in discovery context, trial court has discretion to examine privileged documents in camera to determine whether redaction and production of documents is appropriate); State ex rel. Fusselman v. Belt. 893 S.W.2d 898, 901 (Mo.App. W.D.1995) (<HOLDING>). In light of the Sunshine Law and the Missouri",3430,535,4,case_hold_mc,holding that trial court properly refused to permit disclosure of privileged communications in part because use of the privileged information was not essential to the defense,holding that where a party claims a document is privileged and the trial court fails to conduct an in camera review or balancing test the trial court has departed from the essential requirements of the law,holding the government has an affirmative duty to disclose exculpatory evidence to a criminal defendant,holding in camera review by trial court to determine whether crime stoppers information contained brady information would meet the balance of defendants constitutional rights against the states interest in fostering law enforcement,holding trial court should have reviewed records requested by criminal defendant in camera to determine whether they contained exculpatory evidence while protecting against unnecessary publication of privileged information
6,"Edwards thereafter made the scope of his consent less clear by placing the bag on the bed before the officer began the pat-down, his passive acquiescence while the officer searched the bag affirmed that the bag was within the scope of his consent. See Grinton, 14 Va.App. at 851, 419 S.E.2d at 863 (“The scope of a search may be further defined during the course of the search by the passive acquiescence of the person whose property is being searched.”); United States v. Rison, 946 F.2d 1497, 1501 (10th Cir.1991); United States v. Espinosa, 782 F.2d 888, 892 (10th Cir.1986) (“Failure to object to the continuation of the search ... may be considered an indication that the search was within the scope of the consent.”); McNair v. Commonwealth, 31 Va.App. 76, 83, 521 S.E.2d 303, 307 (1999) (<HOLDING>). In Grinton, the defendants expressly",4292,669,1,case_hold_mc,holding that the defendants consent to allow the officer to search her purse by way of holding it open for the officer was for consent to a limited view of the purses interior not to surrender possession  for an unrestricted search and thus the officer exceeded the scope of the defendants consent,holding that defendants failure to withdraw consent to search for criminal activity in his home included the top floor because he did not withdraw his consent to search when he observed the officer go upstairs,holding that the defendants unlawful arrest in his hotel room rendered his subsequent consent to the search of his room invalid even though he signed a consent form allowing the search after his arrest because the government  completely failed to address whether there was a break in the causal relationship between the unlawful arrest and the subsequent search,holding the defendant voluntarily consented to a search of his bedroom based upon evidence that defendant 1 did not contest the fact that he had voluntarily given verbal consent to the search 2 did not appear to be nervous or scared and was cooperative with the officers 3 led officers to his bedroom and 4 was present for the search and did not indicate at any time that he wished to revoke his consent,holding that it was objectively reasonable for the police to conclude that the general consent to search the respondents car included consent to search a bag within that car
7,"single question strongly implied that Leja had “said nothing” to police upon her arrest in Mississippi. But Leja never answered the question, and the jury was instructed to disregard it. The general rule is that the jury must be presumed to have followed the trial court’s instructions. See State v. Pippitt, 645 N.W.2d 87, 94 (Minn.2002). This is not a case of repeated questioning aimed at planting an improper inference. See State v. Harris, 521 N.W.2d 348, 352-53 n. 5 (Minn.1994) (questioning whether curative instruction would have prevented prejudice from repeated improper questioning). Rather, the prosecutor’s question was brief, although, as the last question on cross-examination and one followed by a lengthy bench conference, it was not “undramatic.” Cf. Dunkel, 466 N.W.2d at 429 (<HOLDING>). But the jury had already heard abundant",5142,813,1,case_hold_mc,holding that in order to conclude that federal constitutional error is harmless court must find that error harmless beyond a reasonable doubt,holding that brief undramatic reference to defendants prearrest silence was harmless beyond a reasonable doubt,holding that harmless beyond a reasonable doubt analysis not applicable in habeas cases,holding that appellate court should review error in trial procedure to determine if it was harmless beyond a reasonable doubt,holding that trial court must determine whether fifth amendment violation was harmless beyond a reasonable doubt
8,"See Marshall, 173 F.3d at 1316. The government also produced “substantial circumstantial evidence” far more convincing than that found in the case before us; “the defendants had large sums of cash (including the recorded bills used by [the informant in conducting the drug transaction]) and lived in a trailer filled with items used in crack production.” Id. Although we noted that the government informant’s “testimony, if believed, would be more than sufficient to sustain Marshall’s convictions,” id. at 1318 n. 15, we vacated the defendants’ convictions, reasoning that because the chief witness was “an informant of questionable credibility,” id. at 1316, two evidentiary errors could improperly have swayed the jury. See also United States v. Blakey, 14 F.3d 1557, 1561 (11th Cir.1994) (<HOLDING>); United States v. Beale, 921 F.2d 1412, 1425",5996,946,0,case_hold_mc,holding that evidence consisting of the testimony of three witnesses who each had motives to lie was not overwhelming and that prosecutorial misconduct therefore was not harmless error,holding that prosecutorial misconduct was harmless in the face of overwhelming evidence of guilt,holding that error from the erroneous admission of evidence was harmless in light of the overwhelming evidence of the defendants guilt,holding the error harmless in light of the overwhelming evidence of guilt,holding that the error of allowing unsequestered witnesses to testify in violation of a motion to separate witnesses was harmless error because the state presented overwhelming evidence supporting defendants conviction
9,"normally suffice to satisfy the employer’s burden under the second element of the defense. Faragher v. City of Boca Raton, 524 U.S. 775, 807-08, 118 S.Ct. 2275, 141 L.Ed.2d 662 (1998); Burlington Industries, Inc. v. Ellerth, 524 U.S. 742, 765, 118 S.Ct. 2257, 141 L.Ed.2d 683 (1998). In this case, defendant is entitled to rely on Faragher and Ellerth because, even though plaintiff was terminated, this termination was not the culmination of any harassment against plaintiff. “The Far-agher/Ellerth defense is available to the employer despite the fact that the employee had been discharged, where the alleged hostile work environment did not culminate in employee’s discharge, but the employee was instead fired for another reason.” Patterson v. CBS, Inc., 2000 WL 666337, * 8 (S.D.N.Y.2000) (<HOLDING>). As discussed below, plaintiff was terminated",6851,1078,3,case_hold_mc,holding that a plaintiff had an employment interest until the date his appointment terminated,holding that plaintiff failed to establish pretext where plaintiff was terminated after the employer conducted an investigation into a subordinates allegations of misconduct on the part of the plaintiff and believed the allegations to be true even though plaintiff presented evidence in the lawsuit that the allegations may have been false,holding that erisa preempts the texas dtpa because plaintiff relied on state law to advance his complaint that his benefits under the plan were terminated,holding that cbs could raise the faragherellerth defense because even though the plaintiff was sexually harassed and terminated the evidence showed that plaintiff was terminated for leaving his camera during a live broadcast,holding that where the employer fired the plaintiff upon a good faith belief that he sexually harassed coworkers the plaintiff could not prove pretext by challenging the harassment allegations
10,"that may be considered in determining punishment are the subject of article 37.07 of the Texas Code of Criminal Procedure. See Tex.Code CRIM. PROC. Ann. Art. 37.07 (Vernon Supp.2004). This statute authorizes the admission of evidence in the punishment phase of trial as to any matter the court deems relevant to sentencing. Id. The circumstances of the offense are relevant to sentencing and may be considered by the trier of fact in determining the punishment to be assessed. Murphy v. State, 777 S.W.2d 44, 63 (Tex.Crim.App.1989). One circumstance of the offense that may be considered is the degree of injury to the victim so long as the fact finder may rationally attribute moral culpability to the accused for that injury. Stavinoha v. State, 808 S.W.2d 76, 78-79 (Tex.Crim.App.1991) (<HOLDING>); Miller-El v. State, 782 S.W.2d 892, 896",7709,1210,1,case_hold_mc,holding that sexual assault coercion and harassment certainly may violate contemporary standards of decency and cause physical and psychological harm,holding in aggravated sexual assault case that testimony regarding psychological trauma suffered by child victim and its physical manifestations properly admitted,holding that psychological conditions resulting from workrelated trauma are compensable,recognizing trauma that new trial would likely bring to victim of child sexual assault,recognizing the purpose of missouris child victim witness protection law sec 491675 et seq as an attempt to minimize the emotional and psychological trauma to the alleged child victim
