question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"(ruling that ordinance requiring developer of subdivision to “dedicate seven percent of the land area of the proposed subdivision to the public use” or pay equivalent in cash be reasonable); Mantua Town v. Carr, 584 P.2d 912, 914 (Utah 1978) (“[A court] will not intervene [in the administration of municipal services] unless the administrative action is capricious, arbitrary or unreasonable....”); Rose v. Plymouth Town, 110 Utah 358, 173 P.2d 285, 287 (1946) (mandamus will not lie to compel town officials to extend water line to plaintiffs residence unless refusal is unreasonable). Furthermore, courts of this state have not hesitated to enforce reasonableness in myriad other situations involving other services. See, e.g., Crawford v. City of Manti, 18 Utah 2d 79, 415 P.2d 665 (1966) (<HOLDING>); Salt Lake City v. Bennion Gas & Oil Co., 80",0,1,1,case_hold_mc,holding that territorial jurisdiction must be proven beyond a reasonable doubt,holding that ordinance regulating cityowned cemetery must be reasonable,holding that special damages must be shown to be reasonable and necessarily resulting from accident,holding that the evidence must be sufficient to support the agencys findings of fact and that the agencys inferences from those facts must be reasonable,holding that medical expenses must be proven to be both reasonable and necessary
2,"of the statute did not recognize mere statements to a supervisor as a protected activity. Id.; see also Lambert v. Genesee Hospital, 10 F.3d 46, 55 (2d Cir.1993) (“The plain language of this provision limits the cause of action to retaliation for filing formal complaints, instituting a proceeding, or testifying, but does not encompass complaints made to a supervisor.”) (citations omitted). Other courts have found oral complaints to be protected activity, but it is difficult to draw guidance from these decisions be cause many of them do not specifically state whether the complaint in question was written or purely verbal, and none discusses the statute’s use of the verb “to file” and whether it requires a writing. See EEOC v. Romeo Community Schools, 976 F.2d 985, 989-90 (6th Cir.1992) (<HOLDING>); EEOC v. White & Son Enters., 881 F.2d 1006,",856,137,1,case_hold_mc,holding without discussion of the verbalwritten distinction that employees voicing of concern was protected activity,holding without discussion of the verbalwritten distinction that plaintiffs apparently oral complaints to supervisors were protected activity,holding that informal complaints to superiors about discrimination constitute protected activity,holding that written but not oral internal complaints are protected based on the inclusion of the verb filed,holding without discussion of the verbalwritten distinction that defendants mistaken belief that plaintiff had made apparently oral complaints to supervisors was grounds for suit
3,"transfer, and everything else about the transaction was local to St. Thomas, to wit: Franklin Martinez, the lender and president of Transcaribbean, is a St. Thomas resident and has substantial business interests in the Virgin Islands. Those interests include that Martinez is an officer and part-owner of Colombian Emeralds, Inc. and its subsidiaries, and a part-owner of Sea Wind Food Distributors, Inc., Clark asserts that federal jurisdiction is inappo-site because the transaction occurred between Martinez and Peter Clark — both local businessmen — and involved a loan to fund a local real-estate development. This argument fails because the Court may assume jurisdiction on the basis of a single interstate wire communication. See United States v. Pecora, 693 F.2d 421, 424 (5th Cir.1982) (<HOLDING>). Moreover, facts alleged by Clark about the",1715,277,3,case_hold_mc,holding that single substantial act can support exercise of personal jurisdiction,holding that the jurys guilty verdict on the separate substantive count of bribery under federal law confirms beyond any reasonable doubt that the jury would have convicted the defendant of honest services fraud if the courts definition had been limited to the bribery basis that skilling expressly approved,holding in action involving single claim that if claim sounded only in admiralty there would be no right to a jury trial but if federal question was present as a separate and independent basis for federal jurisdiction then the jury demand must be honored,holding that a federal court can assume jurisdiction over a local bribery ease involving only local residents on the basis of a single interstate telephone call,holding the federal tort claims act did not permit exercise of pendant jurisdiction over additional parties as to which no basis for federal jurisdiction existed
4,"until her date last insured, nor did it mention how frequently Claimant’s MS symptoms arise. (Id.) The fact that the ALJ indicated it was “difficult to determine the exact period of time covered by Dr. Russell’s opinion” reveals the presence of an ambiguity that the ALJ was required to resolve. See 20 C.F.R. § 404.1512(e)(1) (2010). The time-frame the letter covers is especially important, as the record shows Claimant suffered a serious, five week long MS flare-up from February to March 2006 — mere weeks before her insured status lapsed. (R. at 14, 18); SSR 96-2p. Likewise, the ALJ made no effort to recontact Dr. TothRussell to explain the ambiguity surrounding the frequency and severity of Claimant’s MS flare-ups. (R. at 20); see Barnett v. Barnhart, 381 F.3d 664, 669 (7th Cir.2004) (<HOLDING>). Had the ALJ done so, Dr. Toth-Russell could",2572,408,4,case_hold_mc,holding that a domestic plaintiffs choice of forum is entitled to more deference than a foreign plaintiffs,holding that because the alj did not have the plaintiffs entire prior record he could not have constructively reopened the prior applications,holding that a plaintiffs belief that a product could fail in the future is not without more a legal injury sufficient to support plaintiffs claim,holding that plaintiffs are not required  to have asked for the precise form of relief that the district court may ultimately grant,holding that the alj should have contacted the plaintiffs doctor and asked for more detail regarding the fre quency of plaintiffs seizures
5,"the district court’s Rule 10(e) factual findings in the Settling Order were appropriate, the Defendants have not made the requisite showing of an affirmative courtroom closure for a non-trivial duration. See United States v. Shryock, 342 F.3d 948, 974 (9th Cir.2003) (a defendant must show not mere closure, but that it was closed affirmatively, completely, and pursuant to judicial act or order); see also United States v. Rivera, 682 F.3d 1223, 1229 (9th Cir.2012) (when a closure is trivial, “exclusion of members of the public from a judicial proceeding does not implicate the constitutional guarantee”); United States v. Withers, 638 F.3d 1055, 1063 (9th Cir.2011) (a courtroom closure must be total and of significant duration); United States v. Ivester, 316 F.3d 955, 959-60 (9th Cir.2003) (<HOLDING>). Here, the Settling Order reveals that the",3430,550,0,case_hold_mc,holding that some closures are too trivial to implicate the sixth amendment right to a public trial,recognizing that the sixth amendment is not violated every time the public is excluded from a courtroom an unjustified closure may on its facts be so trivial as not to violate the sixth amendment guarantee,holding the sixth amendment right to a jury trial applies to the states through the fourteenth amendment,holding that the fourteenth amendment incorporated the sixth amendment right to counsel,holding that a criminal defendant has a sixth amendment right to counsel at trial
6,"State v. Gill, 47 N.J. 441, 444, 221 A.2d 521 (1966))); Twp. of Pennsauken v. Schad, 160 N.J. 156, 170, 733 A.2d 1159 (1999). Our construction of N.J.S.A 39:4-88(b) is thus consonant with established principles of statutory construction. | IV. Applying statutes that are identical or very similar to the statute before the Court, courts of other states have reached varying conclusions. Several decisions have construed analogous statutes to describe two offenses, as this Court construes N.J.S.A 39:4-88(b). See People v. Butler, 81 Cal.App.3d Supp. 6, 146 Cal.Rptr. 856, 857 (Cal.Ct.App.1978) (construing Cal. Veh.Code § 21658 to state “two affirmative duties placed upon the operator of a motor vehicle”); People v. Smith, 172 Ill.2d 289, 216 Ill.Dec. 658, 665 N.E.2d 1215, 1218 (1996) (<HOLDING>); State v. Marx, 289 Kan. 657, 215 P.3d 601,",4288,684,1,case_hold_mc,holding that congress envisioned two separate petitions filed to review two separate final orders,holding that plain language of 625 ill comp stat ann 511709 establishes two separate requirements for lane usage,holding when ordinance language is clear courts must give language its plain meaning,holding that in context of motion for reconsideration or to reopen congress envisioned two separate timely petitions for review of two separate final orders,holding that the evidence supported two separate convictions and punishments for two attempted robberies of two different victims who suffered separate and distinct harms
7,"CURIAM. Carl Headley Chambers appeals the district court’s order denying relief on his 28 U.S.C. § 2241 (1994) petition. We have reviewed the record and the district court’s opinion and find no reversible error. Accordingly, we affirm on the reasoning of the district court. See Chambers v. Brooks, No. CA-01-1389-AM (E.D. Va. filed Oct. 11, 2001; entered Oct. 12, 2001); see also United States v. Kinter, 235 F.3d 192, 201-02 (4th Cir.2000) (<HOLDING>), cert. denied, 532 U.S. 937, 121 S.Ct. 1393,",5139,818,3,case_hold_mc,holding that apprendi does not apply to a judges exercise of sentencing discretion within a statutory range so long as a defendants sentence is not set beyond the maximum term specified in the substantive statute,holding that almendareztorres remains binding despite apprendi v new jersey 530 us 466 120 sct 2348 147 led2d 435 2000,holding that apprendi does not apply to judges exercise of sentencing discretion within statutory range so long as defendants sentence is not set beyond maximum term specified in substantive statute,holding that apprendi v new jersey 530 us 466 120 sct 2348 147 led2d 435 2000 does not apply to a judges exercise of discretion within a statutory range so long as a defendants sentence is not set beyond the maximum term specified in the substantive statute,holding that apprendi v new jersey 530 us 466 120 sct 2348 147 led2d 435 2000 was not violated where the sentence did not exceed the applicable statutory maximum
8,"an employer based on its status as successor to corporations that had designed and manufactured allegedly defective equipment for their own use. The equipment passed to the successor corporation through a series of mergers. The court held that, but for the merger, plaintiff could have sued the predecessor corporations based on their design and manufacture of the defective equipment. The court concluded that this potential liability survived the merger, “since the obligation upon which [the successor] is being sued arose not out of the employment relation, but rather out of [the] independent business transaction” of the merger itself. Id. at 161, 432 N.Y.S.2d at 885, 412 N.E.2d at 940; see also Schweiner v. Hartford Accident & Indem. Co., 120 Wis.2d 344, 354 N.W.2d 767, 772-73 (1984) (<HOLDING>). A strong dissent in Billy exposed the flaws",5644,900,4,case_hold_mc,holding that a third party holding legal title to property is a necessary party in an action for equitable distribution,holding the family court has jurisdiction to join third parties when property is alleged to be marital but is owned by a third party,holding that a third party has authority to consent to a search if the third party is a coinhabitant,holding that plaintiff could recover royalties only for products manufactured by defendant after disclosure of secret but before issuance of patent,holding that but for merger plaintiff could have sued predecessor that manufactured defective equipment as third party but not analyzing basis for such a suit
9,"See Tex. Ins.Code Ann. art. 21.04 (Vernon Supp.2003). Article 21.04 states the following: Any person who solicits an application for life, accident, or health insurance, or property or casualty insurance, shall, in any controversy between the insured or the insured’s beneficiary and the company issuing any policy upon such application or between the insured or the insured’s dependents and that company, be regarded as the agent of the company, and not the agent of the insured.... Tex. Ins.Code Ann. art. 21.04. By its own language, article 21.04 applies only to life, accident, health, property, or casualty insurance. Tex. Ins.Code Ann. art. 21.04; see generally Guthrie v. Republic Nat. Life Ins. Co., 682 S.W.2d 634, 637 (Tex.App.-Houston [1st Dist.] 1984, writ ref d n.r.e) (<HOLDING>). In this case, appellant purchased worker’s",6501,1036,4,case_hold_mc,holding that good faith exception does not apply because it is inconsistent with text of article 3823,holding assignment of a mortgage was not subject to article 9,holding that the contracts clause article i section 10 clause 1 to the united states constitution does not apply to the actions of the federal government,holding that a party could not pursue an employment discrimination claim under one article of a labor agreement when the complaint was framed exclusively in terms of another article of the same agreement,holding that when the type of insurance procured is not listed in article 2104 the article does not apply
10,"therefore is not owed Chevron deference. See Chevron, 467 U.S. at 842-43, 104 S.Ct. 2778 (“If the intent of Congress is clear, that is the end of the matter; for the court, as well as the agency, must give effect to the unambiguously expressed intent of Congress.”); see also Wilderness Soc’y v. United States Fish & Wildlife Serv., 353 F.3d 1051, 1061 (9th Cir.2003) (en banc) (“If, under these canons, or other traditional means of determining Congress’s intentions, we are able to determine that Congress spoke clearly ..., then we may not defer to the[agency’s] contrary interpretation.”). Moreover, the Secretary’s regulation conflicts with NAGPRA’s plain language and so is invalid for that reason. See Whitman v. Am. Trucking Ass’ns, 531 U.S. 457, 481, 121 S.Ct. 903, 149 L.Ed.2d 1 (2001) (<HOLDING>) (emphasis added) (internal quotation marks",7345,1167,1,case_hold_mc,holding that chevron deference is due only when the agency acts pursuant to delegated authority and the agency action has the force of law,holding that chevron deference is due only to a reasonable interpretation made by the administrator of an agency,holding that agency interpretation which is reasonable is entitled to deference,holding that under a due weight deference standard a more reasonable interpretation overcomes an agency interpretation,holding that chevron deference is due only when the agency acts pursuant to delegated authority
