question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,Under what Prussian king did the German empire unite as a nation-state?,Wilhelm I,87,15,Franco-Prussian_War,squad_extractive
2,What was the date of the Treaty of Frankfurt?,10 May 1871,160,27,Franco-Prussian_War,squad_extractive
3,The Treaty of Frankfurt gave Germany which Imperial territory?,Alsace-Lorraine,267,46,Franco-Prussian_War,squad_extractive
4,Which specific fear was a factor in causing World War I?,another Franco-German war,615,95,Franco-Prussian_War,squad_extractive
5,What telegram had the intended effect on French public opinion?,Ems telegram,752,117,Franco-Prussian_War,squad_extractive
6,"Following the Ems telegram, what reaction did the French foreign minister report that he felt?","he felt ""he had just received a slap""",981,154,Franco-Prussian_War,squad_extractive
7,"In Parliament, who was the leader of the monarchists?",Adolphe Thiers,1065,169,Franco-Prussian_War,squad_extractive
8,Which French prime minister believed he had done all that he could to prevent a war?,Emile Ollivier,1287,208,Franco-Prussian_War,squad_extractive
9,On which date did France issue a declaration of war to the Prussian government?,19 July 1870,1581,256,Franco-Prussian_War,squad_extractive
10,In which battle did the Dreyse needle gun gain its fame?,Battle of Königgrätz,1770,288,Franco-Prussian_War,squad_extractive
11,"At the start of the Franco-Prussian War, what was the age of the Dreyse gun's design?",25-year-old design,1843,302,Franco-Prussian_War,squad_extractive
12,What was the Dreyse rifle's tactical range?,"600 m (2,000 ft)",1893,311,Franco-Prussian_War,squad_extractive
13,What type of shell did the Krupp weapon fire?,a contact-detonated shell,2157,353,Franco-Prussian_War,squad_extractive
14,What was the date of the first action of the Franco-Prussian War?,4 August 1870,2383,392,Franco-Prussian_War,squad_extractive
15,Who initially held a strong position during the battle at the border? ,General Douay of I Corps,2442,402,Franco-Prussian_War,squad_extractive
16,"On that date, which elements were assisted by Prussian artillery forces?",Bavarian and two Prussian corps,2639,435,Franco-Prussian_War,squad_extractive
17,Douay's initial success was credited by what?,long-range fire of the Chassepots,2841,468,Franco-Prussian_War,squad_extractive
18,What threatened the French avenue of retreat?,the encirclement of the town by the Prussians,3036,501,Franco-Prussian_War,squad_extractive
19,What factor were the French unaware of at the start of the battle?,German numerical superiority,3151,520,Franco-Prussian_War,squad_extractive
20,What was a key factor in Frossard's disasterous retreat to the south?,Seriously flawed communications,3455,573,Franco-Prussian_War,squad_extractive
21,What factor was credited to the large number of German casualties?,effectiveness of the chassepot rifle,4063,674,Franco-Prussian_War,squad_extractive
22,What outcome surprised the Germans the following day?,Frossard had abandoned his position,4201,698,Franco-Prussian_War,squad_extractive
23,Which battle was considered the biggest in the war?,The Battle of Gravelotte,4254,705,Franco-Prussian_War,squad_extractive
24,On which date was the Battle of Gravelotte?,18 August,4306,713,Franco-Prussian_War,squad_extractive
25,Where was the location of the Battle of Gravelotte? ,6 miles (9.7 km) west of Metz,4393,726,Franco-Prussian_War,squad_extractive
26,Under which Field Marshall were the combined German forces commanded?,Count Helmuth von Moltke,4671,773,Franco-Prussian_War,squad_extractive
27,Who commanded the French Army of the Rhine?,Marshal François-Achille Bazaine,4937,814,Franco-Prussian_War,squad_extractive
28,What factor forced the French to retreat to Metz?,the defeat of Marshal Bazaine's Army,5236,859,Franco-Prussian_War,squad_extractive
29,"At Metz, what was the approximate number of Prussian troops?","over 150,000",5371,883,Franco-Prussian_War,squad_extractive
30,Who formed the new French Army of Chalons?,Napoleon III and MacMahon,5432,893,Franco-Prussian_War,squad_extractive
31,"Along with the Army of the Meuse, what other army did Moltke march north with?",the Prussian Third Army,6063,1001,Franco-Prussian_War,squad_extractive
32,How many casualties did Moltke suffer at Beaumont?,"5,000 men",6208,1027,Franco-Prussian_War,squad_extractive
33,In which city did many Italians attempt to proffer their services to the Prussian embassy?,Florence,6721,1110,Franco-Prussian_War,squad_extractive
34,What caused a dramatic shift in Italian sentiment toward the war?,Bismarck's demand for the return of Alsace,6793,1120,Franco-Prussian_War,squad_extractive
35,"To whom is the quote, ""Rescue the French Republic by every means"" attributed?",Garibaldi,6934,1144,Franco-Prussian_War,squad_extractive
36,What army did Garibaldi gain command of in France?,the Army of the Vosges,7206,1193,Franco-Prussian_War,squad_extractive
37,On which date did hostilities between the German and French troops begin near Orleans?,10 October,7295,1211,Franco-Prussian_War,squad_extractive
38,On which date did the French triump over the Germans at the Battle of Coulmiers?,9 November,7511,1244,Franco-Prussian_War,squad_extractive
39,On which date were the French forced to abandon Orleans?,4 December,7693,1272,Franco-Prussian_War,squad_extractive
40,"Of the three battles that occured north of Paris, which was the first that forced the French army to retreat?",Battle of Amiens,7847,1300,Franco-Prussian_War,squad_extractive
41,What was public opinion in Paris strongly opposed to?,any form of surrender,8017,1328,Franco-Prussian_War,squad_extractive
42,On what date did president Trochu resign?,25 January,8264,1367,Franco-Prussian_War,squad_extractive
43,In which French city was the surrender made official?,Versailles,8345,1382,Franco-Prussian_War,squad_extractive
44,What stunned neutral observers about the end of the war?,The quick German victory,9094,1500,Franco-Prussian_War,squad_extractive
45,What outcome had most people expected from the war?,French victory,9190,1516,Franco-Prussian_War,squad_extractive
46,What German advantages were discerned by other countries in the aftermath? ,their military system,9443,1555,Franco-Prussian_War,squad_extractive
47,What is at least one German innovation that other countries would later adopt in other wars?,highly detailed mobilization systems,9564,1571,Franco-Prussian_War,squad_extractive
48,The effect of German victory and ensuing influence stems back to what factor?,pre-war preparations,9658,1584,Franco-Prussian_War,squad_extractive
49,What was the Prussian General staff quick to utilize at the onset of the war?,detailed mobilization plans using the railway system,9729,1594,Franco-Prussian_War,squad_extractive
50,What was one factor behind the inefficiency of the French railway system?,multiple competing companies,9932,1626,Franco-Prussian_War,squad_extractive
51,What factor especially affected travel to the front in Alsace and Lorraine?,frequent changes between trains,10092,1649,Franco-Prussian_War,squad_extractive
52,Who was responsible for dealing with chaotic train yards and unloaded wagons?,nobody,10339,1687,Franco-Prussian_War,squad_extractive
53,Who commanded the Prussian 12 Cavalry Brigade?,General Adalbert von Bredow,10496,1710,Franco-Prussian_War,squad_extractive
54,What did General von Bredow lead a charge against at the Battle of Mars-la-Tour?,a French artillery battery,10552,1718,Franco-Prussian_War,squad_extractive
55,What did von Bredow's Pyrrhic victory become known as?,von Bredow's Death Ride,10637,1735,Franco-Prussian_War,squad_extractive
56,What military tactic proved to be unsuccessful on the 1914 battlefields?,Use of traditional cavalry,10748,1752,Franco-Prussian_War,squad_extractive
57,What was one of two factors that led von Bredow's narrow success on the battlefield?,favorable terrain that masked his approach,11026,1793,Franco-Prussian_War,squad_extractive
58,In which Prussian province did a large Polish population reside?,Posen,11099,1804,Franco-Prussian_War,squad_extractive
59,What calls were made for the Polish recruits?,to desert from the Prussian Army,11334,1838,Franco-Prussian_War,squad_extractive
60,On what date did Bismarkck receive the disturbing report on the Posen situation?,16 August 1870,11465,1859,Franco-Prussian_War,squad_extractive
61,What significant consequence was a result of German-Polish relations?,prolonged period of repressive measures,11683,1894,Franco-Prussian_War,squad_extractive
62,What are the causes of the Franco-Prussian War deeply rooted in?,the unification of Germany,11855,1919,Franco-Prussian_War,squad_extractive
63,What was the effect of that new group on the European balance of power?,new power destabilized,12025,1944,Franco-Prussian_War,squad_extractive
64,What established the European balance of power in 1815?,the Congress of Vienna,12093,1954,Franco-Prussian_War,squad_extractive
65,"As Prussia sought to incorporated several German kingdoms, what stance did France assume?",strongly opposed to any further alliance of German states,12593,2028,Franco-Prussian_War,squad_extractive
66,"In peacetime, what the approximate number of French soldiers?","400,000",12776,2053,Franco-Prussian_War,squad_extractive
67,Veterans of the French Army had prviously fought in which war in Italy?,the Franco-Austrian War,13005,2089,Franco-Prussian_War,squad_extractive
68,"The ""Seven Weeks War"" was between which two countries?",Prussia and Austria,13119,2106,Franco-Prussian_War,squad_extractive
69,Who reformed the low numbers of troops by implementing universal conscription?,Marshal Adolphe Niel,13306,2137,Franco-Prussian_War,squad_extractive
70,"If a citizen was for some reason not conscripted, in what militia were they were registered?",the Garde Mobile,13630,2189,Franco-Prussian_War,squad_extractive
71,Who commanded the General Staff?,Field Marshal Helmuth von Moltke,14009,2246,Franco-Prussian_War,squad_extractive
72,What was the unique purpose of the Prussian Army during peacetime?,to prepare the overall war strategy,14165,2271,Franco-Prussian_War,squad_extractive
73,The officers of the General Staff were hand-selected from which place?,Prussian Kriegsakademie (War Academy),14351,2299,Franco-Prussian_War,squad_extractive
74,What new technologies in particular were courted by Moltke?,the railroad and telegraph,14435,2308,Franco-Prussian_War,squad_extractive
75,On which date did Frossard's and Bazaines's troops cross the German border?,2 August,14612,2334,Franco-Prussian_War,squad_extractive
76,Which regiment did their respective corps force from the town of Saarbrucken?,the Prussian 40th Regiment of the 16th Infantry Division,14641,2340,Franco-Prussian_War,squad_extractive
77,What proved its worth against the Dreyse rifle?,The Chassepot rifle,14760,2360,Franco-Prussian_War,squad_extractive
78,How many casualties did the French suffer at Saarbrucken?,86 casualties,15000,2392,Franco-Prussian_War,squad_extractive
79,How many casualties did the Prussians suffer at Saarbrucken?,83 casualties,15030,2397,Franco-Prussian_War,squad_extractive
80,What diplomatic crisis was Bismarck credited with skillfully creating? ,succession to the Spanish throne,15679,2505,Franco-Prussian_War,squad_extractive
81,A dispatch was edited about a meeting between the French ambassador and what Prussian king?,King William,15760,2518,Franco-Prussian_War,squad_extractive
82,What was the purpose of editing the dispatch?,to make it appear that the French had been insulted,15811,2526,Franco-Prussian_War,squad_extractive
83,On which date did the French parliament vote to declare war on Prussia?,16 July 1870,16120,2578,Franco-Prussian_War,squad_extractive
84,Where did the quickly mobilised troops first invade in France?,northeastern France,16346,2615,Franco-Prussian_War,squad_extractive
85,In which direction did the French troops who did not surrender head?,westward,16872,2695,Franco-Prussian_War,squad_extractive
86,How many dead troops leave behind?,"1,000 dead",16897,2698,Franco-Prussian_War,squad_extractive
87,How many prisoners did the French leave behind?,"1,000 prisoners",16932,2704,Franco-Prussian_War,squad_extractive
88,What weapon once again increased the effectiveness of the infantry attacks?,French Chassepot,17270,2758,Franco-Prussian_War,squad_extractive
89,What is the Franco-Prussian War also known as?,Franco-German War,17457,2783,Franco-Prussian_War,squad_extractive
90,What was the war often referred to in France as?,the War of 1870,17626,2803,Franco-Prussian_War,squad_extractive
91,"In the conflict, who lead the German states of the North German Confederation?",the Kingdom of Prussia,17783,2833,Franco-Prussian_War,squad_extractive
92,Whose ambitions are credited with causing the conflict?,Prussian ambitions,17834,2842,Franco-Prussian_War,squad_extractive
93,In whose cadidacy did the immediate cause of war reside?,Leopold of Hohenzollern-Sigmaringen,18330,2915,Franco-Prussian_War,squad_extractive
94,What was the name of the famous telelgram?,Ems Dispatch,18678,2966,Franco-Prussian_War,squad_extractive
95,What was the reaction of the French people to the deceptively crafted offense in the Ems Dispatch?,inflamed public opinion,18803,2989,Franco-Prussian_War,squad_extractive
96,What battle began when two armies collided in the town of Froschwiller?,The Battle of Wörth,18839,2994,Franco-Prussian_War,squad_extractive
97,On what date did the Battle of Worth begin?,6 August,18947,3012,Franco-Prussian_War,squad_extractive
98,What was the estimated number of troops in Prussia's 3rd Army?,"140,000 troops",19203,3056,Franco-Prussian_War,squad_extractive
99,What number of troops did France have to contend with?,"35,000",19287,3069,Franco-Prussian_War,squad_extractive
100,What was the overarching Prussian motive in starting a war with France?,unification of a great German empire,20193,3217,Franco-Prussian_War,squad_extractive
101,Who had no doubts that a Franco-German war was totally necessary?,Chancellor Otto von Bismarck,20267,3229,Franco-Prussian_War,squad_extractive
102,"In bringing the southern German states to align with Prussia, what tactical outcome was achieved?",Germans numerical superiority,20579,3280,Franco-Prussian_War,squad_extractive
103,On what date did the battle begin?,18 August,20763,3308,Franco-Prussian_War,squad_extractive
104,Which general opened the battle with artillery from the 25th Infantry Division?,General Manstein,20899,3331,Franco-Prussian_War,squad_extractive
105,Who was the commander of the First Army?,General Steinmetz,21489,3422,Franco-Prussian_War,squad_extractive
106,What was the maximum effective range of the Chassepot rifle?,"1,500 metres (4,900 ft)",22184,3537,Franco-Prussian_War,squad_extractive
107,In which type of warfare did the French best utilize the Chassepot?,trench-warfare,22307,3557,Franco-Prussian_War,squad_extractive
108,What precedent of the machine gun did the French troops also possess?,the mitrailleuse,22494,3583,Franco-Prussian_War,squad_extractive
109,On what was the mitrailleuse mounted?,on an artillery gun carriage,22699,3610,Franco-Prussian_War,squad_extractive
110,On which date did the battle begin with the Army of Chalons attacking various Prussian divisions?,1 September 1870,22789,3626,Franco-Prussian_War,squad_extractive
111,Who commanded the French V Corps in reserve?,General De Wimpffen,23044,3665,Franco-Prussian_War,squad_extractive
112,"As the French were hard-hit by the Prussian artillery, what continued to show up to the battlefield?",more Prussian troops,23264,3703,Franco-Prussian_War,squad_extractive
113,Which commander of the French calvary led three desperate attacks on Floing?,General Marguerite,23346,3715,Franco-Prussian_War,squad_extractive
114,How many casualties did the French suffer?,"over 17,000 men",23699,3774,Franco-Prussian_War,squad_extractive
115,"Pre-war, who planned for a strong French offensive?",Marshal Niel,24391,3894,Franco-Prussian_War,squad_extractive
116,"From Thionville towards Trier, what was the final destination of the offensive?",the Prussian Rhineland,24480,3908,Franco-Prussian_War,squad_extractive
117,Niel's plan was cast aside in favour of a plan by General Frossard and what other general??,Bartélemy Lebrun,24591,3926,Franco-Prussian_War,squad_extractive
118,Which disaster made French planning supremely essential?,the disaster at Wissembourg,25063,4003,Franco-Prussian_War,squad_extractive
119,Which general was determined to go on the attack over Saar?,General Le Bœuf,25113,4010,Franco-Prussian_War,squad_extractive
120,Planning for the next battle was less based on emotion and more focused on what?,the reality of unfolding events,25291,4040,Franco-Prussian_War,squad_extractive
121,Who told LeBoeuf that supply beyond the Saar would be impossible?,General Wolff,25366,4052,Franco-Prussian_War,squad_extractive
122,What did the French armies decide on to protect against every possible attack point?,a defensive position,25498,4075,Franco-Prussian_War,squad_extractive
123,What army's defeats turned Gambetta to the Army of the North?,Army of the Loire's,25645,4098,Franco-Prussian_War,squad_extractive
124,Who led the Army of the North?,General Faidherbe,25693,4106,Franco-Prussian_War,squad_extractive
125,Several smaller victories were acheived by the protection of what?,belt of fortresses,25847,4133,Franco-Prussian_War,squad_extractive
126,The belt of fortresses were in what area of France?,northern France,25869,4137,Franco-Prussian_War,squad_extractive
127,This position in the north allowed whose men to launch fast attacks against Prussian units?,Faidherbe's,25895,4140,Franco-Prussian_War,squad_extractive
128,What odds were at stake for the attack launched by the III Corps?,four to one,26691,4267,Franco-Prussian_War,squad_extractive
129,What town were the III Corps able to capture?,Vionville,26793,4286,Franco-Prussian_War,squad_extractive
130,"In capturing Vionville, what was further blocked in the west?",escape attempts,26825,4290,Franco-Prussian_War,squad_extractive
131,"With battle at Metz, what factor shattered the efforts of III Corps?",incessant cavalry charges,27079,4336,Franco-Prussian_War,squad_extractive
132,The Germans recorded how many causualties in the battle?,"15,780",27174,4349,Franco-Prussian_War,squad_extractive
133,Which army's defeat compelled Prince Charles to attack?,"defeat of the First Army,",27239,4359,Franco-Prussian_War,squad_extractive
134,Which prince ordered an artillery attack against Canrobert?,Prince Frederick Charles,27265,4364,Franco-Prussian_War,squad_extractive
135,"As the Second Army pushed into Ravine, the XII Corps cleared out which adjacent town?",Roncourt,27557,4412,Franco-Prussian_War,squad_extractive
136,The surving soldiers of the 1st Guards Infantry Division launched a new attack against what?,ruins of St. Privat,27661,4429,Franco-Prussian_War,squad_extractive
137,Which army was forced to retreat to Metz and surrender two months later?,French Army of the Rhine,28345,4544,Franco-Prussian_War,squad_extractive
138,A blockade of what coastline was ordered by the French government at the start of the war?,North German coasts,28621,4591,Franco-Prussian_War,squad_extractive
