question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,Who is Gillian Gibbons?,a British teacher,48,9,newsqa_extractive
2,What was the teacher found guilty of?,of insulting religion,73,13,newsqa_extractive
3,What was the British teacher in Sudan found guilty of?,insulting religion,76,14,newsqa_extractive
4,What charges were brought against Gillian Gibbons?,insulting religion,76,14,newsqa_extractive
5,What did the class name Mohammed,teddy bear,158,28,newsqa_extractive
6,What did Gillian Gibbons' class name teddy bear?,"""Mohammed,""",181,33,newsqa_extractive
7,What did the class name the teddy bear?,"""Mohammed,""",181,33,newsqa_extractive
8,What did her class name the teddy bear?,"""Mohammed,""",181,33,newsqa_extractive
9,What was the name of the teddy bear in question?,"""Mohammed,""",181,33,newsqa_extractive
10,What was teddy bear named?,"""Mohammed,""",181,33,newsqa_extractive
11,What was the controversial name of the teddy bear?,"""Mohammed,""",181,33,newsqa_extractive
12,What is the teacher's name?,"Gillian Gibbons,",267,45,newsqa_extractive
13,What was the name of the teacher found guilty in the Sudan for insulting religion?,"Gillian Gibbons,",267,45,newsqa_extractive
14,What was the teachers name,"Gillian Gibbons,",267,45,newsqa_extractive
15,Who was found guilty of insulting religion?,"Gillian Gibbons,",267,45,newsqa_extractive
16,what is the age of Gillian Gibbons?,"54,",680,110,newsqa_extractive
17,What age was Gillian Gibbons?,"54,",680,110,newsqa_extractive
18,Who was found guilty of insulting religion in Sudan?,Gillian Gibbons,1758,287,newsqa_extractive
19,who has refused access to the court?,journalists and British officials,3019,497,newsqa_extractive
20,Who was refused access to the court?,journalists and British officials,3019,497,newsqa_extractive
21,Where was the teacher originally from?,"England,",3968,649,newsqa_extractive
22,what did the The storm cause,a series of highway pileups,4228,694,newsqa_extractive
23,where did  Two suffered critical injuries in chain-reaction incident,"Interstate 10 in central Arizona,",4291,706,newsqa_extractive
24,what caused the chain reaction,dust storm,4373,718,newsqa_extractive
25,what did the storm cause,"""minimal visibility""",4500,741,newsqa_extractive
26,What is happening to the Darien area?,recent scientific expedition,5672,920,newsqa_extractive
27,Where were these amphibians found?,Colombia's mountainous Darien region,5704,924,newsqa_extractive
28,What was discovered near the Colombian border?,"species of amphibians,",5762,932,newsqa_extractive
29,What type of animals are the new species of?,"amphibians,",5773,934,newsqa_extractive
30,What group found the discovery hopeful?,Scientists with Conservation International,5916,954,newsqa_extractive
31,What is the reaction of Conservation International?,says the discovery offered renewed optimism.,7007,1132,newsqa_extractive
32,What percentage of vegetation is being deforested in the Darien area?,between 25 percent to 30 percent,7473,1207,newsqa_extractive
33,What percentage of vegetation is being deforested?,between 25 percent to 30 percent,7473,1207,newsqa_extractive
34,What is the person wanted on?,"weapons charges,",7825,1264,newsqa_extractive
35,Who was wanted on weapons charges?,"Robert Hamlin Wainwright,",7889,1272,newsqa_extractive
