question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
1,USB has become what on other devices?,commonplace,283,40,USB,squad_extractive
2,What has USB effectively replaced?,a variety of earlier interfaces,393,56,USB,squad_extractive
3,What are the different kinds of USB connectors?,Type-A or a Type-B,630,96,USB,squad_extractive
4,Why were the designs for different USB connectors made?,to prevent electrical overloads and damaged equipment,681,106,USB,squad_extractive
5,The Type-A connector is usually what size?,the Type-A connector is usually the full size,1097,169,USB,squad_extractive
6,What size is the Type-B connector?,the Type-B side can vary as needed,1148,178,USB,squad_extractive
7,What size is the most durable from the point of designed insertion lifetime?,"the ""micro"" size",1206,186,USB,squad_extractive
8,What was designed for less daily connections?,The standard and mini connectors,1290,200,USB,squad_extractive
9,"What has reached 5,000-cycle lifetimes?",Improved mini-B connectors,1429,221,USB,squad_extractive
10,What was designed with frequent charging of portable devices in mind?,Micro connectors,1493,227,USB,squad_extractive
11,USB connections come in what?,five data transfer modes,2015,310,USB,squad_extractive
12,What is High Speed only supported by?,specifically designed USB 2.0 High Speed interfaces,2187,337,USB,squad_extractive
13,SuperSpeed is only supported by?,USB 3.0 and newer interfaces,2400,372,USB,squad_extractive
14,When did the seven companies begin developing USB's?,1994,2611,407,USB,squad_extractive
15,What was the goal for USB's?,to make it fundamentally easier to connect external devices to PCs,2683,419,USB,squad_extractive
16,Who was included in a team that worked on the standard at Intel?,Ajay Bhatt,3019,471,USB,squad_extractive
17,When was the original USB 1.0 Specification introduced?,January 1996,3201,500,USB,squad_extractive
18,How fast was the slowest data transfer rate of the USB 1.0?,"1.5 Mbit/s ""Low Speed""",3246,507,USB,squad_extractive
19,What was the fastest data transfer rate of the USB 1.0?,"12 Mbit/s ""Full Speed""",3273,512,USB,squad_extractive
20,When was the first widely used version of USB released?,September 1998,3433,540,USB,squad_extractive
21,What provides a fourth transfer mode?,The new SuperSpeed bus,3905,618,USB,squad_extractive
22,How fast is the new SuperSpeed bus data signaling rate?,5.0 Gbit/s,3990,633,USB,squad_extractive
23,What is full-duplex in SuperSpeed transfer mode?,Communication,4313,682,USB,squad_extractive
24,What are the power variants in USB 3.0 ports?,low-power and high-power,4545,717,USB,squad_extractive
25,What do the power variants provide?,150 mA and 900 mA respectively,4590,722,USB,squad_extractive
26,What does the Battery Charging Specification do?,increases the power handling capability to 1.5 A,4775,748,USB,squad_extractive
27,What is a downfall of the Battery Charging Specification?,does not allow concurrent data transmission,4828,757,USB,squad_extractive
28,When were the plans to update USB 3.0 to 10 Gbit/s revealed?,January 2013,5057,792,USB,squad_extractive
29,What actually happened whenever USB 3.0 was updated?,The group ended up creating a new USB version,5150,809,USB,squad_extractive
30,When was USB 3.1 released?,31 July 2013,5228,824,USB,squad_extractive
31,What does the USB 3.1 standard increase?,the data signaling rate to 10 Gbit/s in the USB 3.1 Gen2 mode,5491,863,USB,squad_extractive
32,What defined a new reversible-plug connector for USB devices?,USB Type-C Specification 1.0,5868,929,USB,squad_extractive
33,When was the Type-C Specification 1.0 finalized?,August 2014,5914,936,USB,squad_extractive
34,What does Type-C connect to?,both hosts and devices,6021,953,USB,squad_extractive
35,What connector provides four power/ground pairs?,The 24-pin double-sided connector,6189,978,USB,squad_extractive
36,What kind of cables does the fully featured USB Type-C contain?,"active, electronically marked cables",6793,1070,USB,squad_extractive
37,Electronically marked cables have a chip that contains what?,an ID function based on the configuration data channel and vendor-defined messages,6855,1079,USB,squad_extractive
38,What is the shortened version of vendor-defined messages?,(VDMs),6938,1091,USB,squad_extractive
39,The design of USB is asymmetrical in what?,its topology,7378,1162,USB,squad_extractive
40,The design of the USB is asymmetrical in its what?,topology,7382,1163,USB,squad_extractive
41,How many USB ports may a host controller provide?,one or more USB ports,7728,1218,USB,squad_extractive
42,How many devices can be connected to a host controller?,Up to 127 devices,7751,1223,USB,squad_extractive
43,How many devices may be connected to a host controller?,127 devices,7757,1225,USB,squad_extractive
44,How are USB devices linked?,in series through hubs,7873,1244,USB,squad_extractive
45,What HUB is built into the host controller?,the root hub,7939,1254,USB,squad_extractive
46,What hub is built into the host controller?,the root hub,7939,1254,USB,squad_extractive
47,What are logical sub-devices referred to as?,device functions,8043,1272,USB,squad_extractive
48,A single device can provide a video device function such as?,a webcam,8121,1283,USB,squad_extractive
49,A single device can provide an audio device function such as?,built-in microphone,8161,1290,USB,squad_extractive
50,A USB connection is based on what?,pipes (logical channels),8496,1344,USB,squad_extractive
51,What is a pipe?,a connection from the host controller to a logical entity,8532,1350,USB,squad_extractive
52,What is a pipe named at?,an endpoint,8620,1366,USB,squad_extractive
53,Where do pipes correspond?,1-to-1 to endpoints,8658,1371,USB,squad_extractive
54,How many endpoints can a USB device have?,up to 32 endpoints,8749,1385,USB,squad_extractive
55,What is sent if the direction of the data transfer is from host to endpoint?,an OUT packet,9280,1476,USB,squad_extractive
56,"If the direction of the data transfer is from the device to the host, what does the host send?",the host sends an IN packet,9476,1512,USB,squad_extractive
57,What does a bi-directional endpoint accept?,both IN and OUT packets,9884,1575,USB,squad_extractive
58,What is started when a USB is first connected to a host?,enumeration process,9977,1594,USB,squad_extractive
59,What does the enumeration process start by doing?,sending a reset signal to the USB device,10035,1602,USB,squad_extractive
60,What id the data rate determined during?,the reset signaling,10130,1620,USB,squad_extractive
