question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
1,"by “ ‘(1) the peculiar dignity and protection to which the law cloaks the human person, as contrasted with articles of commerce; (2) the inequality of the bargaining positions and relative intelligence of the contracting parties; (3) the amount of consideration received; (4) the likelihood of inadequate knowledge concerning future consequences of present injury to the human body and brain; and (5) the haste, or lack thereof, with which release was obtained.’ ” Finch, 84 Wn.2d at 146 (quoting Finch v. Carlton, 10 Wn. App. 32, 39, 516 P.2d 212 (1973) (McInturff, J., dissenting)). 2 A few cases have imposed an affirmative duty to explain contracts when the defendants know the signer is illiterate or speaks another language. See Scott v. Bodnar, 52 N.J. Super. 439, 145 A.2d 643 (1958) (<HOLDING>); S. Pac. Co. v. Gastelum, 36 Ariz. 106, 283 P.",0,1,0,case_hold_mc,holding failure to explain consequence of signature to illiterate plaintiff could be grounds for avoiding release,holding that failure to explain allegations and possible consequences mandated reversal,holding that failure to explain the effect of a term of supervised release was harmless error where term of imprisonment combined with maximum imprisonment for violation of supervised release was still less than statutory maximum,holding that 24 hours is sufficient time for a plaintiff to review release,holding that fundamental error occurred and reversal was required when trial court failed to explain allegations or to explain adequately future use of adjudication record
2,"the mootness doctrine as it pertains to land use challenges. For this reason, I decline to adopt CME's reasoning. CONCLUSION 34 CME's claims are now moot because CME does not have a right that will be affected if the district court were to declare Tocele County's decisions unenforceable. CME does not have any potentially affected property rights because CME does not own, nor does CME at this time lease, any property in the vicinity of the corridor. Further, the mootness doctrine prohibits land use challenges from continuing after all of the litigant's relevant property rights have been transferred. For these reasons, I would dismiss this appeal. 4 35 Justice WILKINS concurs in Associate Chief Justice DURRANTS dissenting opinion. 1 . Richards v. Baum, 914 P.2d 719, 720 (Utah 1996) (<HOLDING>). 2 . McRae v. Jackson, 526 P.2d 1190, 1191",857,143,0,case_hold_mc,holding that an appeal became moot when the party sold the real estate that formed the basis of the claims,holding unenforceable a contract for real estate commissions formed by an unlicensed corporation,holding that a tax appeal on real property is a lien on the real estate and not a personal obligation of the landowner,holding appeal moot on this basis,holding that trustee may bring assigned creditor claims where estate is the real party in interest
3,"evidence from which a rational juror could conclude that the victim was “physically incapable of declining participation in, or communicating unwillingness to engage in, th[e] sexual act.” We agree with the reasoning of the Eighth Circuit that “[a] reasonable jury may conclude that a person who is asleep when a sexual act begins is physically unable to decline participation in that act.” United States v. Wilcox, 487 F.3d 1163, 1169 (8th Cir.2007) (citing United States v. Barrett, 937 F.2d 1346, 1347-48 (8th Cir.1991)). If the victim testifies that she woke up while the sexual act was ongoing, this “provide[s] sufficient evidence for the jury to conclude that penetration occurred while she was asleep.” Id.; see also United States v. Smith, 606 F.3d 1270, 1281 (10th Cir.2010) (<HOLDING>); cf. United States v. Peters, 277 F.3d 963,",1709,283,0,case_hold_mc,holding that evidence was sufficient where inter alia the victim woke up to find the defendant on top of her and engaged in sex,holding inter alia that common law claims were preempted,holding that the trial court properly excluded evidence that other persons had a motive to kill the victims because inter alia such evidence was speculative,holding that a victim impact aggravator was not unconstitutionally vague because it directed the jury to consider inter alia the effect of the crime on the victims family,holding that the witnesss prior statement that the victim was lying flat on his back when he was shot impermissibly contradicted the witnesss trial testimony that the victim was on top of another individual at that time
4,"458 U.S. 419, 102 S.Ct. 3164, 73 L.Ed.2d 868 (1982), or a regulation that completely deprives an owner of all economically beneficial use of his or her property, see Lucas v. S.C. Coastal Council, 505 U.S. 1003, 1019, 112 S.Ct. 2886, 120 L.Ed.2d 798 (1992). Lingle, 544 U.S. at 538, 548, 125 S.Ct. 2074. The third category of takings is gov- . erned by the standard set forth in Penn Central Transportation Co. v. New York City, 438 U.S. 104, 98 S.Ct. 2646, 57 L.Ed.2d 631 (1978), and the fourth category is governed by the standard set forth in Nollan and Dolan. Lingle, 544 U.S. at 538-39, 548, 125 S.Ct. 2074. Because Highlands relies solely on the Nollan and Dolan standard in its initial brief, we do not address the other theories of taking. See Lingle, 544 U.S. at 548, 125 S.Ct. 2074 (<HOLDING>). 2 . In arguing that the exactions in this",2556,419,0,case_hold_mc,holding that because the property owner argued only a theory of taking that was no longer a valid theory property owner did not demonstrate his entitlement to relief,holding that the pretrial order did not adequately disclose a theory because it did not give notice of that theory,holding that property owner still has relief in the form of the return of his property though condemnation was complete and a highway was constructed across the property,holding that the current property owner may not assert a public nuisance claim against the former owner,holding that because property was no longer property of the estate the court could not order turnover
5,"consumer protection statutes based on allegations that the braking systems in their subject vehicles, contrary to GM’s representations as to -their safety, were in fact unsafe and hence defective. The plaintiffs in Briehl, who admittedly had not sustained any actual personal injury or property damage due to having purchased vehicles with the allegedly defectively designed braking system, nevertheless claimed damages for lost resale value and overpayment for the vehicles at the time of purchase. Id. at 626. The court, though, held that because the plaintiffs had “failed to allege that any defect had actually manifested itself in their vehicles, [their] allegations of damages failed to meet the pleading requirements for defective products.” Id. The mere .Supp. 595, 603 (S.D.N.Y.1982) (<HOLDING>); Pfizer v. Farsian, 682 So.2d 405, 407",3409,573,3,case_hold_mc,recognizing the cause of action,holding that the first amendment does not by itself give rise to a cause of action for damages,recognizing cause of action,holding no cause of action for defect which never manifests itself,holding that dismissal is proper for a derivative cause of action but not for a direct cause of action
6,"claim that his assignment of an examination grade or a final grade is communication protected by the First Amendment. As does any communicative act, assigning a letter grade sends a message to the recipient. The message communicated by the letter grade “A” is virtually indistinguishable from the message communicated by a formal written evaluation indicating “excellent work.” Both communicative acts represent symbols that transmit a unique message. Because the assignment of a letter grade is symbolic communication intended to send a specific message to the student, the individual professor’s communicative act is entitled to some measure of First Amendment protection. Cf. Tinker v. Des Moines Indep. Community School Dist., 393 U.S. 503, 505-06, 89 S.Ct. 733, 735-36, 21 L.Ed.2d 731 (1969) (<HOLDING>); Brown v. Louisiana, 383 U.S. 131, 141-42, 86",4259,701,2,case_hold_mc,holding that raising chickens is not an expressive act for the purposes of the first amendment,holding that a public school may not without evidence  of substantial disruption punish students for wearing armbands protesting the vietnam war,holding that students action wearing black armbands was expressive conduct entitled to first amendment protection,holding that wearing black armband to school to protest vietnam war was expressive conduct,holding that participating in community service is not expressive conduct
7,"cert. denied, 449 U.S. 820, 101 S.Ct. 78, 66 L.Ed.2d 22 (1980), cited in Butler, 335 Md. at 254, 643 A.2d at 397. Thus, in the instant case, Woodson has the burden of establishing that the jury actually decided an issue in his favor on the possession count which would prevent relitigation of that issue in a trial on Count 2, possession with intent to distribute. It is clear from the record of the proceedings in the instant case that Woodson has not met his burden. No verdict was actually delivered on the possession count in the instant case. Because the jury did not render a verdict on the possession count, there is no judgment from which findings of fact in favor of Woodson can be inferred. See Schiro v. Farley, ___ U.S. ___, ___, 114 S.Ct. 783, 792, 127 L.Ed.2d 47, 60-61 (1994) (<HOLDING>). Collateral estoppel requires a finding that",5120,832,3,case_hold_mc,holding procedural error is harmless where the court would have reached the same result had the guidelines issue been decided the other way and the sentence imposed would be reasonable even if contested issue decided in defendants favor,holding that a civil claim is barred by collateral estoppel even though the prior adjudication was in criminal proceedings and the parties are not the same because the matters were actually litigated and decided in the prior trial,holding that the doctrine of collateral estoppel bars readjudication of issues when 1 the prior suit resulted in judgment on the merits 2 identical issues are involved 3 the issue was actually litigated 4 the issue was actually determined and 5 the determination was necessary to the resulting judgment,holding that the failure to return a verdict does not have collateral estoppel effect  unless the record establishes that the issue was actually and necessarily decided in the defendants favor,holding that law of the case acts as a bar only when the issue in question was actually considered and decided by the first court
8,"(<HOLDING>). Accordingly, we affirm the district court’s",5974,984,0,case_hold_mc,holding an attorney is an agent of the client and therefore cannot conspire with the client,holding trial court erred when it sanctioned client where the evidence showed that the attorney filed frivolous pleadings on behalf of the client but the client did nothing more than rely on her attorneys advice,holding that an attorney may only undertake to represent a new client against a former client  where there is no confidential information received from the former client that is in any way relevant to representation of the current client,holding client is not liable for actions of attorney who misled client as to the status of case,holding that when an attorney represents multiple clients and a dispute between the attorney and one client later occurs there is a waiver of the privilege but only by the client asserting the liability
9,"are free to employ counsel of their own choice and the courts are afforded little leeway in interfering with that choice.” United States v. Cox, 580 F.2d 317, 321 (8th Cir.1978) (citation omitted). However, we have recognized: [t]here are times when an accused’s right to counsel of choice must yield to a greater interest in maintaining high standards of professional responsibility in the courtroom. The trial court may therefore disqualify counsel if necessary to preserve the integrity, fairness, and professionalism of trial court proceedings. Vanover, 559 N.W.2d at 626 (citation omitted) (emphasis added) (affirming the district court’s disqualification of the defendant’s attorney whom the State intended to call as a witness); see also State v. Powell, 684 N.W.2d 235, 242 (Iowa 2004) (<HOLDING>). Indeed, when a defendant’s counsel of choice",6037,992,4,case_hold_mc,recognizing the conflict,holding that prejudice is only presumed if there is proof of an actual conflict of interest,holding that the lower court had inappropriately granted relief based on the existence of a possible conflict and explaining an actual conflict is required,recognizing conflict,holding the existence of a possible conflict required remand for a determination of whether an actual conflict of interest existed and holding a new trial would be required if an actual conflict existed
10,"promise to sell [him] Unit 7S,” which he considers “a unique property.” In addition, he contends that what “had been a refundable deposit on another unit in Boston is now non-refundable.” This is reportedly because he “has stopped looking at other properties in Boston and the opportunity to purchase many of these potential properties likely no longer exists.” The Rule 56 materials submitted to this court do not support these contentions. As mentioned in the background supra, Trinity Place has confirmed, in response to a subpoena, that Albrecht has already entered into a P&S agreement with them. It cannot be said, therefore, that Albrecht has suffered the harms he complains of. These facts are simply not sufficient to support an estoppel. Compare Levin v. Rose, 302 Mass. 378, 382 (1939) (<HOLDING>) (citations omitted). Facts Alleged by Albrecht",6895,1123,1,case_hold_mc,holding that even wisconsin which has one of the broadest coverages of the economic loss doctrine would not apply it to bar an action for the rescission of a contract,holding that the statute of frauds is not a bar where the denial of relief to one who has been misled to his harm would cause an unjust and unconscientious injury and loss,holding that loss of customers and resulting injury to goodwill can constitute irreparable harm that is not compensable by an award of money damages,holding that the plain language of this section requires the denial of relief for a petitioner who has finished serving his sentence,holding that a plaintiffs claim of injury stemming from alleged procedural harm is insufficient to ground standing where the harm is uncoupled from any injury in fact or tied only to an undifferentiated injury common to all members of the public
