question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,What is the name of the case that the court is referring to?,Richards v. Baum,1588,262,caselaw_synthetic_extractive
2,What is the name of the state where the case was heard?,Utah,1625,270,caselaw_synthetic_extractive
3,Year,1996,1630,270,caselaw_synthetic_extractive
4,Court,8th Cir.,2122,352,caselaw_synthetic_extractive
5,What year did the 1990 Amendment go into effect?,1981,10947,1780,caselaw_synthetic_extractive
6,"What is the date of the Act of March 5, 1997?",1997,12638,2056,caselaw_synthetic_extractive
7,What is the name of the statute that Wolfe must show he is sufficiently likely to be injured by to have standing to challenge?,Vexatious Litigant Statute,30729,4989,caselaw_synthetic_extractive
8,What is the name of the statute?,8 U.S.C. § 1160(e),37468,6096,caselaw_synthetic_extractive
9,What is the name of the case?,Liddy v. Lamone,39778,6455,caselaw_synthetic_extractive
10,What is the name of the statute cited in the passage?,18 U.S.C. § 3553(a),44631,7271,caselaw_synthetic_extractive
11,What is the name of the case that the dictates of should be applied?,Moylan v. Moylan,46335,7553,caselaw_synthetic_extractive
12,What is the standard of proof the existing guardian must meet in proving the petition,preponderance of the evidence,46882,7646,caselaw_synthetic_extractive
13,What is the name of the case that has been considered instructive on the requirement of adverse use in prescriptive easement cases?,Hungerford v. Hungerford,67303,11005,caselaw_synthetic_extractive
14,What is the age of the child in Count 4?,twelve years of age or older but less than sixteen years of age,76582,12513,caselaw_synthetic_extractive
15,What is the standard applied under title I of the Americans with Disabilities Act of 1990?,the standards applied under title I of the Americans with Disabilities Act of 1990,77561,12667,caselaw_synthetic_extractive
16,What is the statute of limitations for a personal injury action in Pennsylvania?,two years,97477,15851,caselaw_synthetic_extractive
17,What is the name of the case where the Sixth Circuit held that none of the medical articles showed that medical experts understood in 2004 that infusing a joint with bupivacaine for two days could cause irreversible cartilage damage?,Rodriguez,98608,16042,caselaw_synthetic_extractive
18,When did OneWest acquire the property?,May 2010,107761,17505,caselaw_synthetic_extractive
19,What is the statute governing the application of credit for presentence confinement?,NRS 176.055,126853,20563,caselaw_synthetic_extractive
20,What is the case citation for the Court of Appeals for the Eighth Circuit?,Id. at 906,132897,21529,caselaw_synthetic_extractive
21,What is the title of the Act Concerning Interest Payable on Appealed Money Judgments in Civil Actions?,An Act Concerning Interest Payable on Appealed Money Judgments in Civil Actions,139285,22585,caselaw_synthetic_extractive
22,What is the maximum permissible sentence for a third-degree felony in Florida?,five years,145018,23513,caselaw_synthetic_extractive
23,What is the name of the case cited in the passage?,Abudu,154689,25094,caselaw_synthetic_extractive
24,What is the name of the case cited in the passage?,Matsushita Elec. Indus. Co. v. Zenith Radio Corp.,169844,27528,caselaw_synthetic_extractive
25,What is the name of the case cited in the passage?,Burgess v. Sikes (In re Burgess),185930,30092,caselaw_synthetic_extractive
26,What is the name of the statute cited in the passage?,§ 375(12 a)(b) of the Vehicle & Traffic Law,186705,30223,caselaw_synthetic_extractive
27,"See Schwartz-Tallard, 803 F.3d at 1100.","See Schwartz-Tallard, 803 F.3d at 1100.",200947,32523,caselaw_synthetic_extractive
28,"See Wool, 818 F.2d at 1439.","See Wool, 818 F.2d at 1439.",202006,32685,caselaw_synthetic_extractive
29,What is the name of the case cited in footnote 19?,Iqbal,216569,35051,caselaw_synthetic_extractive
30,What is the name of the statute cited in section 15-48-10(b)(4)?,an insurance policy,219497,35535,caselaw_synthetic_extractive
31,What is the name of the case in which the Supreme Court held that the Double Jeopardy Clause barred a retrial of the penalty phase of a capital case?,Bullington v. Missouri,238173,38538,caselaw_synthetic_extractive
32,What is the name of the federal act that has a counterpart to Section 30-31-20(A)(1)?,the Federal Drug Abuse Prevention and Control Act,240291,38888,caselaw_synthetic_extractive
33,What is the name of the statute?,Utah Code Ann. § 77-32-301(3),266783,43200,caselaw_synthetic_extractive
34,What was the amount of sales generated by the plaintiff over two years?,"approximately $3,000",278125,45042,caselaw_synthetic_extractive
35,What is the name of the statute that the court found was tolled in the summer of 2002?,the statute of limitations for adverse possession,313947,50849,caselaw_synthetic_extractive
36,What is the name of the case where the court held that the delayed discovery rule does not apply to § 17200 claims?,"Snapp & Associates Ins. Services, Inc. v. Robertson",315946,51175,caselaw_synthetic_extractive
37,What is the name of the agent contacted by the Plaintiff?,James Markwell,324119,52508,caselaw_synthetic_extractive
38,What is the name of the subsection that explicitly requires the offending material meet the Miller definition of constitutionally unprotected obscenity?,§ 1466A(b)(1),324708,52601,caselaw_synthetic_extractive
