question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,Who got additional charges,Chester Arthur Stiles,83,17,newsqa_extractive
2,What is the suspect's name?,Chester Arthur Stiles,83,17,newsqa_extractive
3,What happened to pedophile Chester Stiles?,"court appearance in Las Vegas, Nevada, on Wednesday morning on charges stemming from the videotaped rape of a 2-year-old girl.",122,23,newsqa_extractive
4,what is Chester accused of?,rape of a 2-year-old girl.,222,38,newsqa_extractive
5,What did Chester Arthur Stiles get arrested for,rape of a 2-year-old girl.,222,38,newsqa_extractive
6,what is Chester age?,"37,",327,54,newsqa_extractive
7,What is Chester Stiles age,"37,",327,54,newsqa_extractive
8,What is happening to Stiles?,taken into custody,335,56,newsqa_extractive
9,What happened to Stiles?,taken into custody,335,56,newsqa_extractive
10,WHen was Chester Arthur Stiles arrested,"after a Henderson, Nevada, police officer pulled over the white Buick Century he",367,61,newsqa_extractive
11,In what city was Stiles arrested?,"Henderson, Nevada,",375,63,newsqa_extractive
12,Where was the suspect found?,"Henderson, Nevada,",375,63,newsqa_extractive
13,Where was Stiles arrested?,"Henderson, Nevada,",375,63,newsqa_extractive
14,what are the charges?,"23 felony counts, including a charge of lewdness with a minor, sexual assault and the use of a child in the production of pornography,",552,89,newsqa_extractive
15,which are the main charges of the accused?,"lewdness with a minor, sexual assault and the use of a child in the production of pornography,",592,96,newsqa_extractive
16,What additional charges were placed against Chester Stiles?,"lewdness with a minor, sexual assault",592,96,newsqa_extractive
17,What does Stiles' attorney think of his client?,"he's a little out of it,""",1084,178,newsqa_extractive
18,which is the name of your lawyer?,Jeff Banks,1126,186,newsqa_extractive
19,what said his ex-girlfriend?,"""I've had my share of nightmares,""",2534,430,newsqa_extractive
20,What has his ex-girlfriend had,"my share of nightmares,""",2544,432,newsqa_extractive
21,"Who said ""I had my share of nightmares""",Elaine Thomas,2569,436,newsqa_extractive
22,What reaction does Stiles' girlfriend have  of him?,"""mortified""",3148,541,newsqa_extractive
23,What did his ex say?,"""He said he'd been in the Navy and, you know, I was looking for a strong guy to represent to my sons what",3193,547,newsqa_extractive
24,Who scored the only goal in the Madrid/Valencia game?,Gonzalo Higuain,3737,647,newsqa_extractive
25,Who scored the only goal?,Gonzalo Higuain,3737,647,newsqa_extractive
26,What was the score of the Real Madrid game?,1-0,3772,653,newsqa_extractive
