question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,What is Somalia facing according to the ICRC?,life-threatening food and water shortages,27,6,newsqa_extractive
2,What is the ICRC?,International Committee of the Red Cross,114,18,newsqa_extractive
3,What are leaving crops as dry as the landscape?,"winds ripping though the country,",767,118,newsqa_extractive
4,What has been exacerbating the situation?,continual armed conflicts,981,151,newsqa_extractive
5,What tension has contributed to the problem in Somalia?,continual armed conflicts,981,151,newsqa_extractive
6,What parts of Somalia have experienced a lot of armed conflicts?,central and south,1010,155,newsqa_extractive
7,What has exacerbated the situation in Somalia?,high inflation on food and fuel,1712,268,newsqa_extractive
8,Inflation on what products has worsened the situation?,food and fuel,1730,271,newsqa_extractive
9,What items in Somalia are affected by inflation the most?,food and fuel,1730,271,newsqa_extractive
10,Who came out of hiding?,Anwar Ibrahim,2257,351,newsqa_extractive
11,Who says he can prove government members faked evidence?,Anwar Ibrahim,2257,351,newsqa_extractive
12,Who came out of hiding Monday?,Anwar Ibrahim,2257,351,newsqa_extractive
13,What can he help prove?,senior members of the government faked evidence for sodomy charges against him.,2344,366,newsqa_extractive
14,What did Anwar say?,he has proof sodomy charges against him were fabricated.,2474,384,newsqa_extractive
15,What did Ibrahim say?,"""I have new evidence about the fabrication of evidence against me in 1998,""",2534,393,newsqa_extractive
16,What was he charged with?,corruption and sodomy.,2790,435,newsqa_extractive
17,Who claims German army chief knew civilians could be killed in airstrike?,"Gen. Wolfgang Schneiderhan,",3954,617,newsqa_extractive
18,who asked to be relieved of his duties?,"Gen. Wolfgang Schneiderhan,",3954,617,newsqa_extractive
19,Who asks to be relieved of his duties?,"Gen. Wolfgang Schneiderhan,",3954,617,newsqa_extractive
20,when was the airstrike?,Sept. 4,4160,647,newsqa_extractive
21,How many are killed?,90 people.,4234,660,newsqa_extractive
22,What does Bild claim?,German Colonel Georg Klein was not able to rule out the possibility of civilian victims before he ordered the strike.,4884,762,newsqa_extractive
23,What was damaged by the cyclone?,The Pacific Adventurer,5803,907,newsqa_extractive
24,What is the name of the damaged ship?,The Pacific Adventurer,5803,907,newsqa_extractive
25,What was the name of the cyclone?,Hamish,5872,916,newsqa_extractive
26,Who has custody of the ship?,Australia's Maritime Safety Authority,6611,1038,newsqa_extractive
27,who detained the ship,Australia's Maritime Safety Authority,6611,1038,newsqa_extractive
28,In what country is the ship now?,Australia's,6611,1038,newsqa_extractive
29,who makes third trip to North Korea?,The Rev. Franklin Graham,6865,1075,newsqa_extractive
30,what did the news agency say?,Rev. Franklin Graham has arrived in North Korea bearing a gift for North Korean leader,6869,1076,newsqa_extractive
31,who made third trip to north korea?,Franklin Graham,6874,1077,newsqa_extractive
32,What did Graham do?,bearing a gift for North Korean leader,6917,1084,newsqa_extractive
33,Who is also set to travel to china?,Rev. Franklin Graham,7031,1102,newsqa_extractive
34,who is Franklin Graham's father?,Rev. Billy,7311,1146,newsqa_extractive
35,what does Graham aim for?,"to help improve relations and to have a better understanding with each other,""",7667,1200,newsqa_extractive
36,What is Graham hoping for?,better relations between the United States and North Korea.,8052,1268,newsqa_extractive
37,What happened to Japan's gdp in 2008?,falling 12.7 percent in the fourth quarter,8912,1410,newsqa_extractive
38,how much did japan's gdp fall?,12.7 percent,8920,1411,newsqa_extractive
39,What caused Japanes layoffs?,The global economic crisis,9098,1441,newsqa_extractive
40,what has a slump in exports caused,tens of thousands of layoffs,9236,1464,newsqa_extractive
41,what has a slump in exports led to?,layoffs across Japan.,9257,1468,newsqa_extractive
42,What was the number of convicts hanged?,Twenty-nine people,10020,1590,newsqa_extractive
43,What number of  convicts were hanged?,Twenty-nine,10020,1590,newsqa_extractive
44,Who was hanged?,"Twenty-nine people convicted of various crimes,",10020,1590,newsqa_extractive
45,What were they guilty of?,"convicted of various crimes, ranging from murder to being a",10039,1592,newsqa_extractive
46,were the convicts hanged?,"in Iran,",10140,1608,newsqa_extractive
47,Which state TV reported the hangings?,"Iran,",10143,1609,newsqa_extractive
48,what did the judiciary say,"all 30 were convicted of various crimes,",10477,1664,newsqa_extractive
49,What were the convicts found guilty of?,"various crimes, which",10502,1669,newsqa_extractive
50,What are hangings used for?,"should serve as a warning to those who are contemplating committing such crimes,",11253,1786,newsqa_extractive
51,How many were killed?,65,12463,1970,newsqa_extractive
52,Where did it take place?,"northeastern Nigeria,",12481,1974,newsqa_extractive
53,"Which official says ""It is a very bad scene""?",Ibrahim Bulama,12674,2005,newsqa_extractive
54,"Who said ""it was a very bad scene""?",Ibrahim Bulama,12674,2005,newsqa_extractive
55,Who did gunmen attack first?,the police headquarters and the anti-terror office,12799,2025,newsqa_extractive
56,What did the gunmen attack after the police officers?,"churches and mosques,",12867,2035,newsqa_extractive
57,Where was the book shop that was attacked?,"Potiskum,",12951,2048,newsqa_extractive
58,Where was the book shop that the gunmen attacked?,"near the police station,",13017,2059,newsqa_extractive
59,What is the Federal Aviation Adminstration looking into?,"Last week's ""balloon boy"" incident",14114,2227,newsqa_extractive
60,who is facing charges,"Richard and Mayumi Heene,",14353,2262,newsqa_extractive
61,What are the balloon owners facing?,"a number of local charges,",14479,2284,newsqa_extractive
62,What are balloon's owner facing?,"number of local charges,",14481,2285,newsqa_extractive
63,What did the lawyer say?,the sheriff was overreaching and that the family deserves the presumption of innocence.,14889,2349,newsqa_extractive
64,What does the Heene family deserve?,the presumption of innocence.,14947,2358,newsqa_extractive
65,What will Federal Aviation Administration do?,"""investigating the circumstances""",15104,2381,newsqa_extractive
66,who might have called the faa,Richard Heene,15371,2423,newsqa_extractive
67,Who heard the passenger's screams?,A rescue worker,16080,2542,newsqa_extractive
68,who heard a passenger's screams?,A rescue worker,16080,2542,newsqa_extractive
69,What did the workers hear?,screams of a passenger,16111,2548,newsqa_extractive
70,Who was taken to the hospital by villagers?,Ummerfarook Mohammed,17170,2718,newsqa_extractive
71,To whom does the man credit his survival?,God's grace.,17725,2814,newsqa_extractive
72,What was the ship involved in?,anti-piracy operation,18053,2870,newsqa_extractive
73,Where was the french ship?,"about 250 nautical miles (463 kilometers) off Somalia's coast,",18386,2924,newsqa_extractive
74,Where was it operating?,"about 250 nautical miles (463 kilometers) off Somalia's coast,",18386,2924,newsqa_extractive
75,What carried supplies to forces?,The BCR Somme,18667,2969,newsqa_extractive
76,what caused her death?,"bird flu,",19767,3147,newsqa_extractive
77,When did the woman become ill,January 5,20018,3189,newsqa_extractive
78,Who has bird flu?,a 2-year-old girl in northern China,20342,3243,newsqa_extractive
79,who else contracted this,a 19-year-old Beijing woman,20710,3308,newsqa_extractive
