question_id,question,answer,evidence_char_pos,evidence_word_pos,type
1,What landed on U.S. Highway 101?,The Piper Comanche 260,161,24,newsqa_extractive
2,Who were the people in the plane?,a married couple,193,29,newsqa_extractive
3,Where did the Piper Comanche land?,southbound lanes of U.S. Highway 101.,224,35,newsqa_extractive
4,On which U.S. Highway did the Piper Comanche 260 land?,101.,257,40,newsqa_extractive
5,Was the Piper Comanche 260 facing north or south when it landed?,southbound lane,594,96,newsqa_extractive
6,What did the plan hit?,"two vehicles while landing, then spun and",652,104,newsqa_extractive
7,Who is Henry Moak?,Retiring Army Col.,1547,251,newsqa_extractive
8,Who is retiring?,Army Col. Henry Moak,1556,252,newsqa_extractive
9,Who treats himself to pound cake?,Col. Henry Moak,1561,253,newsqa_extractive
10,What did the colonel eat?,government cake saved since 1973.,1619,265,newsqa_extractive
11,What did he save?,government cake,1619,265,newsqa_extractive
12,When was the pound cake made?,1973.,1647,269,newsqa_extractive
13,What goodie was eaten alongside the main dish?,Pound cake served in a can,1874,309,newsqa_extractive
14,What did Moak say?,"""I would eat it any chance I could get, but not all of the meals came with pound cake,""",2021,338,newsqa_extractive
15,What does Moak say?,"""I would eat it any chance I could get, but not all of the meals came with pound cake,""",2021,338,newsqa_extractive
16,Who faces prosecution?,"Luong Hoai Nam,",3087,522,newsqa_extractive
17,Who is the Jetstar Pacific CEO?,"Luong Hoai Nam,",3087,522,newsqa_extractive
18,Are the Jetstar executives accused of crimes in Vietnam?,"Luong Hoai Nam, faces prosecution for ""lack of responsibility causing serious consequences,""",3087,522,newsqa_extractive
19,What does the ex-CEO face?,"prosecution for ""lack of responsibility causing serious consequences,""",3109,526,newsqa_extractive
20,What did the airline say?,"They are not allowing Marsilli and Freeman to leave Vietnam,",3424,565,newsqa_extractive
21,What is partly owned by Qantas Airlines?,Jetstar Pacific,3508,578,newsqa_extractive
22,Who partly owns Jetstar Pacific?,Qantas Airlines,3543,584,newsqa_extractive
23,who files complaint against Continental?,Indian authorities,4349,700,newsqa_extractive
24,What did Indian authorities do?,filed a police complaint against Continental Airlines,4376,703,newsqa_extractive
25,what do officials say?,"Former president APJ Abdul Kalam was exempt from body checks,",4522,728,newsqa_extractive
26,What is the name of the former Indian president?,APJ Abdul Kalam,4539,730,newsqa_extractive
27,Who was exempt from body checks?,APJ Abdul Kalam,4539,730,newsqa_extractive
28,who followed standard U.S. air-safety procedures?,"Continental,",5326,849,newsqa_extractive
